kept_index,curve_id,doi,doi_dir,top_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,csv_path,max_x_hours,abs_max_pce,pce_at_200h,norm_pce_at_200h,delta_pce_rel_pct,max_pce_source,max_pce_bin,max_pce_bin_index,max_pce_bin_absolute,max_pce_bin_absolute_index,som_cluster_id,som_coord
1442,1471,10.1021/jacs.1c12732,10.1021_jacs.1c12732,x_time_h,Fig6_C_stability_performance_curve_pce,Fig6_C,Fig6,_C,Series_1,PCBM_C60,x_time_h/10.1021_jacs.1c12732/Fig6_C_stability_performance_curve_pce/accepted/10.1021_jacs.1c12732__Fig6__C__stability_performance_curve_pce__PCBM_C60__Series_1.csv,656.4979912258236,1.0113755047703665,0.8890265935992855,0.8786517977714539,12.134819984436035,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1443,1472,10.1021/jacs.1c12732,10.1021_jacs.1c12732,x_time_h,Fig6_C_stability_performance_curve_pce,Fig6_C,Fig6,_C,Series_2,FP-C8_C60,x_time_h/10.1021_jacs.1c12732/Fig6_C_stability_performance_curve_pce/accepted/10.1021_jacs.1c12732__Fig6__C__stability_performance_curve_pce__FP-C8_C60__Series_2.csv,1185.7813704061186,1.003728697822174,0.9769648735034999,0.9768674373626709,2.31325626373291,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1444,1475,10.1021/jacs.7b13229,10.1021_jacs.7b13229,x_time_h,Fig3_D_stability_performance_curve_pce_jsc,Fig3_D,Fig3,_D,Series_1,All_inorganic_PSCs,x_time_h/10.1021_jacs.7b13229/Fig3_D_stability_performance_curve_pce_jsc/accepted/10.1021_jacs.7b13229__Fig3__D__stability_performance_curve_pce_jsc__All_inorganic_PSCs__Series_1.csv,350.9597105655839,1.0057828565466904,0.8917955303829987,0.8898931741714478,11.010683059692383,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1445,1476,10.1021/jacs.7b13229,10.1021_jacs.7b13229,x_time_h,Fig3_D_stability_performance_curve_pce_jsc,Fig3_D,Fig3,_D,Series_2,Organic-inorganic_PSCs,x_time_h/10.1021_jacs.7b13229/Fig3_D_stability_performance_curve_pce_jsc/accepted/10.1021_jacs.7b13229__Fig3__D__stability_performance_curve_pce_jsc__Organic-inorganic_PSCs__Series_2.csv,194.0313269287967,0.9962839126997163,0.5561661811232396,0.5965315699577332,40.34684371948242,pre-normalised,Q2,1,n/a,-1,1,"(0,1)"
1446,1477,10.1021/jacs.9b13418,10.1021_jacs.9b13418,x_time_h,Fig3_F_stability_performance_curve_pce,Fig3_F,Fig3,_F,Series_1,Control,x_time_h/10.1021_jacs.9b13418/Fig3_F_stability_performance_curve_pce/accepted/10.1021_jacs.9b13418__Fig3__F__stability_performance_curve_pce__Control__Series_1.csv,987.7908294746118,1.0055171424370035,0.988079623150584,0.9855643510818481,1.4435648918151855,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1447,1478,10.1038/ncomms11105,10.1038_ncomms11105,x_time_h,Fig3_D_eqe_curve_stability_performance_pce,Fig3_D,Fig3,_D,Series_1,CH₃NH₃PbI₃₋ₓ(SCN)ₓ,x_time_h/10.1038_ncomms11105/Fig3_D_eqe_curve_stability_performance_pce/accepted/10.1038_ncomms11105__Fig3__D__eqe_curve_stability_performance_pce__CH₃NH₃PbI₃₋ₓ(SCN)ₓ__Series_1.csv,517.4791469878661,1.0050853877095711,0.9278120238140701,0.9382256865501404,6.177431106567383,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1448,1479,10.1038/ncomms11105,10.1038_ncomms11105,x_time_h,Fig3_D_eqe_curve_stability_performance_pce,Fig3_D,Fig3,_D,Series_2,CH₃NH₃PbI₃,x_time_h/10.1038_ncomms11105/Fig3_D_eqe_curve_stability_performance_pce/accepted/10.1038_ncomms11105__Fig3__D__eqe_curve_stability_performance_pce__CH₃NH₃PbI₃__Series_2.csv,525.3927569430592,1.0050853877095711,0.802242807483881,0.8082956075668335,19.170438766479492,pre-normalised,Q4,3,n/a,-1,2,"(1,0)"
1449,1480,10.1038/ncomms15330,10.1038_ncomms15330,x_time_h,Fig3_D_stability_performance_curve_pce,Fig3_D,Fig3,_D,Series_1,CQDs_PCBM_150_nm,x_time_h/10.1038_ncomms15330/Fig3_D_stability_performance_curve_pce/accepted/10.1038_ncomms15330__Fig3__D__stability_performance_curve_pce__CQDs_PCBM_150_nm__Series_1.csv,499.3872794519383,15.069325743903988,13.839011853908397,0.9179603457450867,8.203965187072754,absolute,Q5,4,Q2,1,0,"(0,0)"
1450,1481,10.1038/ncomms15330,10.1038_ncomms15330,x_time_h,Fig3_D_stability_performance_curve_pce,Fig3_D,Fig3,_D,Series_3,CQDs_PCBM_50_nm,x_time_h/10.1038_ncomms15330/Fig3_D_stability_performance_curve_pce/accepted/10.1038_ncomms15330__Fig3__D__stability_performance_curve_pce__CQDs_PCBM_50_nm__Series_3.csv,486.52363691555774,14.135984172183196,8.493510124962038,0.6141948699951172,38.58051300048828,absolute,Q5,4,Q2,1,2,"(1,0)"
1451,1482,10.1038/s41467-018-03169-0,10.1038_s41467-018-03169-0,x_time_h,Fig5_A_stability_performance_curve,Fig5_A,Fig5,_A,Series_2,MAPbl3,x_time_h/10.1038_s41467-018-03169-0/Fig5_A_stability_performance_curve/accepted/10.1038_s41467-018-03169-0__Fig5__A__stability_performance_curve__MAPbl3__Series_2.csv,496.05551909951976,1.0000228021092228,0.7662884019880374,0.7781057357788086,22.18942642211914,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
1452,1483,10.1038/s41467-018-03169-0,10.1038_s41467-018-03169-0,x_time_h,Fig5_C_stability_performance_curve,Fig5_C,Fig5,_C,Series_2,MAPbl3,x_time_h/10.1038_s41467-018-03169-0/Fig5_C_stability_performance_curve/accepted/10.1038_s41467-018-03169-0__Fig5__C__stability_performance_curve__MAPbl3__Series_2.csv,497.4533433053177,1.0050813749121967,0.7222186298585043,0.7217905521392822,27.820945739746094,pre-normalised,Q4,3,n/a,-1,2,"(1,0)"
1453,1484,10.1038/s41467-018-05454-4,10.1038_s41467-018-05454-4,x_time_h,Fig5_A_mppt_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,x_time_h/10.1038_s41467-018-05454-4/Fig5_A_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-018-05454-4__Fig5__A__mppt_stability_performance_curve_pce__Control__Series_1.csv,1369.4091186332553,16.472058022925502,15.744641003809004,0.9609500169754028,3.904998302459717,absolute,Q5,4,Q3,2,0,"(0,0)"
1454,1485,10.1038/s41467-018-05760-x,10.1038_s41467-018-05760-x,x_time_h,Fig6_A_jv_curve_stability_performance_pce,Fig6_A,Fig6,_A,Series_1,SnO₂,x_time_h/10.1038_s41467-018-05760-x/Fig6_A_jv_curve_stability_performance_pce/accepted/10.1038_s41467-018-05760-x__Fig6__A__jv_curve_stability_performance_pce__SnO₂__Series_1.csv,2857.9932131211526,0.9928872321147646,0.9494117921334302,0.9622052311897278,3.7794768810272217,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1455,1486,10.1038/s41467-018-05760-x,10.1038_s41467-018-05760-x,x_time_h,Fig6_A_jv_curve_stability_performance_pce,Fig6_A,Fig6,_A,Series_2,E-SnO2,x_time_h/10.1038_s41467-018-05760-x/Fig6_A_jv_curve_stability_performance_pce/accepted/10.1038_s41467-018-05760-x__Fig6__A__jv_curve_stability_performance_pce__E-SnO2__Series_2.csv,2837.008292418818,1.004744170291492,0.9988157012031285,0.9941160082817078,0.5883991718292236,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1456,1487,10.1038/s41467-018-06204-2,10.1038_s41467-018-06204-2,x_time_h,Fig5_A_mppt_stability_performance_curve,Fig5_A,Fig5,_A,Series_1,O-MAPbl3,x_time_h/10.1038_s41467-018-06204-2/Fig5_A_mppt_stability_performance_curve/accepted/10.1038_s41467-018-06204-2__Fig5__A__mppt_stability_performance_curve__O-MAPbl3__Series_1.csv,545.2021593799329,0.9794913124758335,0.8139759898648053,0.8401979804039001,15.980201721191406,pre-normalised,Q1,0,n/a,-1,2,"(1,0)"
1457,1488,10.1038/s41467-018-06317-8,10.1038_s41467-018-06317-8,x_time_h,Fig6_A_stability_performance_curve,Fig6_A,Fig6,_A,Series_1,MAPbl₃_anti-solvent,x_time_h/10.1038_s41467-018-06317-8/Fig6_A_stability_performance_curve/accepted/10.1038_s41467-018-06317-8__Fig6__A__stability_performance_curve__MAPbl₃_anti-solvent__Series_1.csv,775.031769016819,1.1445195101579195,0.9997372570964652,0.8789678812026978,12.103212356567383,pre-normalised,Q5,4,n/a,-1,0,"(0,0)"
1458,1489,10.1038/s41467-018-06317-8,10.1038_s41467-018-06317-8,x_time_h,Fig6_A_stability_performance_curve,Fig6_A,Fig6,_A,Series_2,⚫MAPblg(CI),x_time_h/10.1038_s41467-018-06317-8/Fig6_A_stability_performance_curve/accepted/10.1038_s41467-018-06317-8__Fig6__A__stability_performance_curve__⚫MAPblg(CI)__Series_2.csv,787.572879580697,1.175993912997366,1.0910130253308603,0.9274051189422607,7.259488105773926,pre-normalised,Q5,4,n/a,-1,0,"(0,0)"
1459,1490,10.1038/s41467-018-06709-w,10.1038_s41467-018-06709-w,x_time_h,Fig5_B_mppt_stability_performance_curve_pce,Fig5_B,Fig5,_B,Series_3,Control,x_time_h/10.1038_s41467-018-06709-w/Fig5_B_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-018-06709-w__Fig5__B__mppt_stability_performance_curve_pce__Control__Series_3.csv,494.68961198116966,18.996828891144297,16.477151649838117,0.8674601912498474,13.25398063659668,absolute,Q5,4,Q4,3,0,"(0,0)"
1460,1491,10.1038/s41467-019-09167-0,10.1038_s41467-019-09167-0,x_time_h,Fig6_A_jv_curve_stability_performance_jsc,Fig6_A,Fig6,_A,Series_2,MA_(w_o_Bi),x_time_h/10.1038_s41467-019-09167-0/Fig6_A_jv_curve_stability_performance_jsc/accepted/10.1038_s41467-019-09167-0__Fig6__A__jv_curve_stability_performance_jsc__MA_(w_o_Bi)__Series_2.csv,986.0615956876767,1.0179677453632727,0.9736290369924682,0.9689649343490601,3.103506565093994,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1461,1492,10.1038/s41467-019-09167-0,10.1038_s41467-019-09167-0,x_time_h,Fig6_B_stability_performance_curve_jsc,Fig6_B,Fig6,_B,Series_1,MA(w_o_Bi),x_time_h/10.1038_s41467-019-09167-0/Fig6_B_stability_performance_curve_jsc/accepted/10.1038_s41467-019-09167-0__Fig6__B__stability_performance_curve_jsc__MA(w_o_Bi)__Series_1.csv,496.61032343449324,0.998848657359205,0.7238004787379911,0.7242153286933899,27.578466415405273,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
1462,1493,10.1038/s41467-019-12613-8,10.1038_s41467-019-12613-8,x_time_h,Fig5_A_modeling_structure_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/accepted/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__Control__Series_1.csv,923.8200381672063,0.9993648931457051,0.8683015024361258,0.8847620487213135,11.523795127868652,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1463,1494,10.1038/s41467-019-12613-8,10.1038_s41467-019-12613-8,x_time_h,Fig5_A_modeling_structure_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PCBB-3N-3I,x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/accepted/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__PCBB-3N-3I__Series_2.csv,927.9568503752439,0.9945698910465741,0.8315398196761218,0.8360296487808228,16.397035598754883,pre-normalised,Q1,0,n/a,-1,2,"(1,0)"
1464,1495,10.1038/s41467-019-12613-8,10.1038_s41467-019-12613-8,x_time_h,Fig5_A_modeling_structure_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_3,PCBB-3N,x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/accepted/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__PCBB-3N__Series_3.csv,923.8200381672063,1.0009632271787487,0.8187531474117726,0.8438615798950195,15.613842010498047,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
1465,1496,10.1038/s41467-020-18015-5,10.1038_s41467-020-18015-5,x_time_h,Fig4_A_pl_spectrum_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,Pristine,x_time_h/10.1038_s41467-020-18015-5/Fig4_A_pl_spectrum_stability_performance_curve_pce/accepted/10.1038_s41467-020-18015-5__Fig4__A__pl_spectrum_stability_performance_curve_pce__Pristine__Series_1.csv,1435.1875561060592,1.0140440529771906,1.0084882692104384,1.0,0.0,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1466,1497,10.1038/s41467-021-23566-2,10.1038_s41467-021-23566-2,x_time_h,Fig5_C_mppt_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_1,Control,x_time_h/10.1038_s41467-021-23566-2/Fig5_C_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-021-23566-2__Fig5__C__mppt_stability_performance_curve_pce__Control__Series_1.csv,493.73534525850175,0.9895844647923316,0.8676455286128661,0.8764824867248535,12.351751327514648,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1467,1498,10.1038/s41467-021-26754-2,10.1038_s41467-021-26754-2,x_time_h,Fig5_E_mppt_stability_performance_curve_pattern,Fig5_E,Fig5,_E,Series_1,Control,x_time_h/10.1038_s41467-021-26754-2/Fig5_E_mppt_stability_performance_curve_pattern/accepted/10.1038_s41467-021-26754-2__Fig5__E__mppt_stability_performance_curve_pattern__Control__Series_1.csv,1000.0492677696609,1.0040970422066662,0.7877369271840577,0.8180914521217346,18.190855026245117,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
1468,1499,10.1038/s41467-021-26754-2,10.1038_s41467-021-26754-2,x_time_h,Fig5_E_mppt_stability_performance_curve_pattern,Fig5_E,Fig5,_E,Series_2,0—0-PDEAl2,x_time_h/10.1038_s41467-021-26754-2/Fig5_E_mppt_stability_performance_curve_pattern/accepted/10.1038_s41467-021-26754-2__Fig5__E__mppt_stability_performance_curve_pattern__0—0-PDEAl2__Series_2.csv,992.4630230318012,0.9706127386912624,0.9165227099356104,0.944238543510437,5.576145648956299,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1469,1500,10.1038/s41467-022-34203-x,10.1038_s41467-022-34203-x,x_time_h,Fig3_C_mppt_stability_performance_curve_pce,Fig3_C,Fig3,_C,Series_1,Control,x_time_h/10.1038_s41467-022-34203-x/Fig3_C_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-022-34203-x__Fig3__C__mppt_stability_performance_curve_pce__Control__Series_1.csv,408.06705654195383,1.0082675396609844,0.9566471925493585,0.9486013054847717,5.139869689941406,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1470,1501,10.1038/s41467-022-34203-x,10.1038_s41467-022-34203-x,x_time_h,Fig3_C_mppt_stability_performance_curve_pce,Fig3_C,Fig3,_C,Series_2,CB-NH₂,x_time_h/10.1038_s41467-022-34203-x/Fig3_C_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-022-34203-x__Fig3__C__mppt_stability_performance_curve_pce__CB-NH₂__Series_2.csv,419.4999579650156,1.0234499946938156,1.0173770126806831,0.993276059627533,0.6723940372467041,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1471,1502,10.1038/s41467-023-36918-x,10.1038_s41467-023-36918-x,x_time_h,Fig5_B_jv_curve_stability_performance_pce,Fig5_B,Fig5,_B,Series_1,UV_resin_encap,x_time_h/10.1038_s41467-023-36918-x/Fig5_B_jv_curve_stability_performance_pce/accepted/10.1038_s41467-023-36918-x__Fig5__B__jv_curve_stability_performance_pce__UV_resin_encap__Series_1.csv,1000.2493922159348,1.000725198323083,0.9519349066541622,0.9535377025604248,4.6462297439575195,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1472,1503,10.1038/s41467-023-36918-x,10.1038_s41467-023-36918-x,x_time_h,Fig5_B_jv_curve_stability_performance_pce,Fig5_B,Fig5,_B,Series_2,Target_encap,x_time_h/10.1038_s41467-023-36918-x/Fig5_B_jv_curve_stability_performance_pce/accepted/10.1038_s41467-023-36918-x__Fig5__B__jv_curve_stability_performance_pce__Target_encap__Series_2.csv,1001.3755545702796,1.0029429388534883,0.9785477930190281,0.982268214225769,1.7731785774230957,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1473,1504,10.1038/s41467-023-36918-x,10.1038_s41467-023-36918-x,x_time_h,Fig5_F_jv_curve_stability_performance_pce,Fig5_F,Fig5,_F,Series_1,POE_encap,x_time_h/10.1038_s41467-023-36918-x/Fig5_F_jv_curve_stability_performance_pce/accepted/10.1038_s41467-023-36918-x__Fig5__F__jv_curve_stability_performance_pce__POE_encap__Series_1.csv,999.7121358666562,1.0016760299544991,0.9040357414629709,0.911284863948822,8.871513366699219,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1474,1505,10.1038/s41467-023-36918-x,10.1038_s41467-023-36918-x,x_time_h,Fig5_F_jv_curve_stability_performance_pce,Fig5_F,Fig5,_F,Series_2,Target_encap,x_time_h/10.1038_s41467-023-36918-x/Fig5_F_jv_curve_stability_performance_pce/accepted/10.1038_s41467-023-36918-x__Fig5__F__jv_curve_stability_performance_pce__Target_encap__Series_2.csv,1000.8384589477288,1.0038951274202157,0.9817041527630502,0.9778886437416077,2.2111356258392334,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1475,1506,10.1038/s41467-023-43016-5,10.1038_s41467-023-43016-5,x_time_h,Fig4_F_mppt_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,VAQ-2D_DMA₀.₁Cs₀.₄FA₀.₅Pb(I₀.₇₂Br₀.₂₄Cl₀.₀₄)₃,x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__VAQ-2D_DMA₀.₁Cs₀.₄FA₀.₅Pb(I₀.₇₂Br₀.₂₄Cl₀.₀₄)₃__Series_1.csv,497.14680995497895,19.15517080183798,18.305020884901392,0.9573665857315063,4.263341426849365,absolute,Q5,4,Q4,3,0,"(0,0)"
1476,1507,10.1038/s41467-023-43016-5,10.1038_s41467-023-43016-5,x_time_h,Fig4_F_mppt_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_2,VAQ-2D_Cs₀.₂FA₀.₈Pb(I₀.₆Br₀.₄)₃,x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__VAQ-2D_Cs₀.₂FA₀.₈Pb(I₀.₆Br₀.₄)₃__Series_2.csv,496.4827006397095,19.35920678190276,17.828936931416905,0.9309653639793396,6.903463363647461,absolute,Q5,4,Q4,3,0,"(0,0)"
1477,1508,10.1038/s41467-023-43016-5,10.1038_s41467-023-43016-5,x_time_h,Fig4_F_mppt_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_3,Control,x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__Control__Series_3.csv,496.4827006397095,16.672733044383147,9.837527712212996,0.6347529292106628,36.52470779418945,absolute,Q5,4,Q3,2,1,"(0,1)"
1478,1509,10.1038/s41467-023-43016-5,10.1038_s41467-023-43016-5,x_time_h,Fig5_D_mppt_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_2,WBG_FAMA_NBG,x_time_h/10.1038_s41467-023-43016-5/Fig5_D_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-023-43016-5__Fig5__D__mppt_stability_performance_curve_pce__WBG_FAMA_NBG__Series_2.csv,281.0882084327917,1.0021599749701653,0.7618352451696171,0.7656610012054443,23.43389892578125,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
1479,1510,10.1038/s41467-023-43016-5,10.1038_s41467-023-43016-5,x_time_h,Fig5_E_mppt_stability_performance_curve_pce,Fig5_E,Fig5,_E,Series_1,Series_1,x_time_h/10.1038_s41467-023-43016-5/Fig5_E_mppt_stability_performance_curve_pce/accepted/10.1038_s41467-023-43016-5__Fig5__E__mppt_stability_performance_curve_pce__Series_1__Series_1.csv,920.4082401926267,1.0007275401598257,0.9592386226067096,0.9585949778556824,4.140501976013184,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1480,1511,10.1038/s41467-024-45228-9,10.1038_s41467-024-45228-9,x_time_h,Fig6_A_mppt_stability_performance_curve_image,Fig6_A,Fig6,_A,Series_1,Control,x_time_h/10.1038_s41467-024-45228-9/Fig6_A_mppt_stability_performance_curve_image/accepted/10.1038_s41467-024-45228-9__Fig6__A__mppt_stability_performance_curve_image__Control__Series_1.csv,1022.8592869261815,0.9957148988304122,0.9897198209114322,0.996610701084137,0.3389298915863037,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1481,1512,10.1038/s41467-024-45228-9,10.1038_s41467-024-45228-9,x_time_h,Fig6_A_mppt_stability_performance_curve_image,Fig6_A,Fig6,_A,Series_2,PEDAI,x_time_h/10.1038_s41467-024-45228-9/Fig6_A_mppt_stability_performance_curve_image/accepted/10.1038_s41467-024-45228-9__Fig6__A__mppt_stability_performance_curve_image__PEDAI__Series_2.csv,1022.8592869261815,0.968737048195002,0.9357641196406115,0.9714319109916687,2.85680890083313,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1482,1513,10.1038/s41467-024-49617-y,10.1038_s41467-024-49617-y,x_time_h,Fig6_D_xrd_pattern_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_2,o1Control,x_time_h/10.1038_s41467-024-49617-y/Fig6_D_xrd_pattern_stability_performance_curve_pce/accepted/10.1038_s41467-024-49617-y__Fig6__D__xrd_pattern_stability_performance_curve_pce__o1Control__Series_2.csv,794.799887673667,0.9912137683563318,0.9010963859830229,0.920094907283783,7.990509033203125,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1483,1514,10.1038/s41467-024-49617-y,10.1038_s41467-024-49617-y,x_time_h,Fig6_E_xrd_pattern_stability_performance_curve_pce,Fig6_E,Fig6,_E,Series_1,Control,x_time_h/10.1038_s41467-024-49617-y/Fig6_E_xrd_pattern_stability_performance_curve_pce/accepted/10.1038_s41467-024-49617-y__Fig6__E__xrd_pattern_stability_performance_curve_pce__Control__Series_1.csv,403.00293679133483,0.9976200250568693,0.7604845870430155,0.765601634979248,23.439836502075195,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
1484,1515,10.1038/s41467-024-49617-y,10.1038_s41467-024-49617-y,x_time_h,Fig6_F_xrd_pattern_stability_performance_curve_pce,Fig6_F,Fig6,_F,Series_2,Control,x_time_h/10.1038_s41467-024-49617-y/Fig6_F_xrd_pattern_stability_performance_curve_pce/accepted/10.1038_s41467-024-49617-y__Fig6__F__xrd_pattern_stability_performance_curve_pce__Control__Series_2.csv,984.5696715118385,0.9968977871478225,0.9825502340048347,0.989284873008728,1.0715126991271973,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1485,1516,10.1038/s41467-024-51760-5,10.1038_s41467-024-51760-5,x_time_h,Fig4_E_jv_curve_stability_performance_eqe,Fig4_E,Fig4,_E,Series_2,2PACz,x_time_h/10.1038_s41467-024-51760-5/Fig4_E_jv_curve_stability_performance_eqe/accepted/10.1038_s41467-024-51760-5__Fig4__E__jv_curve_stability_performance_eqe__2PACz__Series_2.csv,664.7132150159971,1.0009387302765227,0.9595329456750926,0.9602652192115784,3.973478078842163,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
1486,1517,10.1038/s41467-025-56409-5,10.1038_s41467-025-56409-5,x_time_h,Fig4_A_stability_performance_curve_pce_mapping,Fig4_A,Fig4,_A,Series_1,Control,x_time_h/10.1038_s41467-025-56409-5/Fig4_A_stability_performance_curve_pce_mapping/accepted/10.1038_s41467-025-56409-5__Fig4__A__stability_performance_curve_pce_mapping__Control__Series_1.csv,1254.788327528512,21.523543057187325,19.322401272658354,0.9051380753517151,9.48619270324707,absolute,Q5,4,Q4,3,0,"(0,0)"
1487,1518,10.1038/s41467-025-56409-5,10.1038_s41467-025-56409-5,x_time_h,Fig4_A_stability_performance_curve_pce_mapping,Fig4_A,Fig4,_A,Series_3,2D-PEA-disordered,x_time_h/10.1038_s41467-025-56409-5/Fig4_A_stability_performance_curve_pce_mapping/accepted/10.1038_s41467-025-56409-5__Fig4__A__stability_performance_curve_pce_mapping__2D-PEA-disordered__Series_3.csv,1259.908433432206,22.42030452495839,17.03973571833201,0.7580660581588745,24.19339370727539,absolute,Q5,4,Q4,3,0,"(0,0)"
1488,1519,10.1038/s41560-019-0382-6,10.1038_s41560-019-0382-6,x_time_h,Fig5_A_mppt_stability_performance_curve,Fig5_A,Fig5,_A,Series_1,CsFAMA,x_time_h/10.1038_s41560-019-0382-6/Fig5_A_mppt_stability_performance_curve/accepted/10.1038_s41560-019-0382-6__Fig5__A__mppt_stability_performance_curve__CsFAMA__Series_1.csv,973.082025668739,1.0070342676139021,0.9674160786401201,0.9625518321990967,3.744816780090332,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1489,1520,10.1038/s41560-019-0382-6,10.1038_s41560-019-0382-6,x_time_h,Fig5_A_mppt_stability_performance_curve,Fig5_A,Fig5,_A,Series_2,CsFAMA-F,x_time_h/10.1038_s41560-019-0382-6/Fig5_A_mppt_stability_performance_curve/accepted/10.1038_s41560-019-0382-6__Fig5__A__mppt_stability_performance_curve__CsFAMA-F__Series_2.csv,968.1687869058579,1.0175991180069108,1.0096754802121544,0.9920814037322998,0.7918596267700195,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1490,1521,10.1038/s41560-019-0382-6,10.1038_s41560-019-0382-6,x_time_h,Fig5_B_mppt_stability_performance_curve,Fig5_B,Fig5,_B,Series_1,CsFAMA-F,x_time_h/10.1038_s41560-019-0382-6/Fig5_B_mppt_stability_performance_curve/accepted/10.1038_s41560-019-0382-6__Fig5__B__mppt_stability_performance_curve__CsFAMA-F__Series_1.csv,974.3954291525696,1.0223881130203234,0.9985749416733534,0.9789961576461792,2.10038423538208,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
1491,1522,10.1038/s41560-019-0382-6,10.1038_s41560-019-0382-6,x_time_h,Fig5_B_mppt_stability_performance_curve,Fig5_B,Fig5,_B,Series_2,CsFAMA,x_time_h/10.1038_s41560-019-0382-6/Fig5_B_mppt_stability_performance_curve/accepted/10.1038_s41560-019-0382-6__Fig5__B__mppt_stability_performance_curve__CsFAMA__Series_2.csv,974.3954291525696,1.0038667575282356,0.9456567831245308,0.946441113948822,5.355888366699219,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
1492,1525,10.1038/s41560-019-0382-6,10.1038_s41560-019-0382-6,x_time_h,Fig5_D_mppt_stability_performance_curve,Fig5_D,Fig5,_D,Series_1,CsFAMA,x_time_h/10.1038_s41560-019-0382-6/Fig5_D_mppt_stability_performance_curve/accepted/10.1038_s41560-019-0382-6__Fig5__D__mppt_stability_performance_curve__CsFAMA__Series_1.csv,588.317063698316,0.9518115984754799,0.7287070485533771,0.7663232088088989,23.367679595947266,pre-normalised,Q1,0,n/a,-1,2,"(1,0)"
