curve_id,true_class,som_node,posthoc_predicted_class
SYN-0546,IFO-Hill,2,IFO-Hill
SYN-0547,IFO-Bridge,0,IFO-Bridge
SYN-0548,IFO-Hill,2,IFO-Hill
SYN-0549,IFO-Bridge,0,IFO-Bridge
SYN-0550,IFO-Bridge,0,IFO-Bridge
SYN-0551,IFO-Bridge,0,IFO-Bridge
SYN-0552,IFO-Slope,1,IFO-Slope
SYN-0553,IFO-Slope,1,IFO-Slope
SYN-0554,IFO-Valley,3,IFO-Valley
SYN-0555,IFO-Hill,2,IFO-Hill
SYN-0556,IFO-Hill,2,IFO-Hill
SYN-0557,IFO-Hill,2,IFO-Hill
SYN-0558,IFO-Slope,1,IFO-Slope
SYN-0559,IFO-Bridge,0,IFO-Bridge
SYN-0560,IFO-Slope,1,IFO-Slope
SYN-0561,IFO-Slope,1,IFO-Slope
SYN-0562,IFO-Valley,3,IFO-Valley
SYN-0563,IFO-Hill,2,IFO-Hill
SYN-0564,IFO-Hill,2,IFO-Hill
SYN-0565,IFO-Slope,1,IFO-Slope
SYN-0566,IFO-Hill,2,IFO-Hill
SYN-0567,IFO-Hill,2,IFO-Hill
SYN-0568,IFO-Hill,2,IFO-Hill
SYN-0569,IFO-Bridge,0,IFO-Bridge
SYN-0570,IFO-Slope,1,IFO-Slope
SYN-0571,IFO-Hill,2,IFO-Hill
SYN-0572,IFO-Slope,1,IFO-Slope
SYN-0573,IFO-Bridge,0,IFO-Bridge
SYN-0574,IFO-Valley,3,IFO-Valley
SYN-0575,IFO-Valley,3,IFO-Valley
SYN-0576,IFO-Hill,2,IFO-Hill
SYN-0577,IFO-Bridge,0,IFO-Bridge
SYN-0578,IFO-Hill,2,IFO-Hill
SYN-0579,IFO-Bridge,0,IFO-Bridge
SYN-0580,IFO-Slope,1,IFO-Slope
SYN-0581,IFO-Valley,3,IFO-Valley
SYN-0582,IFO-Bridge,0,IFO-Bridge
SYN-0583,IFO-Bridge,0,IFO-Bridge
SYN-0584,IFO-Slope,1,IFO-Slope
SYN-0585,IFO-Slope,1,IFO-Slope
SYN-0586,IFO-Slope,1,IFO-Slope
SYN-0587,IFO-Slope,1,IFO-Slope
SYN-0588,IFO-Bridge,0,IFO-Bridge
SYN-0589,IFO-Slope,1,IFO-Slope
SYN-0590,IFO-Bridge,0,IFO-Bridge
SYN-0591,IFO-Slope,1,IFO-Slope
SYN-0592,IFO-Bridge,0,IFO-Bridge
SYN-0593,IFO-Hill,2,IFO-Hill
SYN-0594,IFO-Valley,3,IFO-Valley
SYN-0595,IFO-Valley,3,IFO-Valley
SYN-0596,IFO-Hill,2,IFO-Hill
SYN-0597,IFO-Hill,2,IFO-Hill
SYN-0598,IFO-Hill,2,IFO-Hill
SYN-0599,IFO-Hill,2,IFO-Hill
SYN-0600,IFO-Valley,3,IFO-Valley
SYN-0601,IFO-Valley,3,IFO-Valley
SYN-0602,IFO-Slope,1,IFO-Slope
SYN-0603,IFO-Valley,3,IFO-Valley
SYN-0604,IFO-Valley,3,IFO-Valley
SYN-0605,IFO-Hill,2,IFO-Hill
SYN-0606,IFO-Valley,3,IFO-Valley
SYN-0607,IFO-Bridge,0,IFO-Bridge
SYN-0608,IFO-Slope,1,IFO-Slope
SYN-0609,IFO-Valley,3,IFO-Valley
SYN-0610,IFO-Valley,3,IFO-Valley
SYN-0611,IFO-Valley,3,IFO-Valley
SYN-0612,IFO-Slope,1,IFO-Slope
SYN-0613,IFO-Bridge,0,IFO-Bridge
SYN-0614,IFO-Bridge,0,IFO-Bridge
SYN-0615,IFO-Slope,1,IFO-Slope
SYN-0616,IFO-Valley,3,IFO-Valley
SYN-0617,IFO-Slope,1,IFO-Slope
SYN-0618,IFO-Bridge,0,IFO-Bridge
SYN-0619,IFO-Valley,3,IFO-Valley
SYN-0620,IFO-Hill,2,IFO-Hill
SYN-0621,IFO-Slope,1,IFO-Slope
SYN-0622,IFO-Valley,3,IFO-Valley
SYN-0623,IFO-Bridge,0,IFO-Bridge
SYN-0624,IFO-Bridge,0,IFO-Bridge
SYN-0625,IFO-Valley,3,IFO-Valley
SYN-0626,IFO-Hill,2,IFO-Hill
SYN-0627,IFO-Valley,3,IFO-Valley
SYN-0628,IFO-Slope,1,IFO-Slope
SYN-0629,IFO-Slope,1,IFO-Slope
SYN-0630,IFO-Hill,2,IFO-Hill
SYN-0631,IFO-Hill,2,IFO-Hill
SYN-0632,IFO-Bridge,0,IFO-Bridge
SYN-0633,IFO-Hill,2,IFO-Hill
SYN-0634,IFO-Slope,1,IFO-Slope
SYN-0635,IFO-Bridge,0,IFO-Bridge
SYN-0636,IFO-Hill,2,IFO-Hill
SYN-0637,IFO-Bridge,0,IFO-Bridge
SYN-0638,IFO-Bridge,0,IFO-Bridge
SYN-0639,IFO-Valley,3,IFO-Valley
SYN-0640,IFO-Valley,3,IFO-Valley
SYN-0641,IFO-Bridge,0,IFO-Bridge
SYN-0642,IFO-Hill,2,IFO-Hill
SYN-0643,IFO-Valley,3,IFO-Valley
SYN-0644,IFO-Hill,2,IFO-Hill
SYN-0645,IFO-Hill,2,IFO-Hill
SYN-0646,IFO-Valley,3,IFO-Valley
SYN-0647,IFO-Bridge,0,IFO-Bridge
SYN-0648,IFO-Slope,1,IFO-Slope
SYN-0649,IFO-Valley,3,IFO-Valley
SYN-0650,IFO-Bridge,0,IFO-Bridge
SYN-0651,IFO-Slope,1,IFO-Slope
SYN-0652,IFO-Slope,1,IFO-Slope
SYN-0653,IFO-Bridge,0,IFO-Bridge
SYN-0654,IFO-Slope,1,IFO-Slope
SYN-0655,IFO-Bridge,0,IFO-Bridge
SYN-0656,IFO-Hill,2,IFO-Hill
SYN-0657,IFO-Valley,3,IFO-Valley
SYN-0658,IFO-Valley,3,IFO-Valley
SYN-0659,IFO-Slope,1,IFO-Slope
SYN-0660,IFO-Hill,2,IFO-Hill
SYN-0661,IFO-Hill,2,IFO-Hill
SYN-0662,IFO-Hill,2,IFO-Hill
SYN-0663,IFO-Valley,3,IFO-Valley
SYN-0664,IFO-Valley,3,IFO-Valley
SYN-0665,IFO-Slope,1,IFO-Slope
SYN-0666,IFO-Valley,3,IFO-Valley
SYN-0667,IFO-Hill,2,IFO-Hill
SYN-0668,IFO-Bridge,0,IFO-Bridge
SYN-0669,IFO-Valley,3,IFO-Valley
SYN-0670,IFO-Slope,1,IFO-Slope
SYN-0671,IFO-Slope,1,IFO-Slope
SYN-0672,IFO-Valley,3,IFO-Valley
SYN-0673,IFO-Slope,1,IFO-Slope
SYN-0674,IFO-Valley,3,IFO-Valley
SYN-0675,IFO-Slope,1,IFO-Slope
SYN-0676,IFO-Bridge,0,IFO-Bridge
SYN-0677,IFO-Hill,2,IFO-Hill
SYN-0678,IFO-Slope,1,IFO-Slope
SYN-0679,IFO-Slope,1,IFO-Slope
SYN-0680,IFO-Valley,3,IFO-Valley
SYN-0681,IFO-Hill,2,IFO-Hill
SYN-0682,IFO-Hill,2,IFO-Hill
SYN-0683,IFO-Slope,1,IFO-Slope
SYN-0684,IFO-Hill,2,IFO-Hill
SYN-0685,IFO-Valley,3,IFO-Valley
SYN-0686,IFO-Valley,3,IFO-Valley
SYN-0687,IFO-Valley,3,IFO-Valley
SYN-0688,IFO-Slope,1,IFO-Slope
SYN-0689,IFO-Valley,3,IFO-Valley
SYN-0690,IFO-Hill,2,IFO-Hill
SYN-0691,IFO-Slope,1,IFO-Slope
SYN-0692,IFO-Slope,1,IFO-Slope
SYN-0693,IFO-Hill,2,IFO-Hill
SYN-0694,IFO-Slope,1,IFO-Slope
SYN-0695,IFO-Valley,3,IFO-Valley
SYN-0696,IFO-Valley,3,IFO-Valley
SYN-0697,IFO-Valley,3,IFO-Valley
SYN-0698,IFO-Slope,1,IFO-Slope
SYN-0699,IFO-Valley,3,IFO-Valley
SYN-0700,IFO-Bridge,0,IFO-Bridge
SYN-0701,IFO-Slope,1,IFO-Slope
SYN-0702,IFO-Valley,3,IFO-Valley
SYN-0703,IFO-Valley,3,IFO-Valley
SYN-0704,IFO-Slope,1,IFO-Slope
SYN-0705,IFO-Slope,1,IFO-Slope
SYN-0706,IFO-Hill,2,IFO-Hill
SYN-0707,IFO-Bridge,0,IFO-Bridge
SYN-0708,IFO-Slope,1,IFO-Slope
SYN-0709,IFO-Hill,2,IFO-Hill
SYN-0710,IFO-Bridge,0,IFO-Bridge
SYN-0711,IFO-Hill,2,IFO-Hill
SYN-0712,IFO-Bridge,0,IFO-Bridge
SYN-0713,IFO-Hill,2,IFO-Hill
SYN-0714,IFO-Slope,1,IFO-Slope
SYN-0715,IFO-Bridge,0,IFO-Bridge
SYN-0716,IFO-Bridge,0,IFO-Bridge
SYN-0717,IFO-Hill,2,IFO-Hill
SYN-0718,IFO-Valley,3,IFO-Valley
SYN-0719,IFO-Bridge,0,IFO-Bridge
SYN-0720,IFO-Hill,2,IFO-Hill
SYN-0721,IFO-Hill,2,IFO-Hill
SYN-0722,IFO-Bridge,0,IFO-Bridge
SYN-0723,IFO-Slope,1,IFO-Slope
SYN-0724,IFO-Valley,3,IFO-Valley
SYN-0725,IFO-Hill,2,IFO-Hill
SYN-0726,IFO-Slope,1,IFO-Slope
SYN-0727,IFO-Slope,1,IFO-Slope
SYN-0728,IFO-Hill,2,IFO-Hill
SYN-0729,IFO-Slope,1,IFO-Slope
SYN-0730,IFO-Bridge,0,IFO-Bridge
SYN-0731,IFO-Bridge,0,IFO-Bridge
SYN-0732,IFO-Slope,1,IFO-Slope
SYN-0733,IFO-Bridge,0,IFO-Bridge
SYN-0734,IFO-Bridge,0,IFO-Bridge
SYN-0735,IFO-Valley,3,IFO-Valley
SYN-0736,IFO-Hill,2,IFO-Hill
SYN-0737,IFO-Bridge,0,IFO-Bridge
SYN-0738,IFO-Valley,3,IFO-Valley
SYN-0739,IFO-Bridge,0,IFO-Bridge
SYN-0740,IFO-Hill,2,IFO-Hill
SYN-0741,IFO-Slope,1,IFO-Slope
SYN-0742,IFO-Slope,1,IFO-Slope
SYN-0743,IFO-Hill,2,IFO-Hill
SYN-0744,IFO-Valley,3,IFO-Valley
SYN-0745,IFO-Valley,3,IFO-Valley
SYN-0746,IFO-Bridge,0,IFO-Bridge
SYN-0747,IFO-Slope,1,IFO-Slope
SYN-0748,IFO-Bridge,0,IFO-Bridge
SYN-0749,IFO-Slope,1,IFO-Slope
SYN-0750,IFO-Hill,2,IFO-Hill
SYN-0751,IFO-Hill,2,IFO-Hill
SYN-0752,IFO-Valley,3,IFO-Valley
SYN-0753,IFO-Bridge,0,IFO-Bridge
SYN-0754,IFO-Slope,1,IFO-Slope
SYN-0755,IFO-Bridge,0,IFO-Bridge
SYN-0756,IFO-Hill,2,IFO-Hill
SYN-0757,IFO-Bridge,0,IFO-Bridge
SYN-0758,IFO-Valley,3,IFO-Valley
SYN-0759,IFO-Slope,1,IFO-Slope
SYN-0760,IFO-Slope,1,IFO-Slope
SYN-0761,IFO-Bridge,0,IFO-Bridge
SYN-0762,IFO-Hill,2,IFO-Hill
SYN-0763,IFO-Hill,2,IFO-Hill
SYN-0764,IFO-Hill,2,IFO-Hill
SYN-0765,IFO-Hill,2,IFO-Hill
SYN-0766,IFO-Valley,3,IFO-Valley
SYN-0767,IFO-Hill,2,IFO-Hill
SYN-0768,IFO-Valley,3,IFO-Valley
SYN-0769,IFO-Slope,1,IFO-Slope
SYN-0770,IFO-Bridge,0,IFO-Bridge
SYN-0771,IFO-Bridge,0,IFO-Bridge
SYN-0772,IFO-Hill,2,IFO-Hill
SYN-0773,IFO-Valley,3,IFO-Valley
SYN-0774,IFO-Valley,3,IFO-Valley
SYN-0775,IFO-Hill,2,IFO-Hill
SYN-0776,IFO-Slope,1,IFO-Slope
SYN-0777,IFO-Valley,3,IFO-Valley
SYN-0778,IFO-Bridge,0,IFO-Bridge
SYN-0779,IFO-Valley,3,IFO-Valley
SYN-0780,IFO-Slope,1,IFO-Slope
SYN-0781,IFO-Hill,2,IFO-Hill
SYN-0782,IFO-Valley,3,IFO-Valley
SYN-0783,IFO-Slope,1,IFO-Slope
SYN-0784,IFO-Slope,1,IFO-Slope
SYN-0785,IFO-Hill,2,IFO-Hill
SYN-0786,IFO-Hill,2,IFO-Hill
SYN-0787,IFO-Slope,1,IFO-Slope
SYN-0788,IFO-Valley,3,IFO-Valley
SYN-0789,IFO-Bridge,0,IFO-Bridge
SYN-0790,IFO-Hill,2,IFO-Hill
SYN-0791,IFO-Valley,3,IFO-Valley
SYN-0792,IFO-Valley,3,IFO-Valley
SYN-0793,IFO-Hill,2,IFO-Hill
SYN-0794,IFO-Bridge,0,IFO-Bridge
SYN-0795,IFO-Hill,2,IFO-Hill
SYN-0796,IFO-Hill,2,IFO-Hill
SYN-0797,IFO-Valley,3,IFO-Valley
SYN-0798,IFO-Valley,3,IFO-Valley
SYN-0799,IFO-Valley,3,IFO-Valley
SYN-0800,IFO-Valley,3,IFO-Valley
SYN-0801,IFO-Slope,1,IFO-Slope
SYN-0802,IFO-Slope,1,IFO-Slope
SYN-0803,IFO-Bridge,0,IFO-Bridge
SYN-0804,IFO-Hill,2,IFO-Hill
SYN-0805,IFO-Valley,3,IFO-Valley
SYN-0806,IFO-Valley,3,IFO-Valley
SYN-0807,IFO-Slope,1,IFO-Slope
SYN-0808,IFO-Bridge,0,IFO-Bridge
SYN-0809,IFO-Hill,2,IFO-Hill
SYN-0810,IFO-Slope,1,IFO-Slope
SYN-0811,IFO-Hill,2,IFO-Hill
SYN-0812,IFO-Valley,3,IFO-Valley
SYN-0813,IFO-Hill,2,IFO-Hill
SYN-0814,IFO-Bridge,0,IFO-Bridge
SYN-0815,IFO-Slope,1,IFO-Slope
SYN-0816,IFO-Slope,1,IFO-Slope
SYN-0817,IFO-Valley,3,IFO-Valley
SYN-0818,IFO-Hill,2,IFO-Hill
SYN-0819,IFO-Hill,2,IFO-Hill
SYN-0820,IFO-Hill,2,IFO-Hill
SYN-0821,IFO-Slope,1,IFO-Slope
SYN-0822,IFO-Valley,3,IFO-Valley
SYN-0823,IFO-Valley,3,IFO-Valley
SYN-0824,IFO-Valley,3,IFO-Valley
SYN-0825,IFO-Slope,1,IFO-Slope
SYN-0826,IFO-Hill,2,IFO-Hill
SYN-0827,IFO-Bridge,0,IFO-Bridge
SYN-0828,IFO-Slope,1,IFO-Slope
SYN-0829,IFO-Slope,1,IFO-Slope
SYN-0830,IFO-Valley,3,IFO-Valley
SYN-0831,IFO-Bridge,0,IFO-Bridge
SYN-0832,IFO-Slope,1,IFO-Slope
SYN-0833,IFO-Slope,1,IFO-Slope
SYN-0834,IFO-Hill,2,IFO-Hill
SYN-0835,IFO-Hill,2,IFO-Hill
SYN-0836,IFO-Slope,1,IFO-Slope
SYN-0837,IFO-Valley,3,IFO-Valley
SYN-0838,IFO-Slope,1,IFO-Slope
SYN-0839,IFO-Valley,3,IFO-Valley
SYN-0840,IFO-Valley,3,IFO-Valley
SYN-0841,IFO-Hill,2,IFO-Hill
SYN-0842,IFO-Valley,3,IFO-Valley
SYN-0843,IFO-Hill,2,IFO-Hill
SYN-0844,IFO-Valley,3,IFO-Valley
SYN-0845,IFO-Hill,2,IFO-Hill
SYN-0846,IFO-Hill,2,IFO-Hill
SYN-0847,IFO-Slope,1,IFO-Slope
SYN-0848,IFO-Bridge,0,IFO-Bridge
SYN-0849,IFO-Valley,3,IFO-Valley
SYN-0850,IFO-Slope,1,IFO-Slope
SYN-0851,IFO-Bridge,0,IFO-Bridge
SYN-0852,IFO-Hill,2,IFO-Hill
SYN-0853,IFO-Hill,2,IFO-Hill
SYN-0854,IFO-Slope,1,IFO-Slope
SYN-0855,IFO-Valley,3,IFO-Valley
SYN-0856,IFO-Valley,3,IFO-Valley
SYN-0857,IFO-Bridge,0,IFO-Bridge
SYN-0858,IFO-Bridge,0,IFO-Bridge
SYN-0859,IFO-Hill,2,IFO-Hill
SYN-0860,IFO-Slope,1,IFO-Slope
SYN-0861,IFO-Slope,1,IFO-Slope
SYN-0862,IFO-Bridge,0,IFO-Bridge
SYN-0863,IFO-Valley,3,IFO-Valley
SYN-0864,IFO-Hill,2,IFO-Hill
SYN-0865,IFO-Hill,2,IFO-Hill
SYN-0866,IFO-Valley,3,IFO-Valley
SYN-0867,IFO-Slope,1,IFO-Slope
SYN-0868,IFO-Valley,3,IFO-Valley
SYN-0869,IFO-Slope,1,IFO-Slope
SYN-0870,IFO-Slope,1,IFO-Slope
SYN-0871,IFO-Hill,2,IFO-Hill
SYN-0872,IFO-Hill,2,IFO-Hill
SYN-0873,IFO-Slope,1,IFO-Slope
SYN-0874,IFO-Bridge,0,IFO-Bridge
SYN-0875,IFO-Bridge,0,IFO-Bridge
SYN-0876,IFO-Bridge,0,IFO-Bridge
SYN-0877,IFO-Hill,2,IFO-Hill
SYN-0878,IFO-Bridge,0,IFO-Bridge
SYN-0879,IFO-Bridge,0,IFO-Bridge
SYN-0880,IFO-Bridge,0,IFO-Bridge
SYN-0881,IFO-Hill,2,IFO-Hill
SYN-0882,IFO-Bridge,0,IFO-Bridge
SYN-0883,IFO-Slope,1,IFO-Slope
SYN-0884,IFO-Hill,2,IFO-Hill
SYN-0885,IFO-Slope,1,IFO-Slope
SYN-0886,IFO-Valley,3,IFO-Valley
SYN-0887,IFO-Valley,3,IFO-Valley
SYN-0888,IFO-Valley,3,IFO-Valley
SYN-0889,IFO-Slope,1,IFO-Slope
SYN-0890,IFO-Hill,2,IFO-Hill
SYN-0891,IFO-Hill,2,IFO-Hill
SYN-0892,IFO-Valley,3,IFO-Valley
SYN-0893,IFO-Bridge,0,IFO-Bridge
SYN-0894,IFO-Valley,3,IFO-Valley
SYN-0895,IFO-Valley,3,IFO-Valley
SYN-0896,IFO-Bridge,0,IFO-Bridge
SYN-0897,IFO-Slope,1,IFO-Slope
SYN-0898,IFO-Valley,3,IFO-Valley
SYN-0899,IFO-Slope,1,IFO-Slope
SYN-0900,IFO-Valley,3,IFO-Valley
SYN-0901,IFO-Slope,1,IFO-Slope
SYN-0902,IFO-Bridge,0,IFO-Bridge
SYN-0903,IFO-Valley,3,IFO-Valley
SYN-0904,IFO-Valley,3,IFO-Valley
SYN-0905,IFO-Bridge,0,IFO-Bridge
SYN-0906,IFO-Valley,3,IFO-Valley
SYN-0907,IFO-Valley,3,IFO-Valley
SYN-0908,IFO-Slope,1,IFO-Slope
SYN-0909,IFO-Hill,2,IFO-Hill
SYN-0910,IFO-Hill,2,IFO-Hill
SYN-0911,IFO-Bridge,0,IFO-Bridge
SYN-0912,IFO-Hill,2,IFO-Hill
SYN-0913,IFO-Hill,2,IFO-Hill
SYN-0914,IFO-Slope,1,IFO-Slope
SYN-0915,IFO-Slope,1,IFO-Slope
SYN-0916,IFO-Valley,3,IFO-Valley
SYN-0917,IFO-Slope,1,IFO-Slope
SYN-0918,IFO-Valley,3,IFO-Valley
SYN-0919,IFO-Hill,2,IFO-Hill
SYN-0920,IFO-Bridge,0,IFO-Bridge
SYN-0921,IFO-Slope,1,IFO-Slope
SYN-0922,IFO-Hill,2,IFO-Hill
SYN-0923,IFO-Valley,3,IFO-Valley
SYN-0924,IFO-Bridge,0,IFO-Bridge
SYN-0925,IFO-Bridge,0,IFO-Bridge
SYN-0926,IFO-Bridge,0,IFO-Bridge
SYN-0927,IFO-Valley,3,IFO-Valley
SYN-0928,IFO-Bridge,0,IFO-Bridge
SYN-0929,IFO-Slope,1,IFO-Slope
SYN-0930,IFO-Bridge,0,IFO-Bridge
SYN-0931,IFO-Slope,1,IFO-Slope
SYN-0932,IFO-Hill,2,IFO-Hill
SYN-0933,IFO-Bridge,0,IFO-Bridge
SYN-0934,IFO-Slope,1,IFO-Slope
SYN-0935,IFO-Slope,1,IFO-Slope
SYN-0936,IFO-Bridge,0,IFO-Bridge
SYN-0937,IFO-Hill,2,IFO-Hill
SYN-0938,IFO-Hill,2,IFO-Hill
SYN-0939,IFO-Slope,1,IFO-Slope
SYN-0940,IFO-Hill,2,IFO-Hill
SYN-0941,IFO-Slope,1,IFO-Slope
SYN-0942,IFO-Valley,3,IFO-Valley
SYN-0943,IFO-Valley,3,IFO-Valley
SYN-0944,IFO-Valley,3,IFO-Valley
SYN-0945,IFO-Hill,2,IFO-Hill
SYN-0946,IFO-Bridge,0,IFO-Bridge
SYN-0947,IFO-Valley,3,IFO-Valley
SYN-0948,IFO-Hill,2,IFO-Hill
SYN-0949,IFO-Valley,3,IFO-Valley
SYN-0950,IFO-Valley,3,IFO-Valley
SYN-0951,IFO-Bridge,0,IFO-Bridge
SYN-0952,IFO-Slope,1,IFO-Slope
SYN-0953,IFO-Slope,1,IFO-Slope
SYN-0954,IFO-Slope,1,IFO-Slope
SYN-0955,IFO-Valley,3,IFO-Valley
SYN-0956,IFO-Bridge,0,IFO-Bridge
SYN-0957,IFO-Valley,3,IFO-Valley
SYN-0958,IFO-Hill,2,IFO-Hill
SYN-0959,IFO-Bridge,0,IFO-Bridge
SYN-0960,IFO-Slope,1,IFO-Slope
SYN-0961,IFO-Valley,3,IFO-Valley
SYN-0962,IFO-Hill,2,IFO-Hill
SYN-0963,IFO-Valley,3,IFO-Valley
SYN-0964,IFO-Valley,3,IFO-Valley
SYN-0965,IFO-Slope,1,IFO-Slope
SYN-0966,IFO-Slope,1,IFO-Slope
SYN-0967,IFO-Valley,3,IFO-Valley
SYN-0968,IFO-Hill,2,IFO-Hill
SYN-0969,IFO-Slope,1,IFO-Slope
SYN-0970,IFO-Bridge,0,IFO-Bridge
SYN-0971,IFO-Slope,1,IFO-Slope
SYN-0972,IFO-Hill,2,IFO-Hill
SYN-0973,IFO-Hill,2,IFO-Hill
SYN-0974,IFO-Slope,1,IFO-Slope
SYN-0975,IFO-Valley,3,IFO-Valley
SYN-0976,IFO-Valley,3,IFO-Valley
SYN-0977,IFO-Hill,2,IFO-Hill
SYN-0978,IFO-Valley,3,IFO-Valley
SYN-0979,IFO-Valley,3,IFO-Valley
SYN-0980,IFO-Bridge,0,IFO-Bridge
SYN-0981,IFO-Hill,2,IFO-Hill
SYN-0982,IFO-Valley,3,IFO-Valley
SYN-0983,IFO-Hill,2,IFO-Hill
SYN-0984,IFO-Hill,2,IFO-Hill
SYN-0985,IFO-Bridge,0,IFO-Bridge
SYN-0986,IFO-Hill,2,IFO-Hill
SYN-0987,IFO-Valley,3,IFO-Valley
SYN-0988,IFO-Hill,2,IFO-Hill
SYN-0989,IFO-Hill,2,IFO-Hill
SYN-0990,IFO-Slope,1,IFO-Slope
SYN-0991,IFO-Valley,3,IFO-Valley
SYN-0992,IFO-Bridge,0,IFO-Bridge
SYN-0993,IFO-Bridge,0,IFO-Bridge
SYN-0994,IFO-Bridge,0,IFO-Bridge
SYN-0995,IFO-Valley,3,IFO-Valley
SYN-0996,IFO-Hill,2,IFO-Hill
SYN-0997,IFO-Slope,1,IFO-Slope
SYN-0998,IFO-Slope,1,IFO-Slope
SYN-0999,IFO-Valley,3,IFO-Valley
SYN-1000,IFO-Valley,3,IFO-Valley
