curve_id,true_class,raw_point_count,resampled_point_count,missing_bins_before_akima,remaining_nan_after_akima,pre_normalization_max_abs,normalized_max_abs_before_savgol,smoothed_min,smoothed_max
SYN-0309,IFO-Valley,295,901,606,0,21.48868132,1,0.3665618279,0.9812127458
SYN-0310,IFO-Bridge,291,901,610,0,20.04395252,1,0.676899947,0.9785843746
SYN-0311,IFO-Valley,283,901,618,0,17.32626397,1,0.2842226376,0.9890095378
SYN-0312,IFO-Valley,290,901,611,0,15.56448403,1,0.4186169248,0.9877268142
SYN-0313,IFO-Valley,298,901,603,0,17.50629061,1,0.4283999141,0.9931498695
SYN-0314,IFO-Bridge,291,901,610,0,17.294013,1,0.5692329314,0.98859183
SYN-0315,IFO-Bridge,297,901,604,0,12.63808234,1,0.6119479232,0.9912860084
SYN-0316,IFO-Slope,288,901,613,0,22.61276477,1,0.3041296198,0.9889464429
SYN-0317,IFO-Bridge,298,901,603,0,21.04731966,1,0.6914082121,0.9776490984
SYN-0318,IFO-Hill,292,901,609,0,14.00100176,1,0.2867897018,0.9802264429
SYN-0319,IFO-Slope,292,901,609,0,15.16275819,1,0.3532201874,0.9879215909
SYN-0320,IFO-Slope,298,901,603,0,22.96862939,1,0.2507220563,0.9898622685
SYN-0321,IFO-Hill,294,901,607,0,19.52385223,1,0.3189008043,0.9886419736
SYN-0322,IFO-Slope,299,901,602,0,8.903446936,1,0.2867941415,0.9907883541
SYN-0323,IFO-Valley,297,901,604,0,18.45093719,1,0.4242611319,0.9944214752
SYN-0324,IFO-Bridge,289,901,612,0,23.8361345,1,0.6111208449,0.9870899548
SYN-0325,IFO-Hill,295,901,606,0,18.11954254,1,0.3218311446,0.9896448479
SYN-0326,IFO-Hill,295,901,606,0,16.46993953,1,0.3087398384,0.9920852052
SYN-0327,IFO-Bridge,294,901,607,0,11.57866156,1,0.6386801201,0.9877432885
SYN-0328,IFO-Valley,286,901,615,0,21.67538104,1,0.3216602884,0.99151319
SYN-0329,IFO-Hill,296,901,605,0,9.370376646,1,0.2050134642,0.9898335061
SYN-0330,IFO-Hill,294,901,607,0,19.90018546,1,0.3015417215,0.9982010912
SYN-0331,IFO-Hill,296,901,605,0,17.90002781,1,0.277051529,0.9892710228
SYN-0332,IFO-Bridge,281,901,620,0,18.70680485,1,0.6660934729,0.9868586529
SYN-0333,IFO-Hill,293,901,608,0,23.53964048,1,0.2094899283,0.994456257
SYN-0334,IFO-Hill,297,901,604,0,22.83791648,1,0.277225781,0.9768297146
SYN-0335,IFO-Hill,297,901,604,0,18.5243911,1,0.2207153001,0.9945807374
SYN-0336,IFO-Slope,295,901,606,0,15.25798705,1,0.3160843643,1.010388572
SYN-0337,IFO-Bridge,293,901,608,0,15.46026439,1,0.5920760989,0.9886943207
SYN-0338,IFO-Valley,292,901,609,0,16.08521868,1,0.3853856627,0.9979133855
SYN-0339,IFO-Slope,294,901,607,0,19.79434448,1,0.286615372,0.983313022
SYN-0340,IFO-Bridge,294,901,607,0,12.29863726,1,0.5636003055,0.9907284351
SYN-0341,IFO-Bridge,287,901,614,0,22.57642213,1,0.6455540728,0.9813679528
SYN-0342,IFO-Hill,293,901,608,0,12.07598847,1,0.2466387027,0.988323506
SYN-0343,IFO-Hill,296,901,605,0,13.73292448,1,0.2490496263,0.9899789075
SYN-0344,IFO-Hill,297,901,604,0,14.10870408,1,0.3301161143,0.9906120936
SYN-0345,IFO-Slope,293,901,608,0,21.84306742,1,0.2831979644,0.9900379392
SYN-0346,IFO-Hill,290,901,611,0,13.65200073,1,0.304968264,0.9842175131
SYN-0347,IFO-Valley,293,901,608,0,18.82207815,1,0.2618365615,0.9943753227
SYN-0348,IFO-Bridge,294,901,607,0,21.23127094,1,0.7460460784,0.9843168835
SYN-0349,IFO-Slope,289,901,612,0,14.71993004,1,0.3108306558,0.9845697061
SYN-0350,IFO-Bridge,293,901,608,0,14.80825499,1,0.528552186,0.9732941399
SYN-0351,IFO-Hill,294,901,607,0,11.80732258,1,0.3353056195,0.9841232299
SYN-0352,IFO-Bridge,297,901,604,0,8.297658582,1,0.5659000003,0.9885265821
SYN-0353,IFO-Slope,296,901,605,0,15.75350805,1,0.3087320613,0.9975755666
SYN-0354,IFO-Bridge,294,901,607,0,13.26592328,1,0.6741477682,0.9854327282
SYN-0355,IFO-Slope,293,901,608,0,21.23484967,1,0.2555344555,1.001734146
SYN-0356,IFO-Hill,293,901,608,0,21.37593509,1,0.252816663,0.9956864408
SYN-0357,IFO-Bridge,290,901,611,0,20.81794093,1,0.5950902502,0.9764661035
SYN-0358,IFO-Hill,289,901,612,0,22.0831583,1,0.3107026629,0.9770304315
SYN-0359,IFO-Bridge,293,901,608,0,9.88115123,1,0.5882717541,0.9820173705
SYN-0360,IFO-Bridge,288,901,613,0,18.13302042,1,0.6292293067,0.9949777392
SYN-0361,IFO-Slope,287,901,614,0,10.5054495,1,0.3228876252,1.010418475
SYN-0362,IFO-Slope,291,901,610,0,10.30865977,1,0.2991735175,0.9866934281
SYN-0363,IFO-Slope,291,901,610,0,20.39311274,1,0.3259283678,1.008145265
SYN-0364,IFO-Bridge,285,901,616,0,17.90881058,1,0.6145142836,0.9867181584
SYN-0365,IFO-Slope,298,901,603,0,21.93497619,1,0.3002523725,1.000633523
SYN-0366,IFO-Hill,287,901,614,0,8.753904801,1,0.2803940197,0.9865840325
SYN-0367,IFO-Slope,297,901,604,0,14.87213703,1,0.2626553806,0.9957232615
SYN-0368,IFO-Hill,291,901,610,0,14.41064922,1,0.2654361538,0.9894620756
SYN-0369,IFO-Hill,293,901,608,0,16.75649367,1,0.2336909461,0.9865564166
SYN-0370,IFO-Bridge,289,901,612,0,23.93176589,1,0.5613510064,0.9817811328
SYN-0371,IFO-Valley,284,901,617,0,15.8950515,1,0.3151997593,0.9944745187
SYN-0372,IFO-Slope,289,901,612,0,18.0449582,1,0.3025632899,0.9981974318
SYN-0373,IFO-Bridge,285,901,616,0,17.25264863,1,0.5209268288,0.968145434
SYN-0374,IFO-Slope,295,901,606,0,20.97285094,1,0.2363333833,0.984166189
SYN-0375,IFO-Bridge,288,901,613,0,20.94541028,1,0.6286579291,0.983942124
SYN-0376,IFO-Hill,290,901,611,0,17.43281649,1,0.3470979836,0.9906054304
SYN-0377,IFO-Slope,294,901,607,0,9.832835661,1,0.2787088186,0.9926844074
SYN-0378,IFO-Valley,284,901,617,0,8.172297649,1,0.3977515258,0.9896165583
SYN-0379,IFO-Valley,290,901,611,0,13.06387164,1,0.4056168114,0.9830557414
SYN-0380,IFO-Bridge,297,901,604,0,10.03275848,1,0.5956640794,0.9814440967
SYN-0381,IFO-Bridge,295,901,606,0,14.03853369,1,0.6102857194,0.9872609389
SYN-0382,IFO-Valley,294,901,607,0,8.303686807,1,0.3874343032,1.000648705
SYN-0383,IFO-Bridge,287,901,614,0,14.01861624,1,0.6248096913,0.9858441689
SYN-0384,IFO-Bridge,298,901,603,0,11.96478121,1,0.5859825043,0.9942443982
SYN-0385,IFO-Slope,287,901,614,0,17.93692595,1,0.2555567082,0.9933603077
SYN-0386,IFO-Valley,298,901,603,0,17.4327058,1,0.329683811,0.987447474
SYN-0387,IFO-Hill,290,901,611,0,14.06081649,1,0.3406444901,0.9866565901
SYN-0388,IFO-Valley,294,901,607,0,21.65026954,1,0.3790158819,1.00103389
SYN-0389,IFO-Bridge,291,901,610,0,10.69780927,1,0.6488626462,0.989131283
SYN-0390,IFO-Bridge,297,901,604,0,15.96023791,1,0.6289541264,0.9853317198
SYN-0391,IFO-Slope,294,901,607,0,11.45148144,1,0.3232602524,0.9953481758
SYN-0392,IFO-Valley,287,901,614,0,19.79429716,1,0.2879408569,1.00324714
SYN-0393,IFO-Slope,293,901,608,0,19.95413837,1,0.2888755705,0.9881423249
SYN-0394,IFO-Valley,292,901,609,0,13.23339617,1,0.3366253925,1.009310029
SYN-0395,IFO-Slope,288,901,613,0,22.57476915,1,0.2795077618,1.002072632
SYN-0396,IFO-Slope,286,901,615,0,12.68703559,1,0.2928149662,0.9875674874
SYN-0397,IFO-Valley,292,901,609,0,11.58524265,1,0.4176598889,0.9826088027
SYN-0398,IFO-Hill,288,901,613,0,24.01983684,1,0.2850530447,0.9960699112
SYN-0399,IFO-Bridge,292,901,609,0,13.81694012,1,0.6165693674,0.9915669905
SYN-0400,IFO-Slope,295,901,606,0,15.85085442,1,0.3120382977,0.987761039
SYN-0401,IFO-Valley,294,901,607,0,20.45093774,1,0.3515330463,0.9971868873
SYN-0402,IFO-Bridge,292,901,609,0,11.88281054,1,0.5777643554,0.9870660155
SYN-0403,IFO-Hill,288,901,613,0,14.11072779,1,0.2236319696,0.9860073545
SYN-0404,IFO-Valley,295,901,606,0,16.80200292,1,0.3417020004,0.9898811953
SYN-0405,IFO-Slope,294,901,607,0,21.62176722,1,0.278055197,1.002317922
SYN-0406,IFO-Valley,287,901,614,0,13.47865708,1,0.3342778604,0.9995435617
SYN-0407,IFO-Valley,288,901,613,0,19.61615904,1,0.3636219464,0.9916647794
SYN-0408,IFO-Valley,298,901,603,0,13.18696378,1,0.3751948391,1.009256493
SYN-0409,IFO-Bridge,289,901,612,0,13.28854052,1,0.607896523,0.9930455988
SYN-0410,IFO-Bridge,294,901,607,0,13.52658277,1,0.6067337575,0.9878037613
SYN-0411,IFO-Bridge,293,901,608,0,11.36691505,1,0.606967725,0.9761786001
SYN-0412,IFO-Valley,297,901,604,0,17.05558987,1,0.4216884422,0.9942313915
SYN-0413,IFO-Bridge,288,901,613,0,11.61868069,1,0.6659923848,0.9799043254
SYN-0414,IFO-Valley,292,901,609,0,21.32670422,1,0.3654277708,1.001781635
SYN-0415,IFO-Hill,287,901,614,0,14.53001286,1,0.2689922735,0.9864337246
SYN-0416,IFO-Bridge,285,901,616,0,21.62532054,1,0.6208154343,0.9845566862
SYN-0417,IFO-Bridge,294,901,607,0,16.17358324,1,0.5751008349,0.9850061573
SYN-0418,IFO-Bridge,295,901,606,0,18.37116678,1,0.5843866134,0.9919059459
SYN-0419,IFO-Hill,291,901,610,0,19.51198676,1,0.2724553445,0.9898493408
SYN-0420,IFO-Bridge,292,901,609,0,19.40307096,1,0.5642511206,0.9792577873
SYN-0421,IFO-Bridge,296,901,605,0,11.24801685,1,0.5566356485,0.9913179991
SYN-0422,IFO-Bridge,291,901,610,0,13.53639822,1,0.5529681997,0.9958807153
SYN-0423,IFO-Slope,290,901,611,0,14.30728551,1,0.3284283902,1.010282387
SYN-0424,IFO-Bridge,293,901,608,0,15.67611312,1,0.6303408325,0.984828007
SYN-0425,IFO-Slope,290,901,611,0,21.03600018,1,0.3033006828,1.001699154
SYN-0426,IFO-Slope,292,901,609,0,11.55283366,1,0.3710622269,0.9913879278
SYN-0427,IFO-Hill,293,901,608,0,17.7036945,1,0.2522426055,0.9923452694
SYN-0428,IFO-Slope,287,901,614,0,11.18912345,1,0.3251202601,1.011873873
SYN-0429,IFO-Bridge,292,901,609,0,23.30060499,1,0.5675139281,0.9794886415
SYN-0430,IFO-Bridge,284,901,617,0,11.14448042,1,0.6414220906,0.9811486729
SYN-0431,IFO-Hill,297,901,604,0,9.814384122,1,0.3141832466,0.9866739971
SYN-0432,IFO-Slope,293,901,608,0,11.9355418,1,0.3077335059,1.001606151
SYN-0433,IFO-Valley,290,901,611,0,15.96833207,1,0.3097315866,0.9968966545
SYN-0434,IFO-Valley,291,901,610,0,16.00302953,1,0.3100484847,1.001551543
SYN-0435,IFO-Bridge,294,901,607,0,18.1307515,1,0.6245808099,0.9874366616
SYN-0436,IFO-Bridge,293,901,608,0,22.39029477,1,0.616382155,0.9879172535
SYN-0437,IFO-Valley,295,901,606,0,18.02691826,1,0.2955650364,1.002368743
SYN-0438,IFO-Valley,296,901,605,0,12.87975863,1,0.2796954301,0.9875046664
SYN-0439,IFO-Slope,295,901,606,0,13.49772278,1,0.2556908375,0.9906346908
SYN-0440,IFO-Hill,288,901,613,0,11.97638244,1,0.2302755736,0.9830493033
SYN-0441,IFO-Slope,296,901,605,0,11.8940119,1,0.2504204125,0.9939850122
SYN-0442,IFO-Slope,292,901,609,0,10.22222601,1,0.2751764321,0.9841182303
SYN-0443,IFO-Bridge,297,901,604,0,22.69430697,1,0.552079085,0.9921804877
SYN-0444,IFO-Hill,293,901,608,0,8.061026254,1,0.3108998417,0.9952302746
SYN-0445,IFO-Slope,289,901,612,0,17.01790369,1,0.2587302544,0.9916611468
SYN-0446,IFO-Hill,292,901,609,0,16.15267262,1,0.3256642481,0.9835237922
SYN-0447,IFO-Slope,294,901,607,0,17.14146337,1,0.2155202542,1.011691738
SYN-0448,IFO-Slope,293,901,608,0,18.54988029,1,0.2721503257,0.9845142622
SYN-0449,IFO-Hill,293,901,608,0,13.49483793,1,0.263338888,0.9904206158
SYN-0450,IFO-Valley,295,901,606,0,19.25318408,1,0.4116693158,0.9952804368
SYN-0451,IFO-Hill,294,901,607,0,12.20145705,1,0.2828675851,0.9802411181
SYN-0452,IFO-Hill,293,901,608,0,19.85639022,1,0.3386680078,0.9832956665
SYN-0453,IFO-Slope,288,901,613,0,19.92711223,1,0.2757453101,0.9909085617
SYN-0454,IFO-Bridge,299,901,602,0,17.16471088,1,0.5966119886,0.9921071416
SYN-0455,IFO-Valley,291,901,610,0,21.83621486,1,0.4252470409,0.9992805696
SYN-0456,IFO-Bridge,288,901,613,0,22.19003152,1,0.6542540724,0.9805804013
SYN-0457,IFO-Slope,291,901,610,0,10.26967028,1,0.3094026296,0.990289193
SYN-0458,IFO-Hill,291,901,610,0,9.881156895,1,0.2161383721,0.9891464393
SYN-0459,IFO-Slope,285,901,616,0,20.58828598,1,0.2910941972,0.9841546736
SYN-0460,IFO-Hill,294,901,607,0,11.05530719,1,0.2378064336,0.9796649089
SYN-0461,IFO-Slope,297,901,604,0,8.546295316,1,0.3599592858,0.9990505836
SYN-0462,IFO-Slope,287,901,614,0,19.49887134,1,0.2980584231,0.9992295452
SYN-0463,IFO-Slope,294,901,607,0,16.94081704,1,0.301636793,0.9997488486
SYN-0464,IFO-Slope,292,901,609,0,11.47959504,1,0.3676235201,0.9887096842
SYN-0465,IFO-Slope,295,901,606,0,24.01429699,1,0.2596570203,0.9837584831
SYN-0466,IFO-Hill,293,901,608,0,12.37633842,1,0.2061743465,0.9935281012
SYN-0467,IFO-Valley,288,901,613,0,14.22765564,1,0.333665524,1.005335951
SYN-0468,IFO-Valley,296,901,605,0,14.43425669,1,0.3862992812,0.9921238062
SYN-0469,IFO-Valley,292,901,609,0,7.866009862,1,0.4115616503,0.99613255
SYN-0470,IFO-Hill,289,901,612,0,11.55910065,1,0.3010693306,0.9890711795
SYN-0471,IFO-Bridge,288,901,613,0,16.06974135,1,0.5555973611,0.9879376806
SYN-0472,IFO-Slope,300,901,601,0,21.79709165,1,0.3503528285,0.9882056144
SYN-0473,IFO-Slope,294,901,607,0,8.859158431,1,0.307011109,1.007237877
SYN-0474,IFO-Slope,292,901,609,0,10.77490211,1,0.2760056967,0.9705297959
SYN-0475,IFO-Valley,297,901,604,0,12.87669933,1,0.34117654,0.9994488416
SYN-0476,IFO-Hill,294,901,607,0,10.54696999,1,0.2710844734,0.9870764077
SYN-0477,IFO-Hill,293,901,608,0,23.56613741,1,0.2216078912,0.9832770868
SYN-0478,IFO-Slope,294,901,607,0,15.68200097,1,0.3036822408,1.006009432
SYN-0479,IFO-Slope,292,901,609,0,14.40276256,1,0.2856078498,0.9942242633
SYN-0480,IFO-Valley,288,901,613,0,19.08557253,1,0.3906046445,0.9875868447
SYN-0481,IFO-Bridge,292,901,609,0,14.79962913,1,0.5656082897,0.9940388369
SYN-0482,IFO-Valley,292,901,609,0,11.24917633,1,0.2797673402,0.9946817521
SYN-0483,IFO-Valley,285,901,616,0,15.2718165,1,0.2932538033,0.988832998
SYN-0484,IFO-Hill,296,901,605,0,22.61346264,1,0.3444194524,0.991685808
SYN-0485,IFO-Bridge,288,901,613,0,23.21550745,1,0.684717635,0.9889318156
SYN-0486,IFO-Bridge,297,901,604,0,18.53646334,1,0.5793982569,0.9732392217
SYN-0487,IFO-Slope,295,901,606,0,18.19747478,1,0.3036745936,1.00171937
SYN-0488,IFO-Bridge,292,901,609,0,17.50791371,1,0.7001815854,0.9829718009
SYN-0489,IFO-Bridge,291,901,610,0,22.24530139,1,0.569995837,0.9890505888
SYN-0490,IFO-Valley,297,901,604,0,17.90481726,1,0.2930868384,0.9900733798
SYN-0491,IFO-Slope,293,901,608,0,20.02044738,1,0.3834617705,0.9765801901
SYN-0492,IFO-Valley,290,901,611,0,15.79296466,1,0.3311612249,1.003111279
SYN-0493,IFO-Hill,294,901,607,0,9.185078854,1,0.2856187526,0.994088561
SYN-0494,IFO-Valley,294,901,607,0,23.23107826,1,0.3178559176,0.9799990679
SYN-0495,IFO-Bridge,290,901,611,0,14.87607096,1,0.5141191067,0.987628973
SYN-0496,IFO-Hill,298,901,603,0,21.33376311,1,0.2983576881,0.9898597731
SYN-0497,IFO-Slope,288,901,613,0,10.69404206,1,0.3271365706,0.9903252835
SYN-0498,IFO-Hill,296,901,605,0,22.92607875,1,0.1947295981,0.9947645611
SYN-0499,IFO-Slope,287,901,614,0,11.82057446,1,0.2751253593,1.000710606
SYN-0500,IFO-Bridge,297,901,604,0,15.75261578,1,0.6096632366,0.9848993998
SYN-0501,IFO-Valley,295,901,606,0,21.81701868,1,0.292757332,0.9991842306
SYN-0502,IFO-Hill,295,901,606,0,19.29472244,1,0.2392812954,0.9892621204
SYN-0503,IFO-Slope,298,901,603,0,17.01085431,1,0.2376878518,0.9721751007
SYN-0504,IFO-Slope,294,901,607,0,12.57740719,1,0.2825077932,0.9879803858
SYN-0505,IFO-Hill,293,901,608,0,11.94886212,1,0.2607170193,0.9929650871
SYN-0506,IFO-Bridge,288,901,613,0,13.01863318,1,0.6565099448,0.9914857112
SYN-0507,IFO-Slope,296,901,605,0,19.24836299,1,0.2992906737,0.9977880836
SYN-0508,IFO-Hill,294,901,607,0,23.29924532,1,0.3021160902,0.9926932614
SYN-0509,IFO-Bridge,291,901,610,0,22.248874,1,0.6481158136,0.9854282872
SYN-0510,IFO-Hill,294,901,607,0,14.69671727,1,0.1918603826,0.9867072012
SYN-0511,IFO-Valley,292,901,609,0,16.95241656,1,0.3454536921,0.9887923597
SYN-0512,IFO-Slope,289,901,612,0,22.29230465,1,0.2753697717,0.9874771452
SYN-0513,IFO-Bridge,299,901,602,0,20.62643178,1,0.6973640901,0.9759398576
SYN-0514,IFO-Slope,296,901,605,0,16.40082608,1,0.2563789657,0.987346147
SYN-0515,IFO-Hill,291,901,610,0,17.45971716,1,0.2897519572,0.9876998419
SYN-0516,IFO-Bridge,290,901,611,0,15.36404854,1,0.6352769916,0.9930624559
SYN-0517,IFO-Valley,292,901,609,0,13.77070821,1,0.3096950351,0.9802027805
SYN-0518,IFO-Valley,293,901,608,0,13.44597141,1,0.3137820237,0.9943607143
SYN-0519,IFO-Bridge,289,901,612,0,23.19625875,1,0.5609720762,0.9936045302
SYN-0520,IFO-Bridge,289,901,612,0,21.66129683,1,0.6478573783,0.9908112535
SYN-0521,IFO-Hill,294,901,607,0,20.23622045,1,0.2125627863,0.9856410205
SYN-0522,IFO-Slope,284,901,617,0,8.165573155,1,0.326503948,0.9927432945
SYN-0523,IFO-Bridge,296,901,605,0,22.11985391,1,0.5651411102,0.981858443
SYN-0524,IFO-Bridge,285,901,616,0,18.66870016,1,0.5479814414,0.9913603203
SYN-0525,IFO-Valley,294,901,607,0,9.817033683,1,0.3805078058,0.9882543601
SYN-0526,IFO-Bridge,287,901,614,0,15.87630683,1,0.5438408212,0.981180182
SYN-0527,IFO-Slope,292,901,609,0,10.63127031,1,0.2567565709,0.9945615758
SYN-0528,IFO-Bridge,298,901,603,0,11.95028946,1,0.6228999656,0.9921842868
SYN-0529,IFO-Valley,294,901,607,0,22.59313048,1,0.3104033671,0.9824246835
SYN-0530,IFO-Slope,295,901,606,0,13.37988743,1,0.2986799421,1.001682978
SYN-0531,IFO-Bridge,292,901,609,0,21.65082702,1,0.5885767046,0.9862204783
SYN-0532,IFO-Slope,289,901,612,0,22.30558066,1,0.2823745255,0.9957397958
SYN-0533,IFO-Bridge,289,901,612,0,12.6862407,1,0.6587816301,0.9862154638
SYN-0534,IFO-Hill,298,901,603,0,20.4153184,1,0.2013849669,0.9857983189
SYN-0535,IFO-Slope,288,901,613,0,17.39099811,1,0.3174571545,1.009054405
SYN-0536,IFO-Slope,291,901,610,0,18.60040657,1,0.3162142159,1.000585614
SYN-0537,IFO-Hill,295,901,606,0,20.13244812,1,0.2112737594,0.9903120361
SYN-0538,IFO-Bridge,297,901,604,0,14.41467766,1,0.6883054918,0.9772868384
SYN-0539,IFO-Slope,296,901,605,0,22.61117257,1,0.3325096806,1.004799331
SYN-0540,IFO-Bridge,290,901,611,0,20.52770172,1,0.5421625156,0.9920768909
SYN-0541,IFO-Valley,293,901,608,0,20.38104035,1,0.3096461168,0.997398089
SYN-0542,IFO-Bridge,290,901,611,0,15.10989453,1,0.5421256341,0.9894180254
SYN-0543,IFO-Bridge,285,901,616,0,22.25849989,1,0.6388582462,0.9886667022
SYN-0544,IFO-Valley,289,901,612,0,21.791165,1,0.3884009714,0.9991685223
SYN-0545,IFO-Valley,294,901,607,0,21.22653887,1,0.4094787672,0.9892669963
SYN-0546,IFO-Hill,296,901,605,0,22.40296366,1,0.2722412078,0.9896181943
SYN-0547,IFO-Bridge,291,901,610,0,23.84343535,1,0.6434439997,0.9809379355
SYN-0548,IFO-Hill,288,901,613,0,10.91510967,1,0.2124760272,0.988726014
SYN-0549,IFO-Bridge,292,901,609,0,15.32476943,1,0.6837452983,0.9848570663
SYN-0550,IFO-Bridge,293,901,608,0,13.87621518,1,0.5741548671,0.9832379351
SYN-0551,IFO-Bridge,293,901,608,0,14.78761493,1,0.6966142471,0.9834364617
SYN-0552,IFO-Slope,280,901,621,0,8.60167971,1,0.2568421296,0.9900711663
SYN-0553,IFO-Slope,289,901,612,0,11.30587266,1,0.360872993,1.004682823
SYN-0554,IFO-Valley,292,901,609,0,18.84971245,1,0.2794801074,1.006476929
SYN-0555,IFO-Hill,288,901,613,0,17.56407767,1,0.3207188154,0.9811350619
SYN-0556,IFO-Hill,294,901,607,0,17.86509027,1,0.2352020773,0.9946820987
SYN-0557,IFO-Hill,291,901,610,0,21.71148322,1,0.2169315054,0.9967254452
SYN-0558,IFO-Slope,295,901,606,0,11.85501259,1,0.2604088013,0.9997970488
SYN-0559,IFO-Bridge,295,901,606,0,23.48866618,1,0.6494057038,0.992190691
SYN-0560,IFO-Slope,297,901,604,0,16.71308995,1,0.2876150054,1.005816122
SYN-0561,IFO-Slope,293,901,608,0,9.2056716,1,0.3360760195,0.9867134565
SYN-0562,IFO-Valley,296,901,605,0,9.345952019,1,0.3174105515,0.9943904147
SYN-0563,IFO-Hill,287,901,614,0,19.25119433,1,0.2637148238,0.9927130356
SYN-0564,IFO-Hill,297,901,604,0,21.56285523,1,0.2301679396,0.9942325433
SYN-0565,IFO-Slope,292,901,609,0,21.64520167,1,0.2596447545,0.9999061727
SYN-0566,IFO-Hill,291,901,610,0,19.76380977,1,0.215550953,0.9861447614
SYN-0567,IFO-Hill,296,901,605,0,18.2013587,1,0.2953206863,0.9836667904
SYN-0568,IFO-Hill,294,901,607,0,11.64546165,1,0.2124209688,0.9884702294
SYN-0569,IFO-Bridge,293,901,608,0,10.70983591,1,0.5703665556,0.9845438621
SYN-0570,IFO-Slope,292,901,609,0,20.67823821,1,0.2811839842,0.9982022262
SYN-0571,IFO-Hill,292,901,609,0,14.04225757,1,0.2505564378,0.9875577112
SYN-0572,IFO-Slope,289,901,612,0,18.78183032,1,0.2690736561,0.9852946999
SYN-0573,IFO-Bridge,281,901,620,0,10.3693622,1,0.6283915108,0.9878107507
SYN-0574,IFO-Valley,289,901,612,0,10.17556745,1,0.4406219942,0.9741299534
SYN-0575,IFO-Valley,291,901,610,0,14.94388906,1,0.3450711735,0.9935488554
SYN-0576,IFO-Hill,296,901,605,0,23.45132172,1,0.3120142562,0.9816481973
SYN-0577,IFO-Bridge,283,901,618,0,10.78635545,1,0.614561589,0.9839780389
SYN-0578,IFO-Hill,292,901,609,0,11.4343901,1,0.3291753313,0.9916593442
SYN-0579,IFO-Bridge,293,901,608,0,22.3674798,1,0.5909631535,0.9862829941
SYN-0580,IFO-Slope,285,901,616,0,20.9795909,1,0.2913570151,0.9941295237
SYN-0581,IFO-Valley,291,901,610,0,14.4677161,1,0.3935754564,0.9713350706
SYN-0582,IFO-Bridge,284,901,617,0,17.25955723,1,0.7146336948,0.987601532
SYN-0583,IFO-Bridge,292,901,609,0,11.73405113,1,0.592801374,0.9879537946
SYN-0584,IFO-Slope,294,901,607,0,17.39436983,1,0.2091179967,0.9854395115
SYN-0585,IFO-Slope,289,901,612,0,22.8227764,1,0.2992749422,0.9727367241
SYN-0586,IFO-Slope,290,901,611,0,12.1152827,1,0.326768054,1.001196642
SYN-0587,IFO-Slope,298,901,603,0,8.522363869,1,0.3530191845,1.002148554
SYN-0588,IFO-Bridge,295,901,606,0,10.96666751,1,0.6066177348,0.988856437
SYN-0589,IFO-Slope,295,901,606,0,19.78678086,1,0.292153908,0.9844045478
SYN-0590,IFO-Bridge,290,901,611,0,8.876311515,1,0.6786125882,0.9932387859
SYN-0591,IFO-Slope,293,901,608,0,17.48797836,1,0.2769064247,1.00203065
SYN-0592,IFO-Bridge,296,901,605,0,22.32845989,1,0.5339775972,0.9847178205
SYN-0593,IFO-Hill,292,901,609,0,18.15649823,1,0.2077389009,0.9902678798
SYN-0594,IFO-Valley,291,901,610,0,17.38525467,1,0.36669227,1.000712277
SYN-0595,IFO-Valley,287,901,614,0,18.31396042,1,0.4137491601,0.9882868885
SYN-0596,IFO-Hill,292,901,609,0,20.00919773,1,0.288625407,0.9953867296
SYN-0597,IFO-Hill,293,901,608,0,17.27743406,1,0.3445087109,0.9832396934
SYN-0598,IFO-Hill,294,901,607,0,19.65384449,1,0.2120872588,0.9853112653
SYN-0599,IFO-Hill,295,901,606,0,12.40046433,1,0.1985504985,0.9872289838
SYN-0600,IFO-Valley,297,901,604,0,18.8193803,1,0.4018275321,0.9764218858
SYN-0601,IFO-Valley,295,901,606,0,19.6779649,1,0.4202438903,0.9975713756
SYN-0602,IFO-Slope,292,901,609,0,18.1609074,1,0.3284225359,0.9994561447
SYN-0603,IFO-Valley,295,901,606,0,20.00529126,1,0.3329552489,0.9969633977
SYN-0604,IFO-Valley,295,901,606,0,22.78648037,1,0.4373780039,1.017842481
SYN-0605,IFO-Hill,284,901,617,0,9.618174998,1,0.2735988145,0.9917208451
SYN-0606,IFO-Valley,289,901,612,0,8.764272787,1,0.3429779248,0.9966808856
SYN-0607,IFO-Bridge,294,901,607,0,15.87980516,1,0.5552022081,0.994062851
SYN-0608,IFO-Slope,293,901,608,0,8.927674166,1,0.3072001817,0.9917775462
SYN-0609,IFO-Valley,295,901,606,0,8.645571986,1,0.3420777007,0.9944685347
SYN-0610,IFO-Valley,291,901,610,0,11.66596843,1,0.2927409587,1.000285776
SYN-0611,IFO-Valley,297,901,604,0,15.1753845,1,0.4230144503,1.012029292
SYN-0612,IFO-Slope,291,901,610,0,12.53924512,1,0.3413522257,1.000488273
SYN-0613,IFO-Bridge,291,901,610,0,17.59069715,1,0.6909323277,0.9824720154
SYN-0614,IFO-Bridge,288,901,613,0,21.74923236,1,0.5921747486,0.9825029364
SYN-0615,IFO-Slope,294,901,607,0,9.626178354,1,0.2496017883,1.006811921
SYN-0616,IFO-Valley,291,901,610,0,19.38908059,1,0.3330750751,1.003437261
SYN-0617,IFO-Slope,292,901,609,0,18.08451855,1,0.3466628608,0.9729467849
