curve_id,top_dir,doi,doi_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,unit_label,unit_factor,max_x_raw,max_x_hours,n_points,csv_path
379,x_time_day,10.1021/acs.jpcc.6b12137,10.1021_acs.jpcc.6b12137,Fig4_D_stability_performance_curve,Fig4_D,Fig4,_D,Series_2,PMMA0mg_mL,days,24.0,19.62263445855785,470.9432270053884,46,x_time_day/10.1021_acs.jpcc.6b12137/Fig4_D_stability_performance_curve/accepted/10.1021_acs.jpcc.6b12137__Fig4__D__stability_performance_curve__PMMA0mg_mL__Series_2.csv
380,x_time_day,10.1021/acs.jpcc.8b09722,10.1021_acs.jpcc.8b09722,Fig2_B_stability_performance_curve,Fig2_B,Fig2,_B,Series_1,MAPbI₃_+_NDM,days,24.0,105.64735721412889,2535.5365731390934,63,x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1.csv
381,x_time_day,10.1021/acs.jpcc.8b09722,10.1021_acs.jpcc.8b09722,Fig2_B_stability_performance_curve,Fig2_B,Fig2,_B,Series_2,Pristine_MAPbI₃,days,24.0,106.98317644574907,2567.5962346979777,62,x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/accepted/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2.csv
382,x_time_day,10.1021/acs.jpclett.0c01134,10.1021_acs.jpclett.0c01134,Fig4_G_stability_performance_curve_pce,Fig4_G,Fig4,_G,Series_2,3D,days,24.0,25.412993203994727,609.9118368958734,14,x_time_day/10.1021_acs.jpclett.0c01134/Fig4_G_stability_performance_curve_pce/accepted/10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2.csv
383,x_time_day,10.1021/acs.jpclett.0c03566,10.1021_acs.jpclett.0c03566,Fig7_A_stability_performance_curve,Fig7_A,Fig7,_A,Series_2,Pristine,days,24.0,29.667731624635856,712.0255589912606,49,x_time_day/10.1021_acs.jpclett.0c03566/Fig7_A_stability_performance_curve/accepted/10.1021_acs.jpclett.0c03566__Fig7__A__stability_performance_curve__Pristine__Series_2.csv
384,x_time_day,10.1021/acs.langmuir.7b00127,10.1021_acs.langmuir.7b00127,Fig10_A_pce,Fig10_A,Fig10,_A,Series_1,PEDOT_PSS,days,24.0,11.900116732950313,285.60280159080753,56,x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce/accepted/10.1021_acs.langmuir.7b00127__Fig10__A__pce__PEDOT_PSS__Series_1.csv
385,x_time_day,10.1021/acs.langmuir.7b00127,10.1021_acs.langmuir.7b00127,Fig10_A_pce_2,Fig10_A,Fig10,_A,Series_2,PEDOT_PSS,days,24.0,11.793307917751465,283.03939002603516,57,x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce_2/accepted/10.1021_acs.langmuir.7b00127__Fig10__A__pce_2__PEDOT_PSS__Series_2.csv
386,x_time_day,10.1021/acs.nanolett.9b01553,10.1021_acs.nanolett.9b01553,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,Pristine_perovskite,days,24.0,29.624085333064826,710.9780479935558,59,x_time_day/10.1021_acs.nanolett.9b01553/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b01553__Fig4__F__stability_performance_curve_pce__Pristine_perovskite__Series_1.csv
387,x_time_day,10.1021/acs.nanolett.9b01553,10.1021_acs.nanolett.9b01553,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_2,CuBr(0.2wt%),days,24.0,29.57856488168271,709.885557160385,62,x_time_day/10.1021_acs.nanolett.9b01553/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b01553__Fig4__F__stability_performance_curve_pce__CuBr(0.2wt%)__Series_2.csv
388,x_time_day,10.1021/acs.nanolett.9b02142,10.1021_acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,Fig1_C,Fig1,_C,Series_1,LD-HP,days,24.0,198.87359272798085,4772.96622547154,56,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv
389,x_time_day,10.1021/acs.nanolett.9b02142,10.1021_acs.nanolett.9b02142,Fig1_C_stability_performance_curve_voc,Fig1_C,Fig1,_C,Series_2,Control-HP,days,24.0,198.52249002946962,4764.539760707271,56,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/accepted/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv
390,x_time_day,10.1021/acs.nanolett.9b02142,10.1021_acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,Fig1_D,Fig1,_D,Series_1,Control-HP,days,24.0,176.41463525199143,4233.9512460477945,49,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv
391,x_time_day,10.1021/acs.nanolett.9b02142,10.1021_acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,Fig1_D,Fig1,_D,Series_2,LD-HP,days,24.0,190.40223179626435,4569.653563110344,54,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv
392,x_time_day,10.1021/acsaelm.0c00808,10.1021_acsaelm.0c00808,Fig6_E_pattern,Fig6_E,Fig6,_E,Series_1,Control,days,24.0,32.73447435967314,785.6273846321554,83,x_time_day/10.1021_acsaelm.0c00808/Fig6_E_pattern/accepted/10.1021_acsaelm.0c00808__Fig6__E__pattern__Control__Series_1.csv
393,x_time_day,10.1021/acsaelm.0c00808,10.1021_acsaelm.0c00808,Fig6_E_pattern,Fig6_E,Fig6,_E,Series_2,PFOMA,days,24.0,34.43531135766515,826.4474725839636,88,x_time_day/10.1021_acsaelm.0c00808/Fig6_E_pattern/accepted/10.1021_acsaelm.0c00808__Fig6__E__pattern__PFOMA__Series_2.csv
394,x_time_day,10.1021/acsaem.0c00398,10.1021_acsaem.0c00398,Fig4_D_stability_performance_curve,Fig4_D,Fig4,_D,Series_1,Control,days,24.0,29.624481225256947,710.9875494061667,51,x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__Control__Series_1.csv
395,x_time_day,10.1021/acsaem.0c00398,10.1021_acsaem.0c00398,Fig4_D_stability_performance_curve,Fig4_D,Fig4,_D,Series_2,60%_PEAI,days,24.0,29.684344874475844,712.4242769874203,51,x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2.csv
396,x_time_day,10.1021/acsaem.0c00398,10.1021_acsaem.0c00398,Fig4_D_stability_performance_curve,Fig4_D,Fig4,_D,Series_3,10%_PEAI,days,24.0,29.44489027760027,706.6773666624065,50,x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__10%_PEAI__Series_3.csv
397,x_time_day,10.1021/acsaem.0c01571,10.1021_acsaem.0c01571,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,MAPbl-IPA,days,24.0,87.62152199567372,2102.916527896169,49,x_time_day/10.1021_acsaem.0c01571/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1.csv
398,x_time_day,10.1021/acsaem.0c01675,10.1021_acsaem.0c01675,Fig6_B_stability_performance_curve,Fig6_B,Fig6,_B,Series_2,Control,days,24.0,15.71077570153734,377.05861683689614,42,x_time_day/10.1021_acsaem.0c01675/Fig6_B_stability_performance_curve/accepted/10.1021_acsaem.0c01675__Fig6__B__stability_performance_curve__Control__Series_2.csv
399,x_time_day,10.1021/acsaem.0c03227,10.1021_acsaem.0c03227,Fig5_E_stability,Fig5_E,Fig5,_E,Series_1,reference,days,24.0,29.7578423578853,714.1882165892472,48,x_time_day/10.1021_acsaem.0c03227/Fig5_E_stability/accepted/10.1021_acsaem.0c03227__Fig5__E__stability__reference__Series_1.csv
400,x_time_day,10.1021/acsaem.1c00032,10.1021_acsaem.1c00032,Fig6_F_stability_performance_curve_voc,Fig6_F,Fig6,_F,Series_1,。without_CsBr,days,24.0,43.58995033943405,1046.1588081464172,30,x_time_day/10.1021_acsaem.1c00032/Fig6_F_stability_performance_curve_voc/accepted/10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1.csv
401,x_time_day,10.1021/acsaem.1c00054,10.1021_acsaem.1c00054,Fig9_whole_stability,Fig9,Fig9,,Series_1,0%Pb(AC)2,days,24.0,9.923902935814057,238.1736704595374,59,x_time_day/10.1021_acsaem.1c00054/Fig9_whole_stability/accepted/10.1021_acsaem.1c00054__Fig9__whole__stability__0%Pb(AC)2__Series_1.csv
402,x_time_day,10.1021/acsaem.1c00192,10.1021_acsaem.1c00192,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,1mg_mL,days,24.0,39.19836250924793,940.7607002219503,43,x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1.csv
403,x_time_day,10.1021/acsaem.1c00192,10.1021_acsaem.1c00192,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_2,0mg_mL,days,24.0,39.104636740690346,938.5112817765682,43,x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2.csv
404,x_time_day,10.1021/acsaem.1c00517,10.1021_acsaem.1c00517,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,Control,days,24.0,38.231303519769654,917.5512844744717,47,x_time_day/10.1021_acsaem.1c00517/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00517__Fig5__D__stability_performance_curve_pce__Control__Series_1.csv
405,x_time_day,10.1021/acsaem.1c00767,10.1021_acsaem.1c00767,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,days,24.0,11.8222580309213,283.7341927421112,43,x_time_day/10.1021_acsaem.1c00767/Fig5_A_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00767__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv
406,x_time_day,10.1021/acsaem.1c00767,10.1021_acsaem.1c00767,Fig5_B_stability_performance_curve_pce,Fig5_B,Fig5,_B,Series_1,Control,days,24.0,11.912130394722972,285.8911294733513,43,x_time_day/10.1021_acsaem.1c00767/Fig5_B_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00767__Fig5__B__stability_performance_curve_pce__Control__Series_1.csv
407,x_time_day,10.1021/acsaem.1c00767,10.1021_acsaem.1c00767,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_2,Control,days,24.0,11.766575851955091,282.3978204469222,43,x_time_day/10.1021_acsaem.1c00767/Fig5_C_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00767__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv
408,x_time_day,10.1021/acsaem.1c00767,10.1021_acsaem.1c00767,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,Control,days,24.0,11.845490872261488,284.2917809342757,43,x_time_day/10.1021_acsaem.1c00767/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00767__Fig5__D__stability_performance_curve_pce__Control__Series_1.csv
409,x_time_day,10.1021/acsaem.8b00277,10.1021_acsaem.8b00277,Fig9_A_stability_performance_curve_pce,Fig9_A,Fig9,_A,Series_1,PEDOT_PSS,days,24.0,34.561515884028964,829.4763812166951,51,x_time_day/10.1021_acsaem.8b00277/Fig9_A_stability_performance_curve_pce/accepted/10.1021_acsaem.8b00277__Fig9__A__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv
410,x_time_day,10.1021/acsaem.8b00277,10.1021_acsaem.8b00277,Fig9_A_stability_performance_curve_pce,Fig9_A,Fig9,_A,Series_3,WOx@PEDOT_PEDOT_PSS,days,24.0,34.561515884028964,829.4763812166951,51,x_time_day/10.1021_acsaem.8b00277/Fig9_A_stability_performance_curve_pce/accepted/10.1021_acsaem.8b00277__Fig9__A__stability_performance_curve_pce__WOx@PEDOT_PEDOT_PSS__Series_3.csv
411,x_time_day,10.1021/acsaem.8b01075,10.1021_acsaem.8b01075,Fig6_A_retention,Fig6_A,Fig6,_A,Series_2,VASP_withMAI,days,24.0,49.380782571324204,1185.138781711781,70,x_time_day/10.1021_acsaem.8b01075/Fig6_A_retention/accepted/10.1021_acsaem.8b01075__Fig6__A__retention__VASP_withMAI__Series_2.csv
412,x_time_day,10.1021/acsami.0c03180,10.1021_acsami.0c03180,Fig8_D_stability_performance_curve_pce,Fig8_D,Fig8,_D,Series_1,D₁,days,24.0,118.25870537311454,2838.208928954749,51,x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1.csv
413,x_time_day,10.1021/acsami.0c03180,10.1021_acsami.0c03180,Fig8_D_stability_performance_curve_pce,Fig8_D,Fig8,_D,Series_2,C1,days,24.0,118.02769942209525,2832.6647861302863,52,x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2.csv
414,x_time_day,10.1021/acsami.0c05527,10.1021_acsami.0c05527,Fig7_B_stability_performance_curve_pce,Fig7_B,Fig7,_B,Series_1,Sn-based,days,24.0,21.93223042072671,526.3735300974411,72,x_time_day/10.1021_acsami.0c05527/Fig7_B_stability_performance_curve_pce/accepted/10.1021_acsami.0c05527__Fig7__B__stability_performance_curve_pce__Sn-based__Series_1.csv
415,x_time_day,10.1021/acsami.0c09046,10.1021_acsami.0c09046,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,Control_Device,days,24.0,23.112885210940775,554.7092450625786,48,x_time_day/10.1021_acsami.0c09046/Fig6_A_stability_performance_curve_pce/accepted/10.1021_acsami.0c09046__Fig6__A__stability_performance_curve_pce__Control_Device__Series_1.csv
416,x_time_day,10.1021/acsami.0c09046,10.1021_acsami.0c09046,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_2,With_0.02Wt%,days,24.0,29.62272531429909,710.9454075431781,57,x_time_day/10.1021_acsami.0c09046/Fig6_A_stability_performance_curve_pce/accepted/10.1021_acsami.0c09046__Fig6__A__stability_performance_curve_pce__With_0.02Wt%__Series_2.csv
417,x_time_day,10.1021/acsami.0c15042,10.1021_acsami.0c15042,Fig4_F_stability_performance_curve,Fig4_F,Fig4,_F,Series_1,w_o_F8IC,days,24.0,29.66455694070922,711.9493665770212,49,x_time_day/10.1021_acsami.0c15042/Fig4_F_stability_performance_curve/accepted/10.1021_acsami.0c15042__Fig4__F__stability_performance_curve__w_o_F8IC__Series_1.csv
418,x_time_day,10.1021/acsami.0c16939,10.1021_acsami.0c16939,Fig8_D_stability_performance_curve_pce,Fig8_D,Fig8,_D,Series_1,Pristine,days,24.0,19.7997171934,475.1932126416,70,x_time_day/10.1021_acsami.0c16939/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c16939__Fig8__D__stability_performance_curve_pce__Pristine__Series_1.csv
419,x_time_day,10.1021/acsami.0c19784,10.1021_acsami.0c19784,Fig5_C_diagram,Fig5_C,Fig5,_C,Series_1,Control,days,24.0,29.405784076116156,705.7388178267877,53,x_time_day/10.1021_acsami.0c19784/Fig5_C_diagram/accepted/10.1021_acsami.0c19784__Fig5__C__diagram__Control__Series_1.csv
420,x_time_day,10.1021/acsami.0c19968,10.1021_acsami.0c19968,Fig6_F_stability_performance_curve_pce,Fig6_F,Fig6,_F,Series_1,HTM,days,24.0,29.68951438222232,712.5483451733357,72,x_time_day/10.1021_acsami.0c19968/Fig6_F_stability_performance_curve_pce/accepted/10.1021_acsami.0c19968__Fig6__F__stability_performance_curve_pce__HTM__Series_1.csv
421,x_time_day,10.1021/acsami.0c19968,10.1021_acsami.0c19968,Fig6_F_stability_performance_curve_pce,Fig6_F,Fig6,_F,Series_2,HTM_Zn-CBOB-0.6,days,24.0,29.605982527335946,710.5435806560627,72,x_time_day/10.1021_acsami.0c19968/Fig6_F_stability_performance_curve_pce/accepted/10.1021_acsami.0c19968__Fig6__F__stability_performance_curve_pce__HTM_Zn-CBOB-0.6__Series_2.csv
422,x_time_day,10.1021/acsami.0c20126,10.1021_acsami.0c20126,Fig5_F_stability_performance_curve_pce,Fig5_F,Fig5,_F,Series_1,Ref,days,24.0,29.851168682106852,716.4280483705645,59,x_time_day/10.1021_acsami.0c20126/Fig5_F_stability_performance_curve_pce/accepted/10.1021_acsami.0c20126__Fig5__F__stability_performance_curve_pce__Ref__Series_1.csv
423,x_time_day,10.1021/acsami.0c22817,10.1021_acsami.0c22817,Fig5_F_stability_performance_curve_pce,Fig5_F,Fig5,_F,Series_2,Ambient_stability,days,24.0,19.670564849364986,472.09355638475967,35,x_time_day/10.1021_acsami.0c22817/Fig5_F_stability_performance_curve_pce/accepted/10.1021_acsami.0c22817__Fig5__F__stability_performance_curve_pce__Ambient_stability__Series_2.csv
424,x_time_day,10.1021/acsami.1c02218,10.1021_acsami.1c02218,Fig8_F_stability_performance_curve_pce,Fig8_F,Fig8,_F,Series_1,W_O_5-TFMAP,days,24.0,49.35584301782217,1184.540232427732,64,x_time_day/10.1021_acsami.1c02218/Fig8_F_stability_performance_curve_pce/accepted/10.1021_acsami.1c02218__Fig8__F__stability_performance_curve_pce__W_O_5-TFMAP__Series_1.csv
425,x_time_day,10.1021/acsami.1c02218,10.1021_acsami.1c02218,Fig8_F_stability_performance_curve_pce,Fig8_F,Fig8,_F,Series_2,With5-TFMAP,days,24.0,49.59264327435157,1190.2234385844376,63,x_time_day/10.1021_acsami.1c02218/Fig8_F_stability_performance_curve_pce/accepted/10.1021_acsami.1c02218__Fig8__F__stability_performance_curve_pce__With5-TFMAP__Series_2.csv
426,x_time_day,10.1021/acsami.1c02377,10.1021_acsami.1c02377,Fig8_D_stability_performance_curve,Fig8_D,Fig8,_D,Series_1,Cs-0,days,24.0,11.00016954802961,264.00406915271066,53,x_time_day/10.1021_acsami.1c02377/Fig8_D_stability_performance_curve/accepted/10.1021_acsami.1c02377__Fig8__D__stability_performance_curve__Cs-0__Series_1.csv
427,x_time_day,10.1021/acsami.1c04601,10.1021_acsami.1c04601,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,W_O4-ABSA,days,24.0,26.73120705801302,641.5489693923125,53,x_time_day/10.1021_acsami.1c04601/Fig6_A_stability_performance_curve_pce/accepted/10.1021_acsami.1c04601__Fig6__A__stability_performance_curve_pce__W_O4-ABSA__Series_1.csv
428,x_time_day,10.1021/acsami.1c05055,10.1021_acsami.1c05055,Fig10_D_stability_performance_curve_pce,Fig10_D,Fig10,_D,Series_2,Reference,days,24.0,29.532153176752587,708.7716762420621,61,x_time_day/10.1021_acsami.1c05055/Fig10_D_stability_performance_curve_pce/accepted/10.1021_acsami.1c05055__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv
429,x_time_day,10.1021/acsami.1c16519,10.1021_acsami.1c16519,Fig5_E_stability_performance_curve,Fig5_E,Fig5,_E,Series_1,SnO2,days,24.0,19.710593700471016,473.0542488113044,94,x_time_day/10.1021_acsami.1c16519/Fig5_E_stability_performance_curve/accepted/10.1021_acsami.1c16519__Fig5__E__stability_performance_curve__SnO2__Series_1.csv
430,x_time_day,10.1021/acsami.6b09532,10.1021_acsami.6b09532,Fig7_D_stability_performance_curve_pce,Fig7_D,Fig7,_D,Series_1,FAₓMA₁₋ₓPbI₃,days,24.0,29.881359986845005,717.1526396842801,57,x_time_day/10.1021_acsami.6b09532/Fig7_D_stability_performance_curve_pce/accepted/10.1021_acsami.6b09532__Fig7__D__stability_performance_curve_pce__FAₓMA₁₋ₓPbI₃__Series_1.csv
431,x_time_day,10.1021/acsami.6b11757,10.1021_acsami.6b11757,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,n-PEDOT_PSS,days,24.0,13.818705187644337,331.64892450346406,66,x_time_day/10.1021_acsami.6b11757/Fig6_A_stability_performance_curve_pce/accepted/10.1021_acsami.6b11757__Fig6__A__stability_performance_curve_pce__n-PEDOT_PSS__Series_1.csv
432,x_time_day,10.1021/acsami.6b11757,10.1021_acsami.6b11757,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_2,a-PEDOT_PSS,days,24.0,13.797454014966974,331.13889635920737,66,x_time_day/10.1021_acsami.6b11757/Fig6_A_stability_performance_curve_pce/accepted/10.1021_acsami.6b11757__Fig6__A__stability_performance_curve_pce__a-PEDOT_PSS__Series_2.csv
433,x_time_day,10.1021/acsami.7b01136,10.1021_acsami.7b01136,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,Pristine_PVK,days,24.0,29.998746270398186,719.9699104895565,42,x_time_day/10.1021_acsami.7b01136/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsami.7b01136__Fig5__D__stability_performance_curve_pce__Pristine_PVK__Series_1.csv
434,x_time_day,10.1021/acsami.7b01864,10.1021_acsami.7b01864,Fig6_B_stability_performance_curve_pce,Fig6_B,Fig6,_B,Series_1,N-MAPbl3,days,24.0,19.639171593295593,471.34011823909424,60,x_time_day/10.1021_acsami.7b01864/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acsami.7b01864__Fig6__B__stability_performance_curve_pce__N-MAPbl3__Series_1.csv
435,x_time_day,10.1021/acsami.7b01864,10.1021_acsami.7b01864,Fig6_B_stability_performance_curve_pce,Fig6_B,Fig6,_B,Series_2,I-MAPbl3,days,24.0,19.705487309932145,472.9316954383715,61,x_time_day/10.1021_acsami.7b01864/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acsami.7b01864__Fig6__B__stability_performance_curve_pce__I-MAPbl3__Series_2.csv
436,x_time_day,10.1021/acsami.7b08488,10.1021_acsami.7b08488,Fig7_A_stability_performance_curve_pce,Fig7_A,Fig7,_A,Series_1,MAPbI₃,days,24.0,34.862426078270644,836.6982258784955,72,x_time_day/10.1021_acsami.7b08488/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acsami.7b08488__Fig7__A__stability_performance_curve_pce__MAPbI₃__Series_1.csv
437,x_time_day,10.1021/acsami.7b10994,10.1021_acsami.7b10994,Fig5_A_stability_performance_curve,Fig5_A,Fig5,_A,Series_1,WithPCBM,days,24.0,9.897451055351178,237.5388253284283,62,x_time_day/10.1021_acsami.7b10994/Fig5_A_stability_performance_curve/accepted/10.1021_acsami.7b10994__Fig5__A__stability_performance_curve__WithPCBM__Series_1.csv
438,x_time_day,10.1021/acsami.7b10994,10.1021_acsami.7b10994,Fig5_A_stability_performance_curve,Fig5_A,Fig5,_A,Series_2,Without_PCBM,days,24.0,9.91386927869391,237.93286268865387,62,x_time_day/10.1021_acsami.7b10994/Fig5_A_stability_performance_curve/accepted/10.1021_acsami.7b10994__Fig5__A__stability_performance_curve__Without_PCBM__Series_2.csv
439,x_time_day,10.1021/acsami.7b10994,10.1021_acsami.7b10994,Fig5_B_stability_performance_curve,Fig5_B,Fig5,_B,Series_1,WithoutPCBM,days,24.0,9.850792147186716,236.4190115324812,61,x_time_day/10.1021_acsami.7b10994/Fig5_B_stability_performance_curve/accepted/10.1021_acsami.7b10994__Fig5__B__stability_performance_curve__WithoutPCBM__Series_1.csv
440,x_time_day,10.1021/acsami.7b10994,10.1021_acsami.7b10994,Fig5_B_stability_performance_curve,Fig5_B,Fig5,_B,Series_2,With_PCBM,days,24.0,9.900390461965046,237.6093710871611,61,x_time_day/10.1021_acsami.7b10994/Fig5_B_stability_performance_curve/accepted/10.1021_acsami.7b10994__Fig5__B__stability_performance_curve__With_PCBM__Series_2.csv
441,x_time_day,10.1021/acsami.7b16912,10.1021_acsami.7b16912,Fig5_C_stability_performance_curve_pce,Fig5_C,Fig5,_C,Series_2,CH3NH3Pbl3,days,24.0,29.33391381454987,704.0139315491969,55,x_time_day/10.1021_acsami.7b16912/Fig5_C_stability_performance_curve_pce/accepted/10.1021_acsami.7b16912__Fig5__C__stability_performance_curve_pce__CH3NH3Pbl3__Series_2.csv
442,x_time_day,10.1021/acsami.8b05956,10.1021_acsami.8b05956,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_2,PEDOT_PSS,days,24.0,9.961521924066627,239.07652617759905,54,x_time_day/10.1021_acsami.8b05956/Fig4_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b05956__Fig4__A__stability_performance_curve_pce__PEDOT_PSS__Series_2.csv
443,x_time_day,10.1021/acsami.8b08658,10.1021_acsami.8b08658,Fig7_D_stability_performance_curve_pce,Fig7_D,Fig7,_D,Series_2,MAPbI₃₋ₓClₓ,days,24.0,49.54058917780693,1188.9741402673662,71,x_time_day/10.1021_acsami.8b08658/Fig7_D_stability_performance_curve_pce/accepted/10.1021_acsami.8b08658__Fig7__D__stability_performance_curve_pce__MAPbI₃₋ₓClₓ__Series_2.csv
444,x_time_day,10.1021/acsami.8b09461,10.1021_acsami.8b09461,Fig8_A_stability_performance_curve_pce,Fig8_A,Fig8,_A,Series_1,3D,days,24.0,77.59034885408474,1862.1683724980337,63,x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv
445,x_time_day,10.1021/acsami.8b10062,10.1021_acsami.8b10062,Fig9_C_stability_performance_curve_pce,Fig9_C,Fig9,_C,Series_2,TiO2,days,24.0,59.09082860657479,1418.1798865577948,41,x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/accepted/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv
446,x_time_day,10.1021/acsami.8b18200,10.1021_acsami.8b18200,Fig7_C_eqe,Fig7_C,Fig7,_C,Series_1,PEDOT_PSS(NoPVP),days,24.0,92.60501794526442,2222.520430686346,39,x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv
447,x_time_day,10.1021/acsami.8b18200,10.1021_acsami.8b18200,Fig7_C_eqe,Fig7_C,Fig7,_C,Series_2,NiO_(No_PVP),days,24.0,98.160789613047,2355.8589507131283,42,x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv
448,x_time_day,10.1021/acsami.8b18807,10.1021_acsami.8b18807,Fig9_B_pce,Fig9_B,Fig9,_B,Series_1,control,days,24.0,29.31379625906787,703.5311102176289,34,x_time_day/10.1021_acsami.8b18807/Fig9_B_pce/accepted/10.1021_acsami.8b18807__Fig9__B__pce__control__Series_1.csv
