curve_id,qc_status,qc_reason,n_points_original,pce_max,doi,figure_label,series_id,unit_label
x_time_h/10.1039_d0ta12286f/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d0ta12286f__Fig5__B__stability_performance_curve_pce__FA0.8Cs0.2Pb(1o.6Br0.4)3-based_tandem__Series_2.csv,included,,21.0,0.9720640692636724,10.1039/d0ta12286f,Fig5_B,Series_2,hours
x_time_h/10.1039_d0ta12342k/Fig5_C_stability_performance_curve_pce/accepted/10.1039_d0ta12342k__Fig5__C__stability_performance_curve_pce__Pristine__Series_2.csv,included,,19.0,0.9300844012443013,10.1039/d0ta12342k,Fig5_C,Series_2,hours
x_time_h/10.1039_d0tc01244k/Fig5_whole_stability/accepted/10.1039_d0tc01244k__Fig5__whole__stability__Control__Series_2.csv,included,,23.0,0.9957393418276723,10.1039/d0tc01244k,Fig5,Series_2,hours
x_time_h/10.1039_d0tc01244k/Fig5_whole_stability/accepted/10.1039_d0tc01244k__Fig5__whole__stability__PEAI_anti-solvent__Series_3.csv,included,,21.0,0.9868691890995399,10.1039/d0tc01244k,Fig5,Series_3,hours
x_time_h/10.1039_d0tc01244k/Fig5_whole_stability/accepted/10.1039_d0tc01244k__Fig5__whole__stability__PEAI_layer__Series_1.csv,included,,23.0,0.9957393418276723,10.1039/d0tc01244k,Fig5,Series_1,hours
x_time_h/10.1039_d0tc02078h/Fig5_whole_stability_performance_curve_pce/accepted/10.1039_d0tc02078h__Fig5__whole__stability_performance_curve_pce__Standard__Series_3.csv,included,,28.0,0.9988297556324425,10.1039/d0tc02078h,Fig5,Series_3,hours
x_time_h/10.1039_d0tc02438d/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d0tc02438d__Fig4__C__stability_performance_curve_pce__c-TiO₂__Series_3.csv,included,,34.0,0.9832387845981352,10.1039/d0tc02438d,Fig4_C,Series_3,hours
x_time_h/10.1039_d0tc04056h/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d0tc04056h__Fig6__D__stability_performance_curve_pce__0_%__Series_1.csv,included,,25.0,1.001771255854411,10.1039/d0tc04056h,Fig6_D,Series_1,hours
x_time_h/10.1039_d0tc04624h/Fig6_F_stability_performance_curve/accepted/10.1039_d0tc04624h__Fig6__F__stability_performance_curve__without_CoBr₂__Series_2.csv,included,,22.0,1.0186831231366391,10.1039/d0tc04624h,Fig6_F,Series_2,hours
x_time_h/10.1039_d0tc05113f/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d0tc05113f__Fig5__F__stability_performance_curve_pce__W_OPTB7__Series_1.csv,included,,51.0,0.9941854003685465,10.1039/d0tc05113f,Fig5_F,Series_1,hours
x_time_h/10.1039_d0tc05455k/Fig6_B_stability_performance_curve_pce/accepted/10.1039_d0tc05455k__Fig6__B__stability_performance_curve_pce__CsPbIBr₂__Series_1.csv,included,,34.0,1.0000975585490413,10.1039/d0tc05455k,Fig6_B,Series_1,hours
x_time_h/10.1039_d1cp02596a/Fig5_G_stability_performance_curve/accepted/10.1039_d1cp02596a__Fig5__G__stability_performance_curve__FASnl__Series_2.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 84% of window)",9.0,,10.1039/d1cp02596a,Fig5_G,Series_2,hours
x_time_h/10.1039_d1ee00116g/Fig1_F_stability_performance_curve_jsc/accepted/10.1039_d1ee00116g__Fig1__F__stability_performance_curve_jsc__Unpolished_CFM_device__Series_1.csv,included,,103.0,19.17370187638494,10.1039/d1ee00116g,Fig1_F,Series_1,hours
x_time_h/10.1039_d1ma00861g/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d1ma00861g__Fig6__D__stability_performance_curve_pce__PSC-CuSCN__Series_3.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 88% of window)",7.0,,10.1039/d1ma00861g,Fig6_D,Series_3,hours
x_time_h/10.1039_d1ma00861g/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d1ma00861g__Fig6__D__stability_performance_curve_pce__PSC-HTMFree__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 88% of window)",7.0,,10.1039/d1ma00861g,Fig6_D,Series_1,hours
x_time_h/10.1039_d1ma00861g/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d1ma00861g__Fig6__D__stability_performance_curve_pce__PSC-Spiro__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 74% of window)",6.0,,10.1039/d1ma00861g,Fig6_D,Series_2,hours
x_time_h/10.1039_d1ma00975c/Fig9_A_stability_performance_curve_voc/accepted/10.1039_d1ma00975c__Fig9__A__stability_performance_curve_voc__GVL_only__Series_1.csv,included,,38.0,0.9923525286382339,10.1039/d1ma00975c,Fig9_A,Series_1,hours
x_time_h/10.1039_d1na00172h/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig5__B__stability_performance_curve_pce__Series_1__Series_1.csv,included,,16.0,0.9603309419911208,10.1039/d1na00172h,Fig5_B,Series_1,hours
x_time_h/10.1039_d1na00172h/Fig6_B_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig6__B__stability_performance_curve_pce__PSC-2__Series_2.csv,included,,72.0,0.995696953381653,10.1039/d1na00172h,Fig6_B,Series_2,hours
x_time_h/10.1039_d1na00172h/Fig6_B_stability_performance_curve_pce/accepted/10.1039_d1na00172h__Fig6__B__stability_performance_curve_pce__PSC-Ref__Series_1.csv,included,,71.0,0.9713841374225946,10.1039/d1na00172h,Fig6_B,Series_1,hours
x_time_h/10.1039_d1na00173f/Fig5_D_stability_performance_curve/accepted/10.1039_d1na00173f__Fig5__D__stability_performance_curve__ZIF-8@FAI__Series_4.csv,included,,15.0,0.990931354062277,10.1039/d1na00173f,Fig5_D,Series_4,hours
x_time_h/10.1039_d1na00173f/Fig5_D_stability_performance_curve/accepted/10.1039_d1na00173f__Fig5__D__stability_performance_curve__ZIF-8@MAI__Series_3.csv,included,,15.0,0.9937681207222243,10.1039/d1na00173f,Fig5_D,Series_3,hours
x_time_h/10.1039_d1na00173f/Fig5_D_stability_performance_curve/accepted/10.1039_d1na00173f__Fig5__D__stability_performance_curve__ZIF-8__Series_2.csv,included,,15.0,0.999441654042119,10.1039/d1na00173f,Fig5_D,Series_2,hours
x_time_h/10.1039_d1na00173f/Fig5_D_stability_performance_curve/accepted/10.1039_d1na00173f__Fig5__D__stability_performance_curve__o-Pristine__Series_1.csv,included,,15.0,0.9824210540824349,10.1039/d1na00173f,Fig5_D,Series_1,hours
x_time_h/10.1039_d1na00173f/Fig5_E_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__E__mppt_stability_performance_curve_spectrum__Pristine__Series_1.csv,included,,16.0,1.0035222018575616,10.1039/d1na00173f,Fig5_E,Series_1,hours
x_time_h/10.1039_d1na00173f/Fig5_E_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__E__mppt_stability_performance_curve_spectrum__ZIF-8@FAI__Series_4.csv,included,,15.0,0.9965104730521328,10.1039/d1na00173f,Fig5_E,Series_4,hours
x_time_h/10.1039_d1na00173f/Fig5_E_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__E__mppt_stability_performance_curve_spectrum__ZIF-8@MAI__Series_3.csv,included,,15.0,1.0021803414093955,10.1039/d1na00173f,Fig5_E,Series_3,hours
x_time_h/10.1039_d1na00173f/Fig5_E_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__E__mppt_stability_performance_curve_spectrum__ZIF-8__Series_2.csv,included,,16.0,0.9998909900627451,10.1039/d1na00173f,Fig5_E,Series_2,hours
x_time_h/10.1039_d1na00173f/Fig5_F_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__F__mppt_stability_performance_curve_spectrum__Pristine_biased_at_0.85_V__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 8% of window)",6.0,,10.1039/d1na00173f,Fig5_F,Series_2,hours
x_time_h/10.1039_d1na00173f/Fig5_F_mppt_stability_performance_curve_spectrum/accepted/10.1039_d1na00173f__Fig5__F__mppt_stability_performance_curve_spectrum__ZIF-8@FAI_biased_at_0.85_V__Series_1.csv,included,,47.0,0.9946615163981705,10.1039/d1na00173f,Fig5_F,Series_1,hours
x_time_h/10.1039_d1qm00435b/Fig7_A_stability/accepted/10.1039_d1qm00435b__Fig7__A__stability__Spiro-OMeTAD-based_PSC__Series_2.csv,included,,49.0,1.006896405301183,10.1039/d1qm00435b,Fig7_A,Series_2,hours
x_time_h/10.1039_d1qm00680k/Fig5_C_stability_performance_curve_pce/accepted/10.1039_d1qm00680k__Fig5__C__stability_performance_curve_pce__Pristine__Series_2.csv,included,,27.0,0.9707319694121451,10.1039/d1qm00680k,Fig5_C,Series_2,hours
x_time_h/10.1039_d1ra01236c/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__0%__Series_1.csv,included,,12.0,0.9925111741821011,10.1039/d1ra01236c,Fig7_A,Series_1,hours
x_time_h/10.1039_d1ra01236c/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__5%__Series_2.csv,included,,12.0,0.9993367431081266,10.1039/d1ra01236c,Fig7_A,Series_2,hours
x_time_h/10.1039_d1ra01236c/Fig7_B_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__B__stability_performance_curve_pce__0%__Series_2.csv,included,,21.0,0.9495683826990104,10.1039/d1ra01236c,Fig7_B,Series_2,hours
x_time_h/10.1039_d1ra01236c/Fig7_B_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__B__stability_performance_curve_pce__5%__Series_1.csv,included,,23.0,0.9704858030842185,10.1039/d1ra01236c,Fig7_B,Series_1,hours
x_time_h/10.1039_d1ta04922d/Fig6_B_stability_performance_curve/accepted/10.1039_d1ta04922d__Fig6__B__stability_performance_curve__w_o_[PNA]BF₄__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 91% of window)",9.0,,10.1039/d1ta04922d,Fig6_B,Series_1,hours
x_time_h/10.1039_d1ta05537b/Fig7_D_stability_performance_curve_pce/accepted/10.1039_d1ta05537b__Fig7__D__stability_performance_curve_pce__w_o_CsPbBr₃__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",7.0,,10.1039/d1ta05537b,Fig7_D,Series_1,hours
x_time_h/10.1039_d1ta05699a/Fig5_E_stability_performance_curve/accepted/10.1039_d1ta05699a__Fig5__E__stability_performance_curve__Control__Series_2.csv,included,,70.0,0.9941803271125228,10.1039/d1ta05699a,Fig5_E,Series_2,hours
x_time_h/10.1039_d1ta05699a/Fig5_E_stability_performance_curve/accepted/10.1039_d1ta05699a__Fig5__E__stability_performance_curve__n-Babr__Series_4.csv,included,,70.0,0.9979318943761029,10.1039/d1ta05699a,Fig5_E,Series_4,hours
x_time_h/10.1039_d1ta05699a/Fig5_E_stability_performance_curve/accepted/10.1039_d1ta05699a__Fig5__E__stability_performance_curve__n-DAbr__Series_1.csv,included,,70.0,1.005435028903263,10.1039/d1ta05699a,Fig5_E,Series_1,hours
x_time_h/10.1039_d1tc01720a/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d1tc01720a__Fig4__C__stability_performance_curve_pce__Control__Series_1.csv,included,,12.0,99.93310158299879,10.1039/d1tc01720a,Fig4_C,Series_1,hours
x_time_h/10.1039_d2ma00391k/Fig5_H_stability_performance_curve/accepted/10.1039_d2ma00391k__Fig5__H__stability_performance_curve__control__Series_3.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 81% of window)",8.0,,10.1039/d2ma00391k,Fig5_H,Series_3,hours
x_time_h/10.1039_d2ma00391k/Fig5_I_stability/accepted/10.1039_d2ma00391k__Fig5__I__stability__control__Series_1.csv,included,,40.0,0.9928185062653127,10.1039/d2ma00391k,Fig5_I,Series_1,hours
x_time_h/10.1039_d2ma00431c/Fig4_C_mppt_stability_performance_curve_pce_structure/accepted/10.1039_d2ma00431c__Fig4__C__mppt_stability_performance_curve_pce_structure__RS-PVK__Series_1.csv,included,,78.0,97.35009546479493,10.1039/d2ma00431c,Fig4_C,Series_1,hours
x_time_h/10.1039_d2ta05836g/Fig6_G_stability_performance_curve_pce/accepted/10.1039_d2ta05836g__Fig6__G__stability_performance_curve_pce__oControl__Series_1.csv,included,,22.0,1.0030650959485694,10.1039/d2ta05836g,Fig6_G,Series_1,hours
x_time_h/10.1039_d3cc02709k/Fig4_D_stability/accepted/10.1039_d3cc02709k__Fig4__D__stability__Control__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 79% of window)",4.0,,10.1039/d3cc02709k,Fig4_D,Series_2,hours
x_time_h/10.1039_d3ee00423f/Fig4_H_stability_performance_curve_pce/accepted/10.1039_d3ee00423f__Fig4__H__stability_performance_curve_pce__Control__Series_2.csv,included,,22.0,1.0117705122178404,10.1039/d3ee00423f,Fig4_H,Series_2,hours
x_time_h/10.1039_d3ee02344c/Fig5_A_mppt_stability_performance_curve_pce/accepted/10.1039_d3ee02344c__Fig5__A__mppt_stability_performance_curve_pce__Reference__Series_3.csv,included,,11.0,0.9670777594890888,10.1039/d3ee02344c,Fig5_A,Series_3,hours
x_time_h/10.1039_d3ee02344c/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ee02344c__Fig5__B__stability_performance_curve_pce__Reference__Series_3.csv,included,,11.0,0.9784143931034487,10.1039/d3ee02344c,Fig5_B,Series_3,hours
x_time_h/10.1039_d3ee03687a/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ee03687a__Fig5__B__stability_performance_curve_pce__AS__Series_1.csv,included,,11.0,0.9970606678475384,10.1039/d3ee03687a,Fig5_B,Series_1,hours
x_time_h/10.1039_d3ma00285c/Fig7_D_mppt_stability_performance_curve_pce_photovoltaic_parameter/accepted/10.1039_d3ma00285c__Fig7__D__mppt_stability_performance_curve_pce_photovoltaic_parameter__2D_3D_prvk__Series_2.csv,included,,24.0,0.9874129175371664,10.1039/d3ma00285c,Fig7_D,Series_2,hours
x_time_h/10.1039_d3mh00219e/Fig3_E_stability_performance_curve_pce/accepted/10.1039_d3mh00219e__Fig3__E__stability_performance_curve_pce__(sc)BCB-C4PA_20%__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 95% of window)",7.0,,10.1039/d3mh00219e,Fig3_E,Series_1,hours
x_time_h/10.1039_d3sc02845c/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d3sc02845c__Fig6__A__stability_performance_curve_pce__TMDAP-EP-OMeDPA__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 76% of window)",6.0,,10.1039/d3sc02845c,Fig6_A,Series_1,hours
x_time_h/10.1039_d3sc02845c/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d3sc02845c__Fig6__A__stability_performance_curve_pce__TMDAP-OMeDPA__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 76% of window)",6.0,,10.1039/d3sc02845c,Fig6_A,Series_2,hours
x_time_h/10.1039_d3se00435j/Fig8_B_stability_performance_curve_pce/accepted/10.1039_d3se00435j__Fig8__B__stability_performance_curve_pce__Reference__Series_2.csv,included,,10.0,0.8797226212777918,10.1039/d3se00435j,Fig8_B,Series_2,hours
x_time_h/10.1039_d3ta01935g/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__F__stability_performance_curve_pce__Pure_F-PEA__Series_3.csv,included,,48.0,1.000846663351835,10.1039/d3ta01935g,Fig5_F,Series_3,hours
x_time_h/10.1039_d3ta01935g/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__F__stability_performance_curve_pce__Pure_iso-BA__Series_1.csv,included,,48.0,0.9865110232369579,10.1039/d3ta01935g,Fig5_F,Series_1,hours
x_time_h/10.1039_d3ta01935g/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__F__stability_performance_curve_pce__iso-BA_F-PEA__Series_2.csv,included,,48.0,1.0037137913748102,10.1039/d3ta01935g,Fig5_F,Series_2,hours
x_time_h/10.1039_d3ta02892e/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d3ta02892e__Fig5__F__stability_performance_curve_pce__S-CsSnl₃__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 91% of window)",7.0,,10.1039/d3ta02892e,Fig5_F,Series_1,hours
x_time_h/10.1039_d3ta07690c/Fig6_F_stability_performance_curve_pce/accepted/10.1039_d3ta07690c__Fig6__F__stability_performance_curve_pce__Control__Series_1.csv,included,,36.0,0.9960669881095893,10.1039/d3ta07690c,Fig6_F,Series_1,hours
x_time_h/10.1039_d3ta07845k/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d3ta07845k__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 91% of window)",8.0,,10.1039/d3ta07845k,Fig5_A,Series_1,hours
x_time_h/10.1039_d3ta07845k/Fig5_B_stability_performance_curve_pce/accepted/10.1039_d3ta07845k__Fig5__B__stability_performance_curve_pce__Control__Series_2.csv,included,,29.0,19.082288896771182,10.1039/d3ta07845k,Fig5_B,Series_2,hours
x_time_h/10.1039_d3ta07851e/Fig3_E_stability_performance_curve_pce/accepted/10.1039_d3ta07851e__Fig3__E__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,included,,52.0,1.0015399196898127,10.1039/d3ta07851e,Fig3_E,Series_2,hours
x_time_h/10.1039_d3ya00065f/Fig7_F_stability_performance_curve_pce/accepted/10.1039_d3ya00065f__Fig7__F__stability_performance_curve_pce__Control__Series_3.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 94% of window)",7.0,,10.1039/d3ya00065f,Fig7_F,Series_3,hours
x_time_h/10.1039_d4ee01841a/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d4ee01841a__Fig6__A__stability_performance_curve_pce__Reference__Series_1.csv,included,,55.0,1.0018770388114384,10.1039/d4ee01841a,Fig6_A,Series_1,hours
x_time_h/10.1039_d4ee01960a/Fig5_A_stability_performance_curve/accepted/10.1039_d4ee01960a__Fig5__A__stability_performance_curve__4PACz__Series_2.csv,included,,17.0,0.9916088171375377,10.1039/d4ee01960a,Fig5_A,Series_2,hours
x_time_h/10.1039_d4ee01960a/Fig5_C_stability_performance_curve/accepted/10.1039_d4ee01960a__Fig5__C__stability_performance_curve__0-4PACz__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",9.0,,10.1039/d4ee01960a,Fig5_C,Series_1,hours
x_time_h/10.1039_d4ee02427c/Fig3_E_mppt_stability_performance_curve_density_of_states/accepted/10.1039_d4ee02427c__Fig3__E__mppt_stability_performance_curve_density_of_states__Control__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 90% of window)",5.0,,10.1039/d4ee02427c,Fig3_E,Series_2,hours
x_time_h/10.1039_d4ee02427c/Fig3_M_mppt_stability_performance_curve_density_of_states/accepted/10.1039_d4ee02427c__Fig3__M__mppt_stability_performance_curve_density_of_states__Control__Series_2.csv,included,,19.0,1.0094057362723765,10.1039/d4ee02427c,Fig3_M,Series_2,hours
x_time_h/10.1039_d4ee02427c/Fig4_H_mppt_stability_performance_curve_pce_eqe/accepted/10.1039_d4ee02427c__Fig4__H__mppt_stability_performance_curve_pce_eqe__Control__Series_2.csv,included,,12.0,0.9956335153613118,10.1039/d4ee02427c,Fig4_H,Series_2,hours
x_time_h/10.1039_d4ee03001j/Fig2_E_stability_performance_curve/accepted/10.1039_d4ee03001j__Fig2__E__stability_performance_curve__PEDOT_PSS_MAPI+GASCN__Series_3.csv,included,,32.0,13.051416523571923,10.1039/d4ee03001j,Fig2_E,Series_3,hours
x_time_h/10.1039_d4ee03001j/Fig2_E_stability_performance_curve/accepted/10.1039_d4ee03001j__Fig2__E__stability_performance_curve__PEDOT_PSS_MAPI__Series_2.csv,included,,31.0,13.2955135224107,10.1039/d4ee03001j,Fig2_E,Series_2,hours
x_time_h/10.1039_d4ee03001j/Fig2_F_stability_performance_curve/accepted/10.1039_d4ee03001j__Fig2__F__stability_performance_curve__PEDOT_PSS_MAPI__Series_2.csv,included,,31.0,11.176495702952366,10.1039/d4ee03001j,Fig2_F,Series_2,hours
x_time_h/10.1039_d4ee03001j/Fig5_F_mppt_stability_performance_curve_jsc/accepted/10.1039_d4ee03001j__Fig5__F__mppt_stability_performance_curve_jsc__Control__Series_2.csv,included,,50.0,0.9377708970037567,10.1039/d4ee03001j,Fig5_F,Series_2,hours
x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CP__Series_3.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 64% of window)",7.0,,10.1039/d4ee03897e,Fig7_A,Series_3,hours
x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CQ__Series_1.csv,included,,10.0,1.0261156485392837,10.1039/d4ee03897e,Fig7_A,Series_1,hours
x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 75% of window)",8.0,,10.1039/d4ee03897e,Fig7_A,Series_2,hours
x_time_h/10.1039_d4ee05699j/Fig4_I_stability_performance_curve_pce/accepted/10.1039_d4ee05699j__Fig4__I__stability_performance_curve_pce__Control-PSMs__Series_2.csv,included,,14.0,18.271065674596848,10.1039/d4ee05699j,Fig4_I,Series_2,hours
x_time_h/10.1039_d4ee05703a/Fig6_D_mppt_stability/accepted/10.1039_d4ee05703a__Fig6__D__mppt_stability__ALD-0.75nm__Series_1.csv,included,,13.0,12.57632597297947,10.1039/d4ee05703a,Fig6_D,Series_1,hours
x_time_h/10.1039_d4ee05703a/Fig6_D_mppt_stability/accepted/10.1039_d4ee05703a__Fig6__D__mppt_stability__Uncoated__Series_2.csv,included,,10.0,9.38327391450747,10.1039/d4ee05703a,Fig6_D,Series_2,hours
x_time_h/10.1039_d4ee06038e/Fig4_F_stability_performance_curve_pce/accepted/10.1039_d4ee06038e__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 83% of window)",8.0,,10.1039/d4ee06038e,Fig4_F,Series_1,hours
x_time_h/10.1039_d4qi00166d/Fig7_A_stability_performance_curve_pce_spectrum/accepted/10.1039_d4qi00166d__Fig7__A__stability_performance_curve_pce_spectrum__SnO₂__Series_1.csv,included,,18.0,0.9950792555232174,10.1039/d4qi00166d,Fig7_A,Series_1,hours
x_time_h/10.1039_d4ra08786k/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ra08786k__Fig7__A__stability_performance_curve_pce__Untreated_Initial_PCE_=_16.67%__Series_1.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 81% of window)",6.0,,10.1039/d4ra08786k,Fig7_A,Series_1,hours
x_time_h/10.1039_d4ra08786k/Fig7_B_stability_performance_curve_pce/accepted/10.1039_d4ra08786k__Fig7__B__stability_performance_curve_pce__Untreated_Initial_PCE_=_16.51%__Series_2.csv,included,,16.0,16.543305286031426,10.1039/d4ra08786k,Fig7_B,Series_2,hours
x_time_h/10.1039_d4sc02020k/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d4sc02020k__Fig4__C__stability_performance_curve_pce__PTAA_Li-CYCLIC__Series_2.csv,included,,10.0,1.002580370498595,10.1039/d4sc02020k,Fig4_C,Series_2,hours
x_time_h/10.1039_d4sc02020k/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d4sc02020k__Fig4__C__stability_performance_curve_pce__PTAA_Li-TFSI__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 82% of window)",9.0,,10.1039/d4sc02020k,Fig4_C,Series_1,hours
x_time_h/10.1039_d4sc04819a/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d4sc04819a__Fig5__E__stability_performance_curve_pce__Ref__Series_1.csv,included,,31.0,0.9637329619709953,10.1039/d4sc04819a,Fig5_E,Series_1,hours
x_time_h/10.1039_d4sc04819a/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d4sc04819a__Fig5__F__stability_performance_curve_pce__Ref__Series_1.csv,included,,32.0,0.9964594933330135,10.1039/d4sc04819a,Fig5_F,Series_1,hours
x_time_h/10.1039_d4sc07759h/Fig1_C_stability_performance_curve_pce/accepted/10.1039_d4sc07759h__Fig1__C__stability_performance_curve_pce__Pbl2+FA1__Series_2.csv,included,,36.0,0.9979586457867495,10.1039/d4sc07759h,Fig1_C,Series_2,hours
x_time_h/10.1039_d4sc08810g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d4sc08810g__Fig5__E__stability_performance_curve_pce__MPA-CPA__Series_1.csv,included,,25.0,0.9625506207379052,10.1039/d4sc08810g,Fig5_E,Series_1,hours
x_time_h/10.1039_d4sc08810g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d4sc08810g__Fig5__E__stability_performance_curve_pce__Me_HPA-CPA__Series_2.csv,included,,25.0,1.004705504118943,10.1039/d4sc08810g,Fig5_E,Series_2,hours
x_time_h/10.1039_d4se01227e/Fig3_B_stability_performance_curve_voc_plot/accepted/10.1039_d4se01227e__Fig3__B__stability_performance_curve_voc_plot__BAI-OAI__Series_1.csv,included,,39.0,21.494253830435625,10.1039/d4se01227e,Fig3_B,Series_1,hours
x_time_h/10.1039_d4se01227e/Fig3_B_stability_performance_curve_voc_plot/accepted/10.1039_d4se01227e__Fig3__B__stability_performance_curve_voc_plot__BAI__Series_2.csv,included,,38.0,21.09933471983119,10.1039/d4se01227e,Fig3_B,Series_2,hours
x_time_h/10.1039_d4se01227e/Fig3_B_stability_performance_curve_voc_plot/accepted/10.1039_d4se01227e__Fig3__B__stability_performance_curve_voc_plot__OAl__Series_3.csv,included,,39.0,21.055454818652922,10.1039/d4se01227e,Fig3_B,Series_3,hours
x_time_h/10.1039_d4se01227e/Fig3_B_stability_performance_curve_voc_plot/accepted/10.1039_d4se01227e__Fig3__B__stability_performance_curve_voc_plot__Without__Series_4.csv,included,,39.0,19.080859265630764,10.1039/d4se01227e,Fig3_B,Series_4,hours
x_time_h/10.1039_d4su00641k/Fig1_whole_stability_performance_curve/accepted/10.1039_d4su00641k__Fig1__whole__stability_performance_curve__Mixed_perovskite__Series_1.csv,included,,44.0,98.46335138264322,10.1039/d4su00641k,Fig1,Series_1,hours
x_time_h/10.1039_d4su00641k/Fig1_whole_stability_performance_curve/accepted/10.1039_d4su00641k__Fig1__whole__stability_performance_curve__Pure_perovskite__Series_2.csv,included,,46.0,99.84024107398005,10.1039/d4su00641k,Fig1,Series_2,hours
x_time_h/10.1039_d4ta03516j/Fig6_E_stability_performance_curve/accepted/10.1039_d4ta03516j__Fig6__E__stability_performance_curve__Control__Series_2.csv,excluded,"Too few unique time points (2) in [0,200]h window (data spans 44% of window)",2.0,,10.1039/d4ta03516j,Fig6_E,Series_2,hours
x_time_h/10.1039_d4ta04853a/Fig4_A_stability_performance_curve_pce/accepted/10.1039_d4ta04853a__Fig4__A__stability_performance_curve_pce__Control__Series_1.csv,included,,11.0,23.788414187024458,10.1039/d4ta04853a,Fig4_A,Series_1,hours
x_time_h/10.1039_d4ta05155f/Fig6_B_stability_performance_curve_pce/accepted/10.1039_d4ta05155f__Fig6__B__stability_performance_curve_pce__Control__Series_1.csv,included,,11.0,0.9994169868392878,10.1039/d4ta05155f,Fig6_B,Series_1,hours
