curve_id,sample_id,source_absolute_path,source_relative_path,top_dir,doi_dir,doi,figure_folder,series_id,unit_factor_to_hours,unit_label,unit_source,y_axis_name,y_axis_unit,n_raw_points,n_unique_points_0_200h,start_time_absolute_h,end_time_absolute_h,duration_h,global_max_pce_time_relative_h,global_max_pce_value,duration_ge_200h,global_max_pce_by_200h,paper_selected_min4,main_selected_min10,selection_or_exclusion_reasons
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,10.1002/adfm.201807024|Fig6_D_pce|10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002_adfm.201807024,10.1002/adfm.201807024,Fig6_D_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,18,8,-1.3882370374635684,428.0615236986405,429.44976073610405,0.0,0.9967099413295936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1007_s40820-025-01817-x/Fig5_F_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-025-01817-x__Fig5__F__mppt_stability_performance_curve_pce__Perovskite__Series_1.csv,10.1007/s40820-025-01817-x|Fig5_F_mppt_stability_performance_curve_pce|10.1007_s40820-025-01817-x__Fig5__F__mppt_stability_performance_curve_pce__Perovskite__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1007_s40820-025-01817-x/Fig5_F_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-025-01817-x__Fig5__F__mppt_stability_performance_curve_pce__Perovskite__Series_1.csv,x_time_h/10.1007_s40820-025-01817-x/Fig5_F_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-025-01817-x__Fig5__F__mppt_stability_performance_curve_pce__Perovskite__Series_1.csv,x_time_h,10.1007_s40820-025-01817-x,10.1007/s40820-025-01817-x,Fig5_F_mppt_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,50,8,11.76621998454786,1285.4317712625689,1273.665551278021,0.0,0.977035850430984,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1007_s40843-019-1174-3/Fig7_D_stability_performance_curve_pce/accepted/10.1007_s40843-019-1174-3__Fig7__D__stability_performance_curve_pce__3D__Series_2.csv,10.1007/s40843-019-1174-3|Fig7_D_stability_performance_curve_pce|10.1007_s40843-019-1174-3__Fig7__D__stability_performance_curve_pce__3D__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1007_s40843-019-1174-3/Fig7_D_stability_performance_curve_pce/accepted/10.1007_s40843-019-1174-3__Fig7__D__stability_performance_curve_pce__3D__Series_2.csv,x_time_h/10.1007_s40843-019-1174-3/Fig7_D_stability_performance_curve_pce/accepted/10.1007_s40843-019-1174-3__Fig7__D__stability_performance_curve_pce__3D__Series_2.csv,x_time_h,10.1007_s40843-019-1174-3,10.1007/s40843-019-1174-3,Fig7_D_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,PCE,(%),36,36,-0.7789964766268156,190.50876948728967,191.28776596391648,0.0,16.44814324926147,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,10.1016/j.apsusc.2018.09.080|Fig16_whole_stability_performance_curve_pce|10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__ZnO_NRs__Series_1.csv,x_time_h,10.1016_j.apsusc.2018.09.080,10.1016/j.apsusc.2018.09.080,Fig16_whole_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized Efficiency,(%),62,62,23.132533328539385,166.31944576999015,143.18691244145077,0.0,99.87199015355347,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2.csv,10.1016/j.apsusc.2018.09.080|Fig16_whole_stability_performance_curve_pce|10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2.csv,x_time_h/10.1016_j.apsusc.2018.09.080/Fig16_whole_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2018.09.080__Fig16__whole__stability_performance_curve_pce__→ZnO@TiO2_NRs__Series_2.csv,x_time_h,10.1016_j.apsusc.2018.09.080,10.1016/j.apsusc.2018.09.080,Fig16_whole_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized Efficiency,(%),62,62,24.775661831965873,167.96257427341664,143.18691244145077,0.0,100.18717579390494,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.apsusc.2019.143552/Fig10_whole_figure/accepted/10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1.csv,10.1016/j.apsusc.2019.143552|Fig10_whole_figure|10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.apsusc.2019.143552/Fig10_whole_figure/accepted/10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1.csv,x_time_h/10.1016_j.apsusc.2019.143552/Fig10_whole_figure/accepted/10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1.csv,x_time_h,10.1016_j.apsusc.2019.143552,10.1016/j.apsusc.2019.143552,Fig10_whole_figure,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,(a.u.),75,75,-0.681154286592907,167.91248461454308,168.593638901136,0.0,0.9989010945121674,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.apsusc.2023.157901/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2023.157901__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,10.1016/j.apsusc.2023.157901|Fig5_A_stability_performance_curve_pce|10.1016_j.apsusc.2023.157901__Fig5__A__stability_performance_curve_pce__Pristine__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.apsusc.2023.157901/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2023.157901__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_h/10.1016_j.apsusc.2023.157901/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2023.157901__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_h,10.1016_j.apsusc.2023.157901,10.1016/j.apsusc.2023.157901,Fig5_A_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,60,9,-1.293425271523347,1429.2907613462712,1430.5841866177946,0.0,1.0011330152928812,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__Pristine__Series_1.csv,10.1016/j.cej.2020.126548|Fig7_E_stability_performance_curve_retention_pce|10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__Pristine__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__Pristine__Series_1.csv,x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__Pristine__Series_1.csv,x_time_h,10.1016_j.cej.2020.126548,10.1016/j.cej.2020.126548,Fig7_E_stability_performance_curve_retention_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,48,8,-3.509429313726713,1179.1016712240958,1182.6111005378225,0.0,1.0036660210356618,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__UV-360__Series_2.csv,10.1016/j.cej.2020.126548|Fig7_E_stability_performance_curve_retention_pce|10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__UV-360__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__UV-360__Series_2.csv,x_time_h/10.1016_j.cej.2020.126548/Fig7_E_stability_performance_curve_retention_pce/accepted/10.1016_j.cej.2020.126548__Fig7__E__stability_performance_curve_retention_pce__UV-360__Series_2.csv,x_time_h,10.1016_j.cej.2020.126548,10.1016/j.cej.2020.126548,Fig7_E_stability_performance_curve_retention_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,,48,8,4.039152179067884,1186.6502527168905,1182.6111005378225,0.0,1.007110161558514,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__Pristine__Series_1.csv,10.1016/j.cej.2020.126548|Fig7_F_stability_performance_curve_pce|10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__Pristine__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_h,10.1016_j.cej.2020.126548,10.1016/j.cej.2020.126548,Fig7_F_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,48,8,2.0916599695462423,1179.8727708881988,1177.7811109186525,0.0,1.0086469734230474,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__UV-360__Series_2.csv,10.1016/j.cej.2020.126548|Fig7_F_stability_performance_curve_pce|10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__UV-360__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__UV-360__Series_2.csv,x_time_h/10.1016_j.cej.2020.126548/Fig7_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__F__stability_performance_curve_pce__UV-360__Series_2.csv,x_time_h,10.1016_j.cej.2020.126548,10.1016/j.cej.2020.126548,Fig7_F_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,,47,8,7.103494484093716,1159.825432830009,1152.7219383459153,50.118345145474564,1.012032698356565,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.126855/Fig5_whole_stability/accepted/10.1016_j.cej.2020.126855__Fig5__whole__stability__Pristine__Series_1.csv,10.1016/j.cej.2020.126855|Fig5_whole_stability|10.1016_j.cej.2020.126855__Fig5__whole__stability__Pristine__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.126855/Fig5_whole_stability/accepted/10.1016_j.cej.2020.126855__Fig5__whole__stability__Pristine__Series_1.csv,x_time_h/10.1016_j.cej.2020.126855/Fig5_whole_stability/accepted/10.1016_j.cej.2020.126855__Fig5__whole__stability__Pristine__Series_1.csv,x_time_h,10.1016_j.cej.2020.126855,10.1016/j.cej.2020.126855,Fig5_whole_stability,Series_1,1.0,h,validation.axis.x.unit,PCE,(%),120,9,-12.908490963784004,2807.7388907982067,2820.647381761991,94.81167669788204,20.497342840811058,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2020.127579/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.127579__Fig6__B__stability_performance_curve_pce__control__Series_1.csv,10.1016/j.cej.2020.127579|Fig6_B_stability_performance_curve_pce|10.1016_j.cej.2020.127579__Fig6__B__stability_performance_curve_pce__control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2020.127579/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.127579__Fig6__B__stability_performance_curve_pce__control__Series_1.csv,x_time_h/10.1016_j.cej.2020.127579/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.127579__Fig6__B__stability_performance_curve_pce__control__Series_1.csv,x_time_h,10.1016_j.cej.2020.127579,10.1016/j.cej.2020.127579,Fig6_B_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,88,5,14.014123445370615,4144.36405942008,4130.349935974709,0.0,0.981690180686871,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2021.130685/Fig5_E_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__E__stability_performance_curve_pce__Control__Series_2.csv,10.1016/j.cej.2021.130685|Fig5_E_stability_performance_curve_pce|10.1016_j.cej.2021.130685__Fig5__E__stability_performance_curve_pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2021.130685/Fig5_E_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_h/10.1016_j.cej.2021.130685/Fig5_E_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1016_j.cej.2021.130685,10.1016/j.cej.2021.130685,Fig5_E_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized,(PCE),31,5,1.6988654156787106,1262.3037552365292,1260.6048898208505,0.0,0.9969642673485819,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2021.130685/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,10.1016/j.cej.2021.130685|Fig5_F_stability_performance_curve_pce|10.1016_j.cej.2021.130685__Fig5__F__stability_performance_curve_pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2021.130685/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,x_time_h/10.1016_j.cej.2021.130685/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130685__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1016_j.cej.2021.130685,10.1016/j.cej.2021.130685,Fig5_F_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized,(PCE),21,21,0.8876449055483562,105.7957938456318,104.90814894008345,0.0,0.9902183328719781,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.cej.2021.130841/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2.csv,10.1016/j.cej.2021.130841|Fig7_A_stability_performance_curve_pce|10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2021.130841/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2.csv,x_time_h/10.1016_j.cej.2021.130841/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2.csv,x_time_h,10.1016_j.cej.2021.130841,10.1016/j.cej.2021.130841,Fig7_A_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,,19,2,53.64334809030947,1940.1227480772673,1886.4793999869578,0.0,1.0007601853763817,True,True,False,False,unique_points_lt_4
x_time_h/10.1016_j.cej.2022.139047/Fig5_H_stability_performance_curve/accepted/10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2.csv,10.1016/j.cej.2022.139047|Fig5_H_stability_performance_curve|10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2022.139047/Fig5_H_stability_performance_curve/accepted/10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2.csv,x_time_h/10.1016_j.cej.2022.139047/Fig5_H_stability_performance_curve/accepted/10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2.csv,x_time_h,10.1016_j.cej.2022.139047,10.1016/j.cej.2022.139047,Fig5_H_stability_performance_curve,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,(%),26,8,7.91606695142346,639.8116041255588,631.8955371741354,0.0,99.43325142492499,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,10.1016/j.cej.2023.144561|Fig5_C_stability_performance_curve_pce|10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1016_j.cej.2023.144561,10.1016/j.cej.2023.144561,Fig5_C_stability_performance_curve_pce,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,,45,6,51.070389700672195,1540.0484499948018,1488.9780602941296,0.0,1.0059256353042392,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACI__Series_1.csv,10.1016/j.cej.2023.144561|Fig5_C_stability_performance_curve_pce|10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACI__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACI__Series_1.csv,x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACI__Series_1.csv,x_time_h,10.1016_j.cej.2023.144561,10.1016/j.cej.2023.144561,Fig5_C_stability_performance_curve_pce,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,52,6,30.766143423934068,1756.6270769466753,1725.860933522741,101.52123138369069,1.0041470260223477,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACVPPF__Series_3.csv,10.1016/j.cej.2023.144561|Fig5_C_stability_performance_curve_pce|10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACVPPF__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACVPPF__Series_3.csv,x_time_h/10.1016_j.cej.2023.144561/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.cej.2023.144561__Fig5__C__stability_performance_curve_pce__PEACVPPF__Series_3.csv,x_time_h,10.1016_j.cej.2023.144561,10.1016/j.cej.2023.144561,Fig5_C_stability_performance_curve_pce,Series_3,1.0,h,validation.axis.x.unit,Normalized PCE,,53,6,7.077856101072882,1766.7792000850443,1759.7013439839714,67.68082092246044,1.0059256353042392,True,True,True,False,unique_points_4_to_9_main_qc
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__FS__Series_1.csv,10.1016/j.electacta.2016.03.002|Fig7_A_stability_performance_curve|10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__FS__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__FS__Series_1.csv,x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__FS__Series_1.csv,x_time_h,10.1016_j.electacta.2016.03.002,10.1016/j.electacta.2016.03.002,Fig7_A_stability_performance_curve,Series_1,1.0,h,validation.axis.x.unit,PCE/Initial PCE,,70,70,-1.1925559948658275,165.41343418291575,166.60599017778156,0.0,1.004617422895795,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__LS__Series_2.csv,10.1016/j.electacta.2016.03.002|Fig7_A_stability_performance_curve|10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__LS__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__LS__Series_2.csv,x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__LS__Series_2.csv,x_time_h,10.1016_j.electacta.2016.03.002,10.1016/j.electacta.2016.03.002,Fig7_A_stability_performance_curve,Series_2,1.0,h,validation.axis.x.unit,PCE/Initial PCE,,70,70,-0.9510980380864353,165.65489213969514,166.60599017778156,0.0,1.0026938914504602,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__S__Series_3.csv,10.1016/j.electacta.2016.03.002|Fig7_A_stability_performance_curve|10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__S__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__S__Series_3.csv,x_time_h/10.1016_j.electacta.2016.03.002/Fig7_A_stability_performance_curve/accepted/10.1016_j.electacta.2016.03.002__Fig7__A__stability_performance_curve__S__Series_3.csv,x_time_h,10.1016_j.electacta.2016.03.002,10.1016/j.electacta.2016.03.002,Fig7_A_stability_performance_curve,Series_3,1.0,h,validation.axis.x.unit,PCE/Initial PCE,,69,69,2.1878554000456845,166.37926601003332,164.19141060998763,0.0,1.0007703600051256,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.electacta.2016.09.138/Fig6_D_eis_plot_stability_performance_curve/accepted/10.1016_j.electacta.2016.09.138__Fig6__D__eis_plot_stability_performance_curve__PEDOT_PSS__Series_1.csv,10.1016/j.electacta.2016.09.138|Fig6_D_eis_plot_stability_performance_curve|10.1016_j.electacta.2016.09.138__Fig6__D__eis_plot_stability_performance_curve__PEDOT_PSS__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.electacta.2016.09.138/Fig6_D_eis_plot_stability_performance_curve/accepted/10.1016_j.electacta.2016.09.138__Fig6__D__eis_plot_stability_performance_curve__PEDOT_PSS__Series_1.csv,x_time_h/10.1016_j.electacta.2016.09.138/Fig6_D_eis_plot_stability_performance_curve/accepted/10.1016_j.electacta.2016.09.138__Fig6__D__eis_plot_stability_performance_curve__PEDOT_PSS__Series_1.csv,x_time_h,10.1016_j.electacta.2016.09.138,10.1016/j.electacta.2016.09.138,Fig6_D_eis_plot_stability_performance_curve,Series_1,1.0,h,validation.axis.x.unit,Normalized PCE,,76,76,0.4794727011847755,189.8769625315727,189.39748983038794,0.0,0.973534326762181,False,True,False,False,duration_lt_200h
x_time_h/10.1016_j.electacta.2019.134924/Fig6_A_stability_performance_curve/accepted/10.1016_j.electacta.2019.134924__Fig6__A__stability_performance_curve__TiO_SnO-PSCs__Series_2.csv,10.1016/j.electacta.2019.134924|Fig6_A_stability_performance_curve|10.1016_j.electacta.2019.134924__Fig6__A__stability_performance_curve__TiO_SnO-PSCs__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1016_j.electacta.2019.134924/Fig6_A_stability_performance_curve/accepted/10.1016_j.electacta.2019.134924__Fig6__A__stability_performance_curve__TiO_SnO-PSCs__Series_2.csv,x_time_h/10.1016_j.electacta.2019.134924/Fig6_A_stability_performance_curve/accepted/10.1016_j.electacta.2019.134924__Fig6__A__stability_performance_curve__TiO_SnO-PSCs__Series_2.csv,x_time_h,10.1016_j.electacta.2019.134924,10.1016/j.electacta.2019.134924,Fig6_A_stability_performance_curve,Series_2,1.0,h,validation.axis.x.unit,Normalized PCE,,52,8,-10.100681102685769,1376.806165606402,1386.9068467090876,0.0,1.003574510020184,True,True,True,False,unique_points_4_to_9_main_qc
