curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,final_class,strict_topology_match,strict_class,rule_ensemble_stability,confidence_level,review_recommended,final_status
10.1016_j.cej.2020.126548_Fig7_A_stability_performance_curve_pce_20f3e2cf36,True,,lab/data_all/x_time_h/10.1016_j.cej.2020.126548/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.126548__Fig7__A__stability_performance_curve_pce__UV-360__Series_2.csv,10.1016/j.cej.2020.126548,Fig7_A_stability_performance_curve_pce,10.1016_j.cej.2020.126548__Fig7__A__stability_performance_curve_pce__UV-360__Series_2,Time (h),(h),Normalized PCE,,1.0,48,295.51045902920583,0.4241893494663955,295.93464837867225,0.7224398009628281,1.010489270839361,,,,,,,insufficient_duration_for_selected_window
10.1016_j.cej.2021.130841_Fig7_A_stability_performance_curve_pce_ccd7407846,True,,lab/data_all/x_time_h/10.1016_j.cej.2021.130841/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2.csv,10.1016/j.cej.2021.130841,Fig7_A_stability_performance_curve_pce,10.1016_j.cej.2021.130841__Fig7__A__stability_performance_curve_pce__Without_additive__Series_2,Time,(h),Normalized PCE,,1.0,19,1886.4793999869578,53.64334809030947,1940.1227480772673,0.446117258222761,1.0007601853763817,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.ceramint.2020.07.260_Fig7_A_stability_performance_curve_pce_11dd60f2c3,True,,lab/data_all/x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.ceramint.2020.07.260__Fig7__A__stability_performance_curve_pce__Cell_A__Series_2.csv,10.1016/j.ceramint.2020.07.260,Fig7_A_stability_performance_curve_pce,10.1016_j.ceramint.2020.07.260__Fig7__A__stability_performance_curve_pce__Cell_A__Series_2,Aging time,(day),Normalized PCE,,24.0,67,1448.611846879844,-0.6179908321506584,59.74083612117618,0.1742897580832498,0.9803038980222584,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.ceramint.2020.07.260_Fig7_A_stability_performance_curve_pce_4fcd5bcf6a,True,,lab/data_all/x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.ceramint.2020.07.260__Fig7__A__stability_performance_curve_pce__Cell_B__Series_1.csv,10.1016/j.ceramint.2020.07.260,Fig7_A_stability_performance_curve_pce,10.1016_j.ceramint.2020.07.260__Fig7__A__stability_performance_curve_pce__Cell_B__Series_1,Aging time,(day),Normalized PCE,,24.0,65,1404.7145181865155,-0.2521797597062534,58.27759183139856,0.3942798559106397,0.982152554306522,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.electacta.2021.137812_Fig7_A_stability_performance_curve_pce_28545e36fe,True,,lab/data_all/x_time_h/10.1016_j.electacta.2021.137812/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2021.137812__Fig7__A__stability_performance_curve_pce__SnO2-PSCs__Series_1.csv,10.1016/j.electacta.2021.137812,Fig7_A_stability_performance_curve_pce,10.1016_j.electacta.2021.137812__Fig7__A__stability_performance_curve_pce__SnO2-PSCs__Series_1,Time,(h),Normalized PCE,,1.0,58,1304.7987178867634,0.1502609037261209,1304.9489787904895,0.7846557314746403,1.0023132816848412,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.jpowsour.2017.07.112_Fig7_A_stability_performance_curve_pce_8e7373d042,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2017.07.112/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce__W_O_IPA_treatment__Series_1.csv,10.1016/j.jpowsour.2017.07.112,Fig7_A_stability_performance_curve_pce,10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce__W_O_IPA_treatment__Series_1,Time,(days),Normalized PCE,,24.0,75,477.63702242334267,0.0365176991109597,19.93806030008357,0.6196021745282907,1.000477274786856,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jpowsour.2020.228556_Fig7_A_stability_performance_curve_pce_cb359565d7,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2020.228556/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.228556__Fig7__A__stability_performance_curve_pce__PSCwith_t-BP__Series_2.csv,10.1016/j.jpowsour.2020.228556,Fig7_A_stability_performance_curve_pce,10.1016_j.jpowsour.2020.228556__Fig7__A__stability_performance_curve_pce__PSCwith_t-BP__Series_2,Time/,day,Normalized PCE,,24.0,70,379.66919486734815,-0.0127248432459374,15.80682494289357,0.1991031327996847,0.9978381835881202,,,,,,,insufficient_duration_for_selected_window
10.1016_j.solener.2018.09.057_Fig7_A_stability_performance_curve_pce_ced5f81ddf,True,,lab/data_all/x_time_h/10.1016_j.solener.2018.09.057/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__FAPbI3__Series_1.csv,10.1016/j.solener.2018.09.057,Fig7_A_stability_performance_curve_pce,10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__FAPbI3__Series_1,Time (hour),hour,Normalized PCEs,,1.0,61,2362.9111144179406,10.257271862777316,2373.1683862807176,0.8826693804319159,1.000649963813688,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.solener.2018.09.057_Fig7_A_stability_performance_curve_pce_143485a6e0,True,,lab/data_all/x_time_h/10.1016_j.solener.2018.09.057/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__MAPbI3__Series_2.csv,10.1016/j.solener.2018.09.057,Fig7_A_stability_performance_curve_pce,10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__MAPbI3__Series_2,Time (hour),hour,Normalized PCEs,,1.0,61,2362.9111144179406,10.257271862777316,2373.1683862807176,0.925716350044184,0.992678302774379,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.solener.2020.06.057_Fig7_A_stability_performance_curve_pce_8029a2f4ad,True,,lab/data_all/x_time_h/10.1016_j.solener.2020.06.057/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.06.057__Fig7__A__stability_performance_curve_pce__Controlled__Series_1.csv,10.1016/j.solener.2020.06.057,Fig7_A_stability_performance_curve_pce,10.1016_j.solener.2020.06.057__Fig7__A__stability_performance_curve_pce__Controlled__Series_1,Time (h),(h),Normalized PCE,,1.0,29,379.91926927434423,-3.3001260562377297,376.6191432181065,0.5379691933995481,1.000441850476953,,,,,,,insufficient_duration_for_selected_window
10.1021_acs.jpcc.0c05649_Fig7_A_stability_performance_curve_pce_c0be6bde50,True,,lab/data_all/x_time_day/10.1021_acs.jpcc.0c05649/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,10.1021/acs.jpcc.0c05649,Fig7_A_stability_performance_curve_pce,10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1,Time,days,Normalized PCE,,24.0,59,1406.7566062101787,0.7296313466875972,59.34448993877837,0.6092326160376845,1.0167352022539402,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acs.jpcc.0c09606_Fig7_A_stability_performance_curve_pce_761e318fb4,True,,lab/data_all/x_time_h/10.1021_acs.jpcc.0c09606/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acs.jpcc.0c09606__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,10.1021/acs.jpcc.0c09606,Fig7_A_stability_performance_curve_pce,10.1021_acs.jpcc.0c09606__Fig7__A__stability_performance_curve_pce__Control__Series_1,Time,hour,Normalized PCE,%,1.0,59,2154.5717754824814,2.8737126953569145,2157.4454881778383,0.3921633692799012,1.034827272889295,IFO-Hill,True,IFO-Hill,0.45,low_review,True,classified_strict_topology
10.1021_acsaem.0c02213_Fig7_A_stability_performance_curve_pce_6ecfe8ca78,True,,lab/data_all/x_time_h/10.1021_acsaem.0c02213/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acsaem.0c02213__Fig7__A__stability_performance_curve_pce__Standard_(30NR-D)__Series_1.csv,10.1021/acsaem.0c02213,Fig7_A_stability_performance_curve_pce,10.1021_acsaem.0c02213__Fig7__A__stability_performance_curve_pce__Standard_(30NR-D)__Series_1,Aging time,(h),Normalized PCE,(%),1.0,67,2701.5819002219705,-16.57775530974868,2685.004144912222,0.7211701930483224,1.0055690784441251,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsami.1c00410_Fig7_A_stability_performance_curve_pce_9511383d9d,True,,lab/data_all/x_time_h/10.1021_acsami.1c00410/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acsami.1c00410__Fig7__A__stability_performance_curve_pce__control_cell__Series_2.csv,10.1021/acsami.1c00410,Fig7_A_stability_performance_curve_pce,10.1021_acsami.1c00410__Fig7__A__stability_performance_curve_pce__control_cell__Series_2,Time,(h),PCE,(%),1.0,26,687.67887355998,-2.4122839871974406,685.2665895727826,6.559177714919517,19.5541672709958,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1021_acsami.7b08488_Fig7_A_stability_performance_curve_pce_78dd3f99ab,True,,lab/data_all/x_time_day/10.1021_acsami.7b08488/Fig7_A_stability_performance_curve_pce/accepted/10.1021_acsami.7b08488__Fig7__A__stability_performance_curve_pce__MAPbI₃__Series_1.csv,10.1021/acsami.7b08488,Fig7_A_stability_performance_curve_pce,10.1021_acsami.7b08488__Fig7__A__stability_performance_curve_pce__MAPbI₃__Series_1,Time (days),days,Normalized PCE,,24.0,72,779.6674220356587,2.376283493451532,34.862426078270644,0.1810192936775996,1.0079121654336125,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c5nr05271h_Fig7_A_stability_performance_curve_pce_75a652a095,True,,lab/data_all/x_time_h/10.1039_c5nr05271h/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__GO_PEDOT__Series_1.csv,10.1039/c5nr05271h,Fig7_A_stability_performance_curve_pce,10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__GO_PEDOT__Series_1,Time (h),(h),Normalized PCE (%),(%),1.0,88,520.3633070984696,4.031542843774474,524.394849942244,0.1742569067554664,1.0591270391449958,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c5nr05271h_Fig7_A_stability_performance_curve_pce_33bc7ac0c3,True,,lab/data_all/x_time_h/10.1039_c5nr05271h/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__GO__Series_3.csv,10.1039/c5nr05271h,Fig7_A_stability_performance_curve_pce,10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__GO__Series_3,Time (h),(h),Normalized PCE (%),(%),1.0,88,520.3633070984696,-0.155288362764935,520.2080187357046,0.7092011231545912,1.0812487924547345,IFO-Hill,True,IFO-Hill,0.49,low_review,True,classified_strict_topology
10.1039_c5nr05271h_Fig7_A_stability_performance_curve_pce_facb1135a8,True,,lab/data_all/x_time_h/10.1039_c5nr05271h/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__PEDOT__Series_2.csv,10.1039/c5nr05271h,Fig7_A_stability_performance_curve_pce,10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__PEDOT__Series_2,Time (h),(h),Normalized PCE (%),(%),1.0,52,311.021746771499,2.23718661240045,313.2589333838995,0.0234267705527058,0.9947728476984848,,,,,,,insufficient_duration_for_selected_window
10.1039_c6ta02851a_Fig7_A_stability_performance_curve_pce_8066a9a421,True,,lab/data_all/x_time_h/10.1039_c6ta02851a/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c6ta02851a__Fig7__A__stability_performance_curve_pce__Device_B__Series_1.csv,10.1039/c6ta02851a,Fig7_A_stability_performance_curve_pce,10.1039_c6ta02851a__Fig7__A__stability_performance_curve_pce__Device_B__Series_1,Time,(h),PCE,(%),1.0,75,2964.828963086145,0.6016312485894559,2965.4305943347345,1.5725231121993044,6.847715129421047,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1039_c6ta03164a_Fig7_A_stability_performance_curve_pce_3d5492756f,True,,lab/data_all/x_time_day/10.1039_c6ta03164a/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LN-P3HT__Series_2.csv,10.1039/c6ta03164a,Fig7_A_stability_performance_curve_pce,10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LN-P3HT__Series_2,time,(d),PCE,(%),24.0,47,713.1001393451326,-0.1532589566986875,29.559246849348504,11.524736117670002,13.140453210670158,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c6ta03164a_Fig7_A_stability_performance_curve_pce_25554d464a,True,,lab/data_all/x_time_day/10.1039_c6ta03164a/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LP-P3HT__Series_1.csv,10.1039/c6ta03164a,Fig7_A_stability_performance_curve_pce,10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LP-P3HT__Series_1,time,(d),PCE,(%),24.0,47,713.1001393451326,-0.1532589566986875,29.559246849348504,7.842404138274301,10.923539059809482,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c7ta10871k_Fig7_A_stability_performance_curve_pce_557288c1ba,True,,lab/data_all/x_time_h/10.1039_c7ta10871k/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c7ta10871k__Fig7__A__stability_performance_curve_pce__CCE__Series_2.csv,10.1039/c7ta10871k,Fig7_A_stability_performance_curve_pce,10.1039_c7ta10871k__Fig7__A__stability_performance_curve_pce__CCE__Series_2,T,(h),PCE,(%),1.0,62,949.5408713982116,7.98570437484895,957.5265757730606,0.3432653376925785,4.787587023426871,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c7ta10871k_Fig7_A_stability_performance_curve_pce_003fbc9120,True,,lab/data_all/x_time_h/10.1039_c7ta10871k/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c7ta10871k__Fig7__A__stability_performance_curve_pce__PF-3__Series_4.csv,10.1039/c7ta10871k,Fig7_A_stability_performance_curve_pce,10.1039_c7ta10871k__Fig7__A__stability_performance_curve_pce__PF-3__Series_4,T,(h),PCE,(%),1.0,62,949.5408713982115,9.542328754190294,959.0832001524018,0.7619333225805924,5.496102074775816,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d1ra01236c_Fig7_A_stability_performance_curve_pce_5c9628958d,True,,lab/data_all/x_time_h/10.1039_d1ra01236c/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__0%__Series_1.csv,10.1039/d1ra01236c,Fig7_A_stability_performance_curve_pce,10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__0%__Series_1,Time,h,Normalized PCE,,1.0,60,987.3246404039564,9.577585182655524,996.902225586612,0.6854268498692897,0.9921657089221096,IFO-Bridge,True,IFO-Bridge,0.41,low_review,True,classified_strict_topology
10.1039_d1ra01236c_Fig7_A_stability_performance_curve_pce_67c980f778,True,,lab/data_all/x_time_h/10.1039_d1ra01236c/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__5%__Series_2.csv,10.1039/d1ra01236c,Fig7_A_stability_performance_curve_pce,10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__5%__Series_2,Time,h,Normalized PCE,,1.0,60,987.3246404039568,4.557290400940502,991.8819308048973,0.821002036190978,0.998944468238194,IFO-Hill,True,IFO-Hill,1.0,high,False,classified_strict_topology
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_ef6e8a9c09,True,,lab/data_all/x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CP__Series_3.csv,10.1039/d4ee03897e,Fig7_A_stability_performance_curve_pce,10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CP__Series_3,Time,(h),Normalized PCE,,1.0,73,1532.6475520460554,70.0591669186399,1602.7067189646953,0.9191175283492568,1.0371485316072566,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_9e75830770,True,,lab/data_all/x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CQ__Series_1.csv,10.1039/d4ee03897e,Fig7_A_stability_performance_curve_pce,10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__CQ__Series_1,Time,(h),Normalized PCE,,1.0,76,1596.507866714641,1.9414979388151892,1598.4493646534563,0.97251250601359,1.0259074836779232,IFO-Bridge,True,IFO-Bridge,1.0,high,False,classified_strict_topology
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_8bea605832,True,,lab/data_all/x_time_h/10.1039_d4ee03897e/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__Control__Series_2.csv,10.1039/d4ee03897e,Fig7_A_stability_performance_curve_pce,10.1039_d4ee03897e__Fig7__A__stability_performance_curve_pce__Control__Series_2,Time,(h),Normalized PCE,,1.0,74,1553.9343236022505,31.74297811748852,1585.677301719739,0.8882046465435902,1.01466643574859,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d4ra08786k_Fig7_A_stability_performance_curve_pce_fc8fe1ed2d,True,,lab/data_all/x_time_h/10.1039_d4ra08786k/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d4ra08786k__Fig7__A__stability_performance_curve_pce__Untreated_Initial_PCE_=_16.67%__Series_1.csv,10.1039/d4ra08786k,Fig7_A_stability_performance_curve_pce,10.1039_d4ra08786k__Fig7__A__stability_performance_curve_pce__Untreated_Initial_PCE_=_16.67%__Series_1,Time,(h),PCE,(%),1.0,64,2040.2142342923182,11.376902696246477,2051.591136988565,11.435847115191182,16.675590077542694,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.electacta.2018.07.029_Fig7_A_stability_performance_curve_pce_spectrum_544745d660,True,,lab/data_all/x_time_h/10.1016_j.electacta.2018.07.029/Fig7_A_stability_performance_curve_pce_spectrum/accepted/10.1016_j.electacta.2018.07.029__Fig7__A__stability_performance_curve_pce_spectrum__PEDOT_PSS__Series_1.csv,10.1016/j.electacta.2018.07.029,Fig7_A_stability_performance_curve_pce_spectrum,10.1016_j.electacta.2018.07.029__Fig7__A__stability_performance_curve_pce_spectrum__PEDOT_PSS__Series_1,Time (Hours),Hours,Normalized PCE (a.u.),a.u.,1.0,78,477.77842953604863,-0.7196774626031441,477.0587520734455,0.2654291585613682,0.9967649382675816,,,,,,,insufficient_duration_for_selected_window
10.1039_d4qi00166d_Fig7_A_stability_performance_curve_pce_spectrum_5030198ff7,True,,lab/data_all/x_time_h/10.1039_d4qi00166d/Fig7_A_stability_performance_curve_pce_spectrum/accepted/10.1039_d4qi00166d__Fig7__A__stability_performance_curve_pce_spectrum__SnO₂__Series_1.csv,10.1039/d4qi00166d,Fig7_A_stability_performance_curve_pce_spectrum,10.1039_d4qi00166d__Fig7__A__stability_performance_curve_pce_spectrum__SnO₂__Series_1,Time,(h),Normalized PCE,,1.0,54,585.2621641894045,3.222671740025561,588.4848359294301,0.5628091173829698,0.9950792555232174,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.cej.2021.131185_Fig7_A_stability_performance_curve_plot_05d785c835,True,,lab/data_all/x_time_h/10.1016_j.cej.2021.131185/Fig7_A_stability_performance_curve_plot/accepted/10.1016_j.cej.2021.131185__Fig7__A__stability_performance_curve_plot__3D__Series_1.csv,10.1016/j.cej.2021.131185,Fig7_A_stability_performance_curve_plot,10.1016_j.cej.2021.131185__Fig7__A__stability_performance_curve_plot__3D__Series_1,Time,(h),Normalized PCE,(%),1.0,77,1041.3714002177107,26.980015595038907,1068.3514158127496,0.3648836861824064,0.9943698316560532,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_adma.202006087_Fig7_B_mppt_stability_performance_curve_pce_6e5df8662f,True,,lab/data_all/x_time_h/10.1002_adma.202006087/Fig7_B_mppt_stability_performance_curve_pce/accepted/10.1002_adma.202006087__Fig7__B__mppt_stability_performance_curve_pce__Control__Series_1.csv,10.1002/adma.202006087,Fig7_B_mppt_stability_performance_curve_pce,10.1002_adma.202006087__Fig7__B__mppt_stability_performance_curve_pce__Control__Series_1,Time (h),(h),PCE (norm.),(norm.),1.0,51,294.98297640722313,-0.742379656701317,294.24059675052183,0.2283456616713787,1.0011549659338117,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2019.03.091_Fig7_B_mppt_stability_performance_curve_pce_87c467a5a4,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2019.03.091/Fig7_B_mppt_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.03.091__Fig7__B__mppt_stability_performance_curve_pce__Control_device__Series_1.csv,10.1016/j.nanoen.2019.03.091,Fig7_B_mppt_stability_performance_curve_pce,10.1016_j.nanoen.2019.03.091__Fig7__B__mppt_stability_performance_curve_pce__Control_device__Series_1,Time,(h),Normalized Efficiency,,1.0,84,410.80572119917474,4.997604897070481,415.8033260962452,0.7369955159861927,0.9467704389250914,,,,,,,insufficient_duration_for_selected_window
10.1016_j.nanoen.2019.03.091_Fig7_B_mppt_stability_performance_curve_pce_1587223d4d,True,,lab/data_all/x_time_h/10.1016_j.nanoen.2019.03.091/Fig7_B_mppt_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.03.091__Fig7__B__mppt_stability_performance_curve_pce__QDs-10_modified__Series_2.csv,10.1016/j.nanoen.2019.03.091,Fig7_B_mppt_stability_performance_curve_pce,10.1016_j.nanoen.2019.03.091__Fig7__B__mppt_stability_performance_curve_pce__QDs-10_modified__Series_2,Time,(h),Normalized Efficiency,,1.0,85,415.75518771964676,1.532978332740086,417.2881660523868,0.941590811198205,0.995976902330512,,,,,,,insufficient_duration_for_selected_window
10.1002_solr.202000819_Fig7_B_pce_53bbf10034,True,,lab/data_all/x_time_h/10.1002_solr.202000819/Fig7_B_pce/accepted/10.1002_solr.202000819__Fig7__B__pce__Pristine__Series_1.csv,10.1002/solr.202000819,Fig7_B_pce,10.1002_solr.202000819__Fig7__B__pce__Pristine__Series_1,Time,h,Normalized PCE,,1.0,60,713.4550064533571,-3.7376008947177017,709.7174055586394,0.8484994066210129,1.0073401828133666,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.jpowsour.2021.230302_Fig7_B_pce_1e80a37b14,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2021.230302/Fig7_B_pce/accepted/10.1016_j.jpowsour.2021.230302__Fig7__B__pce__PEDOT_PSS__Series_2.csv,10.1016/j.jpowsour.2021.230302,Fig7_B_pce,10.1016_j.jpowsour.2021.230302__Fig7__B__pce__PEDOT_PSS__Series_2,Time(day),day,Normalized efficiency,,24.0,36,307.4515769448759,0.9395355890962334,13.750017961799395,0.4773272459556279,1.0018282451384022,,,,,,,insufficient_duration_for_selected_window
10.1016_j.jpowsour.2021.230302_Fig7_B_pce_ce70fe81f3,True,,lab/data_all/x_time_day/10.1016_j.jpowsour.2021.230302/Fig7_B_pce/accepted/10.1016_j.jpowsour.2021.230302__Fig7__B__pce__Pristine__Series_3.csv,10.1016/j.jpowsour.2021.230302,Fig7_B_pce,10.1016_j.jpowsour.2021.230302__Fig7__B__pce__Pristine__Series_3,Time(day),day,Normalized efficiency,,24.0,36,307.4515769448759,0.8663328326807869,13.676815205383951,0.0917669088080257,1.0018282451384022,,,,,,,insufficient_duration_for_selected_window
10.1002_adfm.201808119_Fig7_B_stability_performance_curve_eb4e966527,True,,lab/data_all/x_time_h/10.1002_adfm.201808119/Fig7_B_stability_performance_curve/accepted/10.1002_adfm.201808119__Fig7__B__stability_performance_curve__Control__Series_2.csv,10.1002/adfm.201808119,Fig7_B_stability_performance_curve,10.1002_adfm.201808119__Fig7__B__stability_performance_curve__Control__Series_2,Time,(hours),Normalized PCE,,1.0,46,983.9967353370317,-9.89724149157894,974.0994938454528,0.4082962351488902,0.99919645709451,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_adfm.202010368_Fig7_B_stability_performance_curve_ef9a0e5d26,True,,lab/data_all/x_time_h/10.1002_adfm.202010368/Fig7_B_stability_performance_curve/accepted/10.1002_adfm.202010368__Fig7__B__stability_performance_curve__Control__Series_1.csv,10.1002/adfm.202010368,Fig7_B_stability_performance_curve,10.1002_adfm.202010368__Fig7__B__stability_performance_curve__Control__Series_1,Time,(h),Normalized PCE,,1.0,77,1078.0563675447493,2.489106297385689,1080.545473842135,0.2081454628204374,0.9997596569506354,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1002_celc.201701054_Fig7_B_stability_performance_curve_ea7ed29eb2,True,,lab/data_all/x_time_h/10.1002_celc.201701054/Fig7_B_stability_performance_curve/accepted/10.1002_celc.201701054__Fig7__B__stability_performance_curve__α-Fe203__Series_2.csv,10.1002/celc.201701054,Fig7_B_stability_performance_curve,10.1002_celc.201701054__Fig7__B__stability_performance_curve__α-Fe203__Series_2,Time,(h),Normalized PCE,,1.0,45,192.7302857708259,0.6148762170015019,193.3451619878274,0.6053321959260509,0.9942788606247654,,,,,,,insufficient_duration_for_selected_window
10.1002_solr.202000491_Fig7_B_stability_performance_curve_de960b018f,True,,lab/data_all/x_time_day/10.1002_solr.202000491/Fig7_B_stability_performance_curve/accepted/10.1002_solr.202000491__Fig7__B__stability_performance_curve__C-PSC_without_M_TLC__Series_1.csv,10.1002/solr.202000491,Fig7_B_stability_performance_curve,10.1002_solr.202000491__Fig7__B__stability_performance_curve__C-PSC_without_M_TLC__Series_1,Time (Dayes),Dayes,Normalized PCE,,24.0,67,696.019116735994,1.2451866215031164,30.245983152169533,0.8107190521964828,0.9851489443262684,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.cej.2021.131185_Fig7_B_stability_performance_curve_67012cc632,True,,lab/data_all/x_time_h/10.1016_j.cej.2021.131185/Fig7_B_stability_performance_curve/accepted/10.1016_j.cej.2021.131185__Fig7__B__stability_performance_curve__3D__Series_3.csv,10.1016/j.cej.2021.131185,Fig7_B_stability_performance_curve,10.1016_j.cej.2021.131185__Fig7__B__stability_performance_curve__3D__Series_3,Time (h),(h),Normalized PCE (%),(%),1.0,79,473.8659531073415,21.69804355036301,495.56399665770454,0.2844360113225891,0.9966854975316654,,,,,,,insufficient_duration_for_selected_window
