curve_id,included_strict_150h,exclusion_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points_after_mean,duplicate_x_rows_aggregated_by_mean,x_min_hours_before_rezero,x_max_hours_before_rezero,duration_hours,anonymous_n16_node
图片70_96d1f9bb01,True,,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,图片70,samples_test__unknown__unknown__图片70__Series_3__Series_3,Time,(h),PCE,(Nor.),1.0,38,0,-4.348357015539989,848.8397232108925,853.1880802264325,15
图片70_e0865bc345,True,,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,图片70,samples_test__unknown__unknown__图片70__Series_2__Series_2,Time,(h),PCE,(Nor.),1.0,38,0,-2.04244328519826,851.1456369412342,853.1880802264325,15
图片71_c5c3484144,True,,lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Target__Series_1.csv,图片71,samples_test__unknown__unknown__图片71__Target__Series_1,Time,(h),Normalized PCE,,1.0,29,0,5.626950211509097,778.2474123722019,772.6204621606928,12
图片71_f4e0faab87,True,,lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Control__Series_2.csv,图片71,samples_test__unknown__unknown__图片71__Control__Series_2,Time,(h),Normalized PCE,,1.0,49,0,2.339203564016799,791.3983989621712,789.0591953981544,11
图片74_041c42f84e,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,图片74,samples_test__unknown__unknown__图片74__Series_2__Series_2,Time,(h),PCE,(%),1.0,26,0,3.0974727434539773,1971.6626055511908,1968.565132807737,15
图片74_8144fcd699,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,图片74,samples_test__unknown__unknown__图片74__Series_1__Series_1,Time,(h),PCE,(%),1.0,31,0,-37.631461038775115,1998.815228072677,2036.446689111452,15
图片74_8e33f022bd,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,图片74,samples_test__unknown__unknown__图片74__Series_3__Series_3,Time,(h),PCE,(%),1.0,30,0,-24.05514977803205,1944.5099830297047,1968.5651328077367,15
图片75_28d00e69a3,True,,lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2.csv,图片75,samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2,Storage time,(h),Normalized PCE,,1.0,54,0,-4.028064586861802,996.5234224082004,1000.5514869950622,11
图片75_64c7ef280b,True,,lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,图片75,samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1,Storage time,(h),Normalized PCE,,1.0,54,0,5.411100384789734,1005.962587379852,1000.5514869950624,15
图片78_bffccff2c4,True,,lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_1__Series_1.csv,图片78,samples_test__unknown__unknown__图片78__Series_1__Series_1,Time,(h),Normalized PCE,,1.0,55,0,0.3258670518147255,519.9437192530697,519.617852201255,8
图片78_c1a766169b,True,,lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_2__Series_2.csv,图片78,samples_test__unknown__unknown__图片78__Series_2__Series_2,Time,(h),Normalized PCE,,1.0,56,2,-3.4531718732853065,516.1646803279697,519.617852201255,8
图片85_18c67b503a,True,,lab-v2/som_references/accepted/samples_test/图片85/accepted/samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1.csv,图片85,samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1,Time,(h),PCE,(%),1.0,72,0,4.4395924347561575,496.3872337849885,491.94764135023235,1
图片87_3ff0e4a7d8,True,,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_1__Series_1.csv,图片87,samples_test__unknown__unknown__图片87__Series_1__Series_1,Time,(h),Normalized PCE,,1.0,41,0,8.319427866013882,1042.1983375899215,1033.8789097239076,15
图片87_7e7efde409,True,,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_2__Series_2.csv,图片87,samples_test__unknown__unknown__图片87__Series_2__Series_2,Time,(h),Normalized PCE,,1.0,41,0,10.904125140323629,1044.7830348642312,1033.8789097239076,7
图片88_07ebc80000,True,,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_1__Series_1.csv,图片88,samples_test__unknown__unknown__图片88__Series_1__Series_1,Time,(hours),Normalized PCE,,1.0,63,0,2.1691588929524954,992.1017064259664,989.932547533014,14
图片88_095c90edd9,True,,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_3__Series_3.csv,图片88,samples_test__unknown__unknown__图片88__Series_3__Series_3,Time,(hours),Normalized PCE,,1.0,63,4,5.362489691446086,995.2950372244602,989.932547533014,15
图片88_3eac1d8a9e,True,,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_2__Series_2.csv,图片88,samples_test__unknown__unknown__图片88__Series_2__Series_2,Time,(hours),Normalized PCE,,1.0,63,0,5.362489691446086,995.2950372244602,989.932547533014,15
图片89_316290ebc5,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,-3.911402307262648,998.8408654916808,1002.7522677989434,15
图片89_89fab71596,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,-1.8223350826815192,1000.929932716262,1002.7522677989436,15
图片89_f6c024444a,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,图片89,samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,0.266732141899638,1003.0189999408432,1002.7522677989436,15
图片98_e5f7bc41cb,True,,lab-v2/som_references/accepted/samples_test/图片98/accepted/samples_test__unknown__unknown__图片98__Series_1__Series_1.csv,图片98,samples_test__unknown__unknown__图片98__Series_1__Series_1,Time,(hours),PCE,(%),1.0,33,0,2.456692277520368,416.597714980404,414.1410227028837,13
