curve_id,status,reason,n_original_points,pce_max_0_200h,pce_min_normalized,max_x_hours,n_unique_t,t_coverage_pct,top_dir,doi,figure_label,series_id,unit_label
x_time_h/10.1021_acssuschemeng.9b05631/Fig5_D_stability_performance_curve_pce/10.1021_acssuschemeng.9b05631__Fig5__D__stability_performance_curve_pce__Pristine__Series_2.csv,included,OK,66,0.9630327189610017,0.9480726398032968,196.819626285457,28,98.4098131427285,x_time_h,10.1021/acssuschemeng.9b05631,Fig5_D,Series_2,hours
x_time_h/10.1021_jacs.0c03363/Fig7_C_stability_performance_curve_pce/10.1021_jacs.0c03363__Fig7__C__stability_performance_curve_pce__3D__Series_1.csv,included,OK,68,0.9972711953072664,0.37711550368705804,195.85548854626774,45,97.92774427313387,x_time_h,10.1021/jacs.0c03363,Fig7_C,Series_1,hours
x_time_h/10.1021_jacs.0c09560/Fig5_A_stability_performance_curve_pce/10.1021_jacs.0c09560__Fig5__A__stability_performance_curve_pce__Ref__Series_1.csv,included,OK,114,19.975683782792373,0.7473078695353904,194.71127398279114,23,97.35563699139557,x_time_h,10.1021/jacs.0c09560,Fig5_A,Series_1,hours
x_time_h/10.1021_jacs.0c12739/Fig6_D_stability_performance_curve_pce/10.1021_jacs.0c12739__Fig6__D__stability_performance_curve_pce__TiO₂__Series_1.csv,included,OK,40,2.0418990854556083,0.7883291110649129,196.10566629868538,23,98.05283314934269,x_time_h,10.1021/jacs.0c12739,Fig6_D,Series_1,hours
x_time_h/10.1021_jacs.0c12802/Fig5_C_mppt_stability_performance_curve_pce/10.1021_jacs.0c12802__Fig5__C__mppt_stability_performance_curve_pce__Control__Series_1.csv,included,OK,24,0.9920684685815658,0.9866558446711629,193.10814433983492,16,96.55407216991746,x_time_h,10.1021/jacs.0c12802,Fig5_C,Series_1,hours
x_time_h/10.1021_jacs.0c12802/Fig5_D_stability_performance_curve_pce/10.1021_jacs.0c12802__Fig5__D__stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 97% of window)",37,,,194.35464187029982,8,97.17732093514991,x_time_h,10.1021/jacs.0c12802,Fig5_D,Series_1,hours
x_time_h/10.1021_jacs.0c13069/Fig4_A_stability_performance_curve_pce/10.1021_jacs.0c13069__Fig4__A__stability_performance_curve_pce__CsSnl₃__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 86% of window)",43,,,171.1541100515371,6,85.57705502576854,x_time_h,10.1021/jacs.0c13069,Fig4_A,Series_2,hours
x_time_h/10.1021_jacs.0c13069/Fig4_C_stability_performance_curve_pce/10.1021_jacs.0c13069__Fig4__C__stability_performance_curve_pce__CsSnI₃-MBAA__Series_1.csv,excluded,Curve max time 119.3h < 200.0h (curve too short),43,,,120.17148618355945,43,60.08574309177973,x_time_h,10.1021/jacs.0c13069,Fig4_C,Series_1,hours
x_time_h/10.1021_jacs.0c13069/Fig4_C_stability_performance_curve_pce/10.1021_jacs.0c13069__Fig4__C__stability_performance_curve_pce__CsSnI₃__Series_2.csv,excluded,Curve max time 38.6h < 200.0h (curve too short),15,,,40.05716206118648,15,20.02858103059324,x_time_h,10.1021/jacs.0c13069,Fig4_C,Series_2,hours
x_time_h/10.1021_jacs.1c02118/Fig5_C_spectrum/10.1021_jacs.1c02118__Fig5__C__spectrum__Ag-b1__Series_4.csv,included,OK,47,20.03521738652091,0.8876688751071236,199.60448878334932,38,99.80224439167466,x_time_h,10.1021/jacs.1c02118,Fig5_C,Series_4,hours
x_time_h/10.1021_jacs.1c02118/Fig5_C_spectrum/10.1021_jacs.1c02118__Fig5__C__spectrum__Ag__Series_2.csv,included,OK,47,15.989164589541286,0.13465800817542978,199.60448878334932,38,99.80224439167466,x_time_h,10.1021/jacs.1c02118,Fig5_C,Series_2,hours
x_time_h/10.1021_jacs.1c02118/Fig5_D_stability_performance_curve/10.1021_jacs.1c02118__Fig5__D__stability_performance_curve__Ag-b1__Series_3.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 86% of window)",43,,,172.21439803453632,3,86.10719901726816,x_time_h,10.1021/jacs.1c02118,Fig5_D,Series_3,hours
x_time_h/10.1021_jacs.1c02118/Fig5_D_stability_performance_curve/10.1021_jacs.1c02118__Fig5__D__stability_performance_curve__Ag__Series_4.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 86% of window)",47,,,172.21439803453632,3,86.10719901726816,x_time_h,10.1021/jacs.1c02118,Fig5_D,Series_4,hours
x_time_h/10.1021_jacs.1c12732/Fig6_A_stability_performance_curve/10.1021_jacs.1c12732__Fig6__A__stability_performance_curve__FP-C8_C60__Series_2.csv,included,OK,80,0.9883231566611255,0.9111304985533363,185.22227146690116,10,92.61113573345058,x_time_h,10.1021/jacs.1c12732,Fig6_A,Series_2,hours
x_time_h/10.1021_jacs.1c12732/Fig6_A_stability_performance_curve/10.1021_jacs.1c12732__Fig6__A__stability_performance_curve__PCBM_C60__Series_1.csv,included,OK,81,0.9959503222126862,0.9729127401832893,185.22227146690116,11,92.61113573345058,x_time_h,10.1021/jacs.1c12732,Fig6_A,Series_1,hours
x_time_h/10.1021_jacs.1c12732/Fig6_C_stability_performance_curve_pce/10.1021_jacs.1c12732__Fig6__C__stability_performance_curve_pce__FP-C8_C60__Series_2.csv,included,OK,86,1.0040118861048284,0.9731205795505417,193.9782017938255,15,96.98910089691275,x_time_h,10.1021/jacs.1c12732,Fig6_C,Series_2,hours
x_time_h/10.1021_jacs.1c12732/Fig6_C_stability_performance_curve_pce/10.1021_jacs.1c12732__Fig6__C__stability_performance_curve_pce__PCBM_C60__Series_1.csv,included,OK,48,1.0113755047703665,0.8791457943515306,193.9782017938255,15,96.98910089691275,x_time_h,10.1021/jacs.1c12732,Fig6_C,Series_1,hours
x_time_h/10.1021_jacs.6b10227/Fig3_C_jv_curve_stability_performance_photovoltaic_parameter/10.1021_jacs.6b10227__Fig3__C__jv_curve_stability_performance_photovoltaic_parameter__MAPbI₃_carbon__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 75% of window)",10,,,149.21899461679538,3,74.60949730839769,x_time_h,10.1021/jacs.6b10227,Fig3_C,Series_2,hours
x_time_h/10.1021_jacs.6b10227/Fig3_C_jv_curve_stability_performance_photovoltaic_parameter/10.1021_jacs.6b10227__Fig3__C__jv_curve_stability_performance_photovoltaic_parameter__MAPbI₃_spiro-MeOTAD__Series_3.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 75% of window)",12,,,149.21899461679538,3,74.60949730839769,x_time_h,10.1021/jacs.6b10227,Fig3_C,Series_3,hours
x_time_h/10.1021_jacs.6b10227/Fig3_D_stability_performance_curve_pce_photovoltaic_parameter/10.1021_jacs.6b10227__Fig3__D__stability_performance_curve_pce_photovoltaic_parameter__MAPbI₃_carbon__Series_1.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 36% of window)",4,,,72.09058388154872,4,36.04529194077436,x_time_h,10.1021/jacs.6b10227,Fig3_D,Series_1,hours
x_time_h/10.1021_jacs.7b07949/Fig4_B_stability_performance_curve_ff_pce/10.1021_jacs.7b07949__Fig4__B__stability_performance_curve_ff_pce__MAPbI3__Series_2.csv,excluded,Curve max time 138.7h < 200.0h (curve too short),22,,,137.2772829010583,22,68.63864145052915,x_time_h,10.1021/jacs.7b07949,Fig4_B,Series_2,hours
x_time_h/10.1021_jacs.7b13229/Fig3_D_stability_performance_curve_pce_jsc/10.1021_jacs.7b13229__Fig3__D__stability_performance_curve_pce_jsc__All_inorganic_PSCs__Series_1.csv,included,OK,28,1.0057828565466904,0.8868416640019768,196.16047954598392,16,98.08023977299196,x_time_h,10.1021/jacs.7b13229,Fig3_D,Series_1,hours
x_time_h/10.1021_jacs.7b13229/Fig3_D_stability_performance_curve_pce_jsc/10.1021_jacs.7b13229__Fig3__D__stability_performance_curve_pce_jsc__Organic-inorganic_PSCs__Series_2.csv,excluded,Curve max time 194.0h < 200.0h (curve too short),16,,,196.16047954598392,16,98.08023977299196,x_time_h,10.1021/jacs.7b13229,Fig3_D,Series_2,hours
x_time_h/10.1021_jacs.9b13418/Fig3_F_stability_performance_curve_pce/10.1021_jacs.9b13418__Fig3__F__stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 95% of window)",43,,,190.02012992989867,9,95.01006496494934,x_time_h,10.1021/jacs.9b13418,Fig3_F,Series_1,hours
x_time_h/10.1038_ncomms10228/Fig5_A_stability_performance_curve_pce/10.1038_ncomms10228__Fig5__A__stability_performance_curve_pce__0_mg_ml⁻¹__Series_3.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 26% of window)",8,,,52.4368967150335,8,26.21844835751675,x_time_h,10.1038/ncomms10228,Fig5_A,Series_3,hours
x_time_h/10.1038_ncomms11105/Fig3_D_eqe_curve_stability_performance_pce/10.1038_ncomms11105__Fig3__D__eqe_curve_stability_performance_pce__CH₃NH₃PbI₃__Series_2.csv,included,OK,48,1.0050853877095711,0.804602502545044,192.18767034040403,18,96.09383517020201,x_time_h,10.1038/ncomms11105,Fig3_D,Series_2,hours
x_time_h/10.1038_ncomms11105/Fig3_D_eqe_curve_stability_performance_pce/10.1038_ncomms11105__Fig3__D__eqe_curve_stability_performance_pce__CH₃NH₃PbI₃₋ₓ(SCN)ₓ__Series_1.csv,included,OK,47,1.0050853877095711,0.9199141800533208,192.187670340404,18,96.093835170202,x_time_h,10.1038/ncomms11105,Fig3_D,Series_1,hours
x_time_h/10.1038_ncomms15330/Fig3_D_stability_performance_curve_pce/10.1038_ncomms15330__Fig3__D__stability_performance_curve_pce__CQDs_PCBM_150_nm__Series_1.csv,included,OK,48,15.089297817969173,0.9256551259271617,192.95463804570838,19,96.47731902285419,x_time_h,10.1038/ncomms15330,Fig3_D,Series_1,hours
x_time_h/10.1038_ncomms15330/Fig3_D_stability_performance_curve_pce/10.1038_ncomms15330__Fig3__D__stability_performance_curve_pce__CQDs_PCBM_50_nm__Series_3.csv,included,OK,47,14.135984172183196,0.6311774420011964,192.95463804570844,19,96.47731902285422,x_time_h,10.1038/ncomms15330,Fig3_D,Series_3,hours
x_time_h/10.1038_s41467-018-03169-0/Fig5_A_stability_performance_curve/10.1038_s41467-018-03169-0__Fig5__A__stability_performance_curve__MAPbl3__Series_2.csv,included,OK,95,1.0000228021092228,0.7728560207666794,195.484070729182,38,97.742035364591,x_time_h,10.1038/s41467-018-03169-0,Fig5_A,Series_2,hours
x_time_h/10.1038_s41467-018-03169-0/Fig5_C_stability_performance_curve/10.1038_s41467-018-03169-0__Fig5__C__stability_performance_curve__MAPbl3__Series_2.csv,included,OK,96,1.0050813749121967,0.718907432112501,199.15927094276742,39,99.57963547138371,x_time_h,10.1038/s41467-018-03169-0,Fig5_C,Series_2,hours
x_time_h/10.1038_s41467-018-05454-4/Fig5_A_mppt_stability_performance_curve_pce/10.1038_s41467-018-05454-4__Fig5__A__mppt_stability_performance_curve_pce__Control__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",56,,,175.9075743956982,8,87.9537871978491,x_time_h,10.1038/s41467-018-05454-4,Fig5_A,Series_1,hours
x_time_h/10.1038_s41467-018-05760-x/Fig6_A_jv_curve_stability_performance_pce/10.1038_s41467-018-05760-x__Fig6__A__jv_curve_stability_performance_pce__E-SnO2__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 84% of window)",68,,,167.8793656186723,5,83.93968280933615,x_time_h,10.1038/s41467-018-05760-x,Fig6_A,Series_2,hours
x_time_h/10.1038_s41467-018-05760-x/Fig6_A_jv_curve_stability_performance_pce/10.1038_s41467-018-05760-x__Fig6__A__jv_curve_stability_performance_pce__SnO₂__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 84% of window)",69,,,167.87936561867224,5,83.93968280933612,x_time_h,10.1038/s41467-018-05760-x,Fig6_A,Series_1,hours
x_time_h/10.1038_s41467-018-05760-x/Fig6_B_jv_curve_stability_performance_pce/10.1038_s41467-018-05760-x__Fig6__B__jv_curve_stability_performance_pce__E-SnO2__Series_2.csv,excluded,Curve max time 118.9h < 200.0h (curve too short),66,,,118.09067889057164,66,59.04533944528582,x_time_h,10.1038/s41467-018-05760-x,Fig6_B,Series_2,hours
x_time_h/10.1038_s41467-018-05760-x/Fig6_B_jv_curve_stability_performance_pce/10.1038_s41467-018-05760-x__Fig6__B__jv_curve_stability_performance_pce__SnO2__Series_1.csv,excluded,Curve max time 120.1h < 200.0h (curve too short),67,,,119.90745856581121,67,59.95372928290561,x_time_h,10.1038/s41467-018-05760-x,Fig6_B,Series_1,hours
x_time_h/10.1038_s41467-018-06204-2/Fig5_A_mppt_stability_performance_curve/10.1038_s41467-018-06204-2__Fig5__A__mppt_stability_performance_curve__O-MAPbl3__Series_1.csv,included,OK,33,0.9794913124758335,0.8401005247478215,186.48165797827977,12,93.24082898913989,x_time_h,10.1038/s41467-018-06204-2,Fig5_A,Series_1,hours
x_time_h/10.1038_s41467-018-06317-8/Fig6_A_stability_performance_curve/10.1038_s41467-018-06317-8__Fig6__A__stability_performance_curve__MAPbl₃_anti-solvent__Series_1.csv,included,OK,118,1.144822360749807,0.8732867072812605,198.01753521912548,31,99.00876760956274,x_time_h,10.1038/s41467-018-06317-8,Fig6_A,Series_1,hours
x_time_h/10.1038_s41467-018-06317-8/Fig6_A_stability_performance_curve/10.1038_s41467-018-06317-8__Fig6__A__stability_performance_curve__⚫MAPblg(CI)__Series_2.csv,included,OK,118,1.1774236819164015,0.8731472242673652,198.0175352191255,31,99.00876760956275,x_time_h,10.1038/s41467-018-06317-8,Fig6_A,Series_2,hours
x_time_h/10.1038_s41467-018-06709-w/Fig5_B_mppt_stability_performance_curve_pce/10.1038_s41467-018-06709-w__Fig5__B__mppt_stability_performance_curve_pce__Control__Series_3.csv,included,OK,135,18.996828891144297,0.8673683856031611,199.17150217266277,55,99.58575108633138,x_time_h,10.1038/s41467-018-06709-w,Fig5_B,Series_3,hours
x_time_h/10.1038_s41467-019-09167-0/Fig6_A_jv_curve_stability_performance_jsc/10.1038_s41467-019-09167-0__Fig6__A__jv_curve_stability_performance_jsc__MA_(w_o_Bi)__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 78% of window)",19,,,156.66878128646385,4,78.33439064323193,x_time_h,10.1038/s41467-019-09167-0,Fig6_A,Series_2,hours
x_time_h/10.1038_s41467-019-09167-0/Fig6_B_stability_performance_curve_jsc/10.1038_s41467-019-09167-0__Fig6__B__stability_performance_curve_jsc__MA(w_o_Bi)__Series_1.csv,included,OK,114,0.998848657359205,0.7246835850361448,197.0470831099111,46,98.52354155495556,x_time_h,10.1038/s41467-019-09167-0,Fig6_B,Series_1,hours
x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__Control__Series_1.csv,included,OK,68,0.9993648931457051,0.8704556382707952,193.05123637509504,15,96.52561818754752,x_time_h,10.1038/s41467-019-12613-8,Fig5_A,Series_1,hours
x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__PCBB-3N-3I__Series_2.csv,included,OK,68,0.9945698910465741,0.8361037092610087,193.05123637509507,15,96.52561818754754,x_time_h,10.1038/s41467-019-12613-8,Fig5_A,Series_2,hours
x_time_h/10.1038_s41467-019-12613-8/Fig5_A_modeling_structure_stability_performance_curve_pce/10.1038_s41467-019-12613-8__Fig5__A__modeling_structure_stability_performance_curve_pce__PCBB-3N__Series_3.csv,included,OK,68,1.0009632271787487,0.8259700177691709,193.05123637509504,15,96.52561818754752,x_time_h,10.1038/s41467-019-12613-8,Fig5_A,Series_3,hours
x_time_h/10.1038_s41467-020-18015-5/Fig4_A_pl_spectrum_stability_performance_curve_pce/10.1038_s41467-020-18015-5__Fig4__A__pl_spectrum_stability_performance_curve_pce__Pristine__Series_1.csv,included,OK,86,1.011227478709276,0.9914537256483957,199.4881410721129,13,99.74407053605646,x_time_h,10.1038/s41467-020-18015-5,Fig4_A,Series_1,hours
x_time_h/10.1038_s41467-021-23566-2/Fig5_C_mppt_stability_performance_curve_pce/10.1038_s41467-021-23566-2__Fig5__C__mppt_stability_performance_curve_pce__Control__Series_1.csv,included,OK,90,0.9895844647923316,0.8761656722222819,198.22380792411815,37,99.11190396205907,x_time_h,10.1038/s41467-021-23566-2,Fig5_C,Series_1,hours
x_time_h/10.1038_s41467-021-26754-2/Fig5_E_mppt_stability_performance_curve_pattern/10.1038_s41467-021-26754-2__Fig5__E__mppt_stability_performance_curve_pattern__0—0-PDEAl2__Series_2.csv,included,OK,52,0.9706316431573289,0.9442757392153174,189.6561184464968,10,94.8280592232484,x_time_h,10.1038/s41467-021-26754-2,Fig5_E,Series_2,hours
x_time_h/10.1038_s41467-021-26754-2/Fig5_E_mppt_stability_performance_curve_pattern/10.1038_s41467-021-26754-2__Fig5__E__mppt_stability_performance_curve_pattern__Control__Series_1.csv,included,OK,54,1.0040970422066662,0.7948786366028521,189.6561184464968,11,94.8280592232484,x_time_h,10.1038/s41467-021-26754-2,Fig5_E,Series_1,hours
x_time_h/10.1038_s41467-022-34203-x/Fig3_C_mppt_stability_performance_curve_pce/10.1038_s41467-022-34203-x__Fig3__C__mppt_stability_performance_curve_pce__CB-NH₂__Series_2.csv,included,OK,59,1.0238294628286968,0.9907319123945082,192.9302115141673,28,96.46510575708365,x_time_h,10.1038/s41467-022-34203-x,Fig3_C,Series_2,hours
x_time_h/10.1038_s41467-022-34203-x/Fig3_C_mppt_stability_performance_curve_pce/10.1038_s41467-022-34203-x__Fig3__C__mppt_stability_performance_curve_pce__Control__Series_1.csv,included,OK,58,1.008492295268934,0.9482151256137501,192.9302115141673,28,96.46510575708365,x_time_h,10.1038/s41467-022-34203-x,Fig3_C,Series_1,hours
x_time_h/10.1038_s41467-023-36918-x/Fig5_B_jv_curve_stability_performance_pce/10.1038_s41467-023-36918-x__Fig5__B__jv_curve_stability_performance_pce__Target_encap__Series_2.csv,included,OK,90,1.0029429388534883,0.9798225011985836,191.44760023864131,18,95.72380011932066,x_time_h,10.1038/s41467-023-36918-x,Fig5_B,Series_2,hours
x_time_h/10.1038_s41467-023-36918-x/Fig5_B_jv_curve_stability_performance_pce/10.1038_s41467-023-36918-x__Fig5__B__jv_curve_stability_performance_pce__UV_resin_encap__Series_1.csv,included,OK,90,1.001152002632413,0.9530886109640531,191.44760023864131,18,95.72380011932066,x_time_h,10.1038/s41467-023-36918-x,Fig5_B,Series_1,hours
x_time_h/10.1038_s41467-023-36918-x/Fig5_F_jv_curve_stability_performance_pce/10.1038_s41467-023-36918-x__Fig5__F__jv_curve_stability_performance_pce__POE_encap__Series_1.csv,included,OK,90,1.0016760299544991,0.9092111885381592,191.47492378234173,18,95.73746189117087,x_time_h,10.1038/s41467-023-36918-x,Fig5_F,Series_1,hours
x_time_h/10.1038_s41467-023-36918-x/Fig5_F_jv_curve_stability_performance_pce/10.1038_s41467-023-36918-x__Fig5__F__jv_curve_stability_performance_pce__Target_encap__Series_2.csv,included,OK,90,1.0041725038579035,0.9773925803482297,191.47492378234173,18,95.73746189117087,x_time_h,10.1038/s41467-023-36918-x,Fig5_F,Series_2,hours
x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__Control__Series_3.csv,included,OK,76,16.672733044383147,0.5900775180381388,199.23279458084392,31,99.61639729042196,x_time_h,10.1038/s41467-023-43016-5,Fig4_F,Series_3,hours
x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__VAQ-2D_Cs₀.₂FA₀.₈Pb(I₀.₆Br₀.₄)₃__Series_2.csv,included,OK,76,19.35920678190276,0.9209538971443618,199.23279458084392,31,99.61639729042196,x_time_h,10.1038/s41467-023-43016-5,Fig4_F,Series_2,hours
x_time_h/10.1038_s41467-023-43016-5/Fig4_F_mppt_stability_performance_curve_pce/10.1038_s41467-023-43016-5__Fig4__F__mppt_stability_performance_curve_pce__VAQ-2D_DMA₀.₁Cs₀.₄FA₀.₅Pb(I₀.₇₂Br₀.₂₄Cl₀.₀₄)₃__Series_1.csv,included,OK,76,19.15517080183798,0.9556177323746435,199.23279458084392,31,99.61639729042196,x_time_h,10.1038/s41467-023-43016-5,Fig4_F,Series_1,hours
x_time_h/10.1038_s41467-023-43016-5/Fig5_D_mppt_stability_performance_curve_pce/10.1038_s41467-023-43016-5__Fig5__D__mppt_stability_performance_curve_pce__WBG_FAMA_NBG__Series_2.csv,included,OK,19,1.0021599749701653,0.7603004036638931,137.16464601674045,18,68.58232300837022,x_time_h,10.1038/s41467-023-43016-5,Fig5_D,Series_2,hours
x_time_h/10.1038_s41467-023-43016-5/Fig5_E_mppt_stability_performance_curve_pce/10.1038_s41467-023-43016-5__Fig5__E__mppt_stability_performance_curve_pce__Series_1__Series_1.csv,included,OK,91,1.0007275401598257,0.9551142660550763,193.8321222999455,20,96.91606114997275,x_time_h,10.1038/s41467-023-43016-5,Fig5_E,Series_1,hours
x_time_h/10.1038_s41467-024-45228-9/Fig6_A_mppt_stability_performance_curve_image/10.1038_s41467-024-45228-9__Fig6__A__mppt_stability_performance_curve_image__Control__Series_1.csv,included,OK,75,0.996089541757021,0.7679072682566773,194.67694077441007,15,97.33847038720504,x_time_h,10.1038/s41467-024-45228-9,Fig6_A,Series_1,hours
x_time_h/10.1038_s41467-024-45228-9/Fig6_A_mppt_stability_performance_curve_image/10.1038_s41467-024-45228-9__Fig6__A__mppt_stability_performance_curve_image__PEDAI__Series_2.csv,included,OK,74,0.9694864054390494,0.17369417979089888,194.67694077441007,13,97.33847038720504,x_time_h,10.1038/s41467-024-45228-9,Fig6_A,Series_2,hours
x_time_h/10.1038_s41467-024-49617-y/Fig6_D_xrd_pattern_stability_performance_curve_pce/10.1038_s41467-024-49617-y__Fig6__D__xrd_pattern_stability_performance_curve_pce__o1Control__Series_2.csv,included,OK,41,0.9912137683563318,0.9090873823765258,197.17220563035062,11,98.58610281517531,x_time_h,10.1038/s41467-024-49617-y,Fig6_D,Series_2,hours
x_time_h/10.1038_s41467-024-49617-y/Fig6_E_xrd_pattern_stability_performance_curve_pce/10.1038_s41467-024-49617-y__Fig6__E__xrd_pattern_stability_performance_curve_pce__Control__Series_1.csv,included,OK,69,0.9976200250568693,0.7659315550409155,195.18716557179033,34,97.59358278589517,x_time_h,10.1038/s41467-024-49617-y,Fig6_E,Series_1,hours
x_time_h/10.1038_s41467-024-49617-y/Fig6_F_xrd_pattern_stability_performance_curve_pce/10.1038_s41467-024-49617-y__Fig6__F__xrd_pattern_stability_performance_curve_pce__Control__Series_2.csv,included,OK,69,0.9968977871478225,0.9781451995872412,188.00068104330052,14,94.00034052165026,x_time_h,10.1038/s41467-024-49617-y,Fig6_F,Series_2,hours
x_time_h/10.1038_s41467-024-51760-5/Fig4_E_jv_curve_stability_performance_eqe/10.1038_s41467-024-51760-5__Fig4__E__jv_curve_stability_performance_eqe__2PACz__Series_2.csv,included,OK,46,1.0009387302765227,0.9586400477158673,186.6347776522975,14,93.31738882614874,x_time_h,10.1038/s41467-024-51760-5,Fig4_E,Series_2,hours
x_time_h/10.1038_s41467-025-56409-5/Fig4_A_stability_performance_curve_pce_mapping/10.1038_s41467-025-56409-5__Fig4__A__stability_performance_curve_pce_mapping__2D-PEA-disordered__Series_3.csv,included,OK,173,22.435989613766797,0.7600263392098441,197.48979914248702,28,98.74489957124351,x_time_h,10.1038/s41467-025-56409-5,Fig4_A,Series_3,hours
x_time_h/10.1038_s41467-025-56409-5/Fig4_A_stability_performance_curve_pce_mapping/10.1038_s41467-025-56409-5__Fig4__A__stability_performance_curve_pce_mapping__Control__Series_1.csv,included,OK,172,21.523543057187325,0.9008876965850444,197.489799142487,27,98.7448995712435,x_time_h,10.1038/s41467-025-56409-5,Fig4_A,Series_1,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_A_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__A__mppt_stability_performance_curve__CsFAMA-F__Series_2.csv,included,OK,59,1.0177947507697427,0.9920226837960721,196.5295505152464,13,98.2647752576232,x_time_h,10.1038/s41560-019-0382-6,Fig5_A,Series_2,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_A_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__A__mppt_stability_performance_curve__CsFAMA__Series_1.csv,included,OK,60,1.0078085054882873,0.9599252626049858,196.5295505152464,13,98.2647752576232,x_time_h,10.1038/s41560-019-0382-6,Fig5_A,Series_1,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_B_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__B__mppt_stability_performance_curve__CsFAMA-F__Series_1.csv,included,OK,60,1.0227188511688448,0.9764104148457262,197.11420547699612,13,98.55710273849806,x_time_h,10.1038/s41560-019-0382-6,Fig5_B,Series_1,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_B_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__B__mppt_stability_performance_curve__CsFAMA__Series_2.csv,included,OK,60,1.0047982929890122,0.9411775297162035,197.11420547699612,13,98.55710273849806,x_time_h,10.1038/s41560-019-0382-6,Fig5_B,Series_2,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_C_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__C__mppt_stability_performance_curve__CsFAMA-F__Series_2.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 98% of window)",60,,,196.05945822600074,3,98.02972911300037,x_time_h,10.1038/s41560-019-0382-6,Fig5_C,Series_2,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_C_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__C__mppt_stability_performance_curve__CsFAMA__Series_1.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 98% of window)",60,,,196.05945822600074,3,98.02972911300037,x_time_h,10.1038/s41560-019-0382-6,Fig5_C,Series_1,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_D_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__D__mppt_stability_performance_curve__CsFAMA-F__Series_2.csv,included,OK,60,1.001025837428885,0.9505934134043155,198.02623213919827,13,99.01311606959914,x_time_h,10.1038/s41560-019-0382-6,Fig5_D,Series_2,hours
x_time_h/10.1038_s41560-019-0382-6/Fig5_D_mppt_stability_performance_curve/10.1038_s41560-019-0382-6__Fig5__D__mppt_stability_performance_curve__CsFAMA__Series_1.csv,included,OK,36,0.9518115984754799,0.7518310416947609,198.02623213919827,13,99.01311606959914,x_time_h,10.1038/s41560-019-0382-6,Fig5_D,Series_1,hours
x_time_h/10.1038_s41560-019-0538-4/Fig6_B_mppt_stability_performance_curve_pce/10.1038_s41560-019-0538-4__Fig6__B__mppt_stability_performance_curve_pce__Pristine__Series_2.csv,included,OK,57,0.9936185751306029,0.9244099840139469,196.9601938071535,12,98.48009690357675,x_time_h,10.1038/s41560-019-0538-4,Fig6_B,Series_2,hours
x_time_h/10.1038_s41560-019-0538-4/Fig6_C_mppt_stability_performance_curve_pce/10.1038_s41560-019-0538-4__Fig6__C__mppt_stability_performance_curve_pce__Pristine__Series_1.csv,included,OK,48,17.34108677526679,0.7845659667332452,196.08531632520268,28,98.04265816260134,x_time_h,10.1038/s41560-019-0538-4,Fig6_C,Series_1,hours
