curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002/adfm.201807024,Fig6_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",18,,176.8322544207487,8,88.41612721037436,days
x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,x_time_day,10.1002/adfm.201807850,Fig7_E,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",24,,184.66698424670057,9,92.33349212335028,days
x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,x_time_day,10.1002/adfm.202000778,Fig6_C,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",55,,184.1525941085041,8,92.07629705425205,days
x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,x_time_day,10.1002/adfm.202004209,Fig11_C,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 92% of window)",12,,184.52034581023278,4,92.26017290511639,days
x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,x_time_day,10.1002/adfm.202111116,Fig5_A,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 82% of window)",59,,163.63995477417734,5,81.81997738708867,days
x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_day,10.1002/adfm.202204450,Fig1_E,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 96% of window)",52,,192.76976613300155,8,96.38488306650078,days
x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv,x_time_day,10.1002/adma.201907623,Fig4_D,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 91% of window)",12,,181.11430555970296,6,90.55715277985148,days
x_time_day/10.1002_admi.201800499/Fig6_E_stability_performance_curve_pce/10.1002_admi.201800499__Fig6__E__stability_performance_curve_pce__Without_CF_film__Series_2.csv,x_time_day,10.1002/admi.201800499,Fig6_E,Series_2,excluded,Curve max time 188.5h < 200.0h (curve too short),34,,188.09973173978992,34,94.04986586989496,days
x_time_day/10.1002_advs.201700025/Fig7_whole_stability/10.1002_advs.201700025__Fig7__whole__stability__w_oBDTS-2DPP__Series_2.csv,x_time_day,10.1002/advs.201700025,Fig7,Series_2,excluded,Curve max time 165.1h < 200.0h (curve too short),79,,164.43654585817188,79,82.21827292908594,days
x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,x_time_day,10.1002/advs.202004662,Fig5_A,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 71% of window)",38,,141.3869963379114,3,70.6934981689557,days
x_time_day/10.1002_aenm.201700226/Fig4_A_stability_performance_curve_pce/10.1002_aenm.201700226__Fig4__A__stability_performance_curve_pce__★1-TiO2__Series_3.csv,x_time_day,10.1002/aenm.201700226,Fig4_A,Series_3,excluded,Curve max time 107.5h < 200.0h (curve too short),44,,107.49635358905505,44,53.748176794527524,days
x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv,x_time_day,10.1002/aenm.201702934,Fig4_A,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 89% of window)",29,,178.3822477982921,4,89.19112389914605,days
x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,x_time_day,10.1002/aenm.201800275,Fig4_D,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 83% of window)",53,,165.6490395314749,5,82.82451976573745,days
x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,x_time_day,10.1002/aenm.201803587,Fig5_D,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 86% of window)",64,,171.71313913312756,6,85.85656956656378,days
x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv,x_time_day,10.1002/aenm.201903299,Fig6_C,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 97% of window)",52,,194.53028498029408,9,97.26514249014704,days
x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv,x_time_day,10.1002/aenm.202000967,Fig4_A,Series_2,excluded,"Too few unique time points (2) in [0,200]h window (data spans 53% of window)",34,,105.22860724497411,2,52.61430362248706,days
x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3.csv,x_time_day,10.1002/aenm.202000967,Fig4_A,Series_3,excluded,"Too few unique time points (2) in [0,200]h window (data spans 53% of window)",10,,105.22860724497411,2,52.61430362248706,days
x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv,x_time_day,10.1002/anie.201806392,Fig3_H,Series_3,excluded,"Too few unique time points (7) in [0,200]h window (data spans 99% of window)",24,,197.46575840987035,7,98.73287920493517,days
x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,x_time_day,10.1002/anie.201806392,Fig3_H,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 99% of window)",43,,197.46575840987026,7,98.73287920493513,days
x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv,x_time_day,10.1002/anie.201911796,Fig4_C,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 94% of window)",12,,188.02806899876293,4,94.01403449938147,days
x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv,x_time_day,10.1002/chem.201704181,Fig5_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",36,,184.7290925022698,8,92.3645462511349,days
x_time_day/10.1002_cssc.202001350/Fig8_B_jv_curve_stability_performance_pce/10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1.csv,x_time_day,10.1002/cssc.202001350,Fig8_B,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 89% of window)",41,,177.28457093163053,6,88.64228546581526,days
x_time_day/10.1002_pip.3352/Fig6_H_stability_performance_curve/10.1002_pip.3352__Fig6__H__stability_performance_curve__Control__Series_2.csv,x_time_day,10.1002/pip.3352,Fig6_H,Series_2,excluded,"Too few unique time points (2) in [0,200]h window (data spans 57% of window)",42,,113.03059916572442,2,56.51529958286221,days
x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,x_time_day,10.1002/smll.202005671,Fig5_E,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 92% of window)",47,,184.2951089863094,5,92.1475544931547,days
x_time_day/10.1002_solr.201700245/Fig6_whole_stability_performance_curve_pce/10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2.csv,x_time_day,10.1002/solr.201700245,Fig6,Series_2,excluded,Curve max time 110.8h < 200.0h (curve too short),17,,114.14523666198139,17,57.072618330990686,days
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2.csv",x_time_day,10.1002/solr.201800338,Fig2_D,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",53,,183.5008611308731,9,91.75043056543655,days
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1.csv",x_time_day,10.1002/solr.201800338,Fig2_D,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 92% of window)",53,,183.5008611308731,9,91.75043056543655,days
x_time_day/10.1002_solr.201900336/Fig5_D_stability_performance_curve_pce/10.1002_solr.201900336__Fig5__D__stability_performance_curve_pce__o—SnO₂__Series_2.csv,x_time_day,10.1002/solr.201900336,Fig5_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",43,,178.26019316117288,8,89.13009658058644,days
x_time_day/10.1002_solr.201900457/Fig5_D_stability_performance_curve_pce/10.1002_solr.201900457__Fig5__D__stability_performance_curve_pce__CsPb0.5Sn0.5I2Br__Series_1.csv,x_time_day,10.1002/solr.201900457,Fig5_D,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 91% of window)",63,,182.36468043189092,9,91.18234021594546,days
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3__Series_1.csv,x_time_day,10.1002/solr.202000376,Fig8_C,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 94% of window)",58,,188.43684729612497,6,94.21842364806248,days
x_time_day/10.1002_solr.202000376/Fig8_C_stability_performance_curve_pce/10.1002_solr.202000376__Fig8__C__stability_performance_curve_pce__MAPbI3with_SDBS__Series_2.csv,x_time_day,10.1002/solr.202000376,Fig8_C,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 94% of window)",56,,188.43684729612497,6,94.21842364806248,days
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__o—wlo_APZ__Series_1.csv,x_time_day,10.1002/solr.202100069,Fig5_B,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 97% of window)",52,,193.40166579100276,8,96.70083289550138,days
x_time_day/10.1002_solr.202100069/Fig5_B_stability_performance_curve_pce/10.1002_solr.202100069__Fig5__B__stability_performance_curve_pce__with_APZ__Series_2.csv,x_time_day,10.1002/solr.202100069,Fig5_B,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 97% of window)",52,,193.40166579100276,8,96.70083289550138,days
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/10.1007_s11426-016-0085-y__Fig5__A__stability__FF__Series_2.csv,x_time_day,10.1007/s11426-016-0085-y,Fig5_A,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 100% of window)",64,,199.02955573859393,8,99.51477786929696,days
x_time_day/10.1007_s11426-016-0085-y/Fig5_A_stability/10.1007_s11426-016-0085-y__Fig5__A__stability__PCE__Series_1.csv,x_time_day,10.1007/s11426-016-0085-y,Fig5_A,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 100% of window)",64,,199.02955573859393,8,99.51477786929696,days
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1007/s11426-022-1403-6,Fig4_F,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 84% of window)",39,,168.9953206024225,4,84.49766030121125,days
x_time_day/10.1007_s11426-022-1403-6/Fig4_F_stability_performance_curve_pce/10.1007_s11426-022-1403-6__Fig4__F__stability_performance_curve_pce__w_IDT-C1__Series_2.csv,x_time_day,10.1007/s11426-022-1403-6,Fig4_F,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 84% of window)",39,,168.99532060242242,4,84.49766030121121,days
x_time_day/10.1007_s40843-019-1186-4/Fig8_D_stability_performance_curve_plot/10.1007_s40843-019-1186-4__Fig8__D__stability_performance_curve_plot__Tra-FAo.gMA0.1__Series_1.csv,x_time_day,10.1007/s40843-019-1186-4,Fig8_D,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 97% of window)",50,,194.55073914943242,6,97.27536957471621,days
"x_time_day/10.1016_j.apsusc.2017.02.057/Fig4_D_stability_performance_curve_pce/10.1016_j.apsusc.2017.02.057__Fig4__D__stability_performance_curve_pce__c-Pbl,based__Series_2.csv",x_time_day,10.1016/j.apsusc.2017.02.057,Fig4_D,Series_2,excluded,Curve max time 120.1h < 200.0h (curve too short),16,,124.90141556854076,16,62.45070778427038,days
x_time_day/10.1016_j.carbon.2019.10.101/Fig4_A_stability_performance_curve_pce/10.1016_j.carbon.2019.10.101__Fig4__A__stability_performance_curve_pce__CuSCN_AuPSC__Series_1.csv,x_time_day,10.1016/j.carbon.2019.10.101,Fig4_A,Series_1,excluded,Curve max time 167.8h < 200.0h (curve too short),49,,166.64316594273532,49,83.32158297136766,days
x_time_day/10.1016_j.cej.2020.125010/Fig6_A_stability_performance_curve_pce/10.1016_j.cej.2020.125010__Fig6__A__stability_performance_curve_pce__Reference_PSCs__Series_1.csv,x_time_day,10.1016/j.cej.2020.125010,Fig6_A,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 86% of window)",60,,171.1198092292621,3,85.55990461463105,days
x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—0.0%v_v__Series_1.csv,x_time_day,10.1016/j.cej.2020.126992,Fig9,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",81,,177.11218999744094,7,88.55609499872047,days
x_time_day/10.1016_j.cej.2020.126992/Fig9_whole_stability/10.1016_j.cej.2020.126992__Fig9__whole__stability__0—1.0%_v_v__Series_2.csv,x_time_day,10.1016/j.cej.2020.126992,Fig9,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",81,,177.11218999744094,7,88.55609499872047,days
x_time_day/10.1016_j.cej.2021.129482/Fig5_E_pce/10.1016_j.cej.2021.129482__Fig5__E__pce__Control__Series_2.csv,x_time_day,10.1016/j.cej.2021.129482,Fig5_E,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 87% of window)",11,,174.1672841606135,5,87.08364208030675,days
x_time_day/10.1016_j.cej.2021.129482/Fig5_F_stability_performance_curve_pce/10.1016_j.cej.2021.129482__Fig5__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1016/j.cej.2021.129482,Fig5_F,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 79% of window)",40,,158.96966883910548,4,79.48483441955274,days
x_time_day/10.1016_j.cej.2021.131444/Fig4_B_stability_performance_curve/10.1016_j.cej.2021.131444__Fig4__B__stability_performance_curve__DC-SnO₂_PSCs__Series_2.csv,x_time_day,10.1016/j.cej.2021.131444,Fig4_B,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 88% of window)",47,,175.47563303944983,5,87.73781651972492,days
x_time_day/10.1016_j.ceramint.2020.07.260/Fig7_B_stability_performance_curve_pce/10.1016_j.ceramint.2020.07.260__Fig7__B__stability_performance_curve_pce__Cell_A__Series_3.csv,x_time_day,10.1016/j.ceramint.2020.07.260,Fig7_B,Series_3,excluded,"Too few unique time points (8) in [0,200]h window (data spans 95% of window)",66,,189.7521264142633,8,94.87606320713165,days
x_time_day/10.1016_j.cplett.2021.138496/Fig5_B_stability_performance_curve/10.1016_j.cplett.2021.138496__Fig5__B__stability_performance_curve__c-TiO₂_m-TiO₂_based__Series_2.csv,x_time_day,10.1016/j.cplett.2021.138496,Fig5_B,Series_2,excluded,Curve max time 165.3h < 200.0h (curve too short),57,,165.31402487224722,57,82.65701243612361,days
x_time_day/10.1016_j.electacta.2017.07.040/Fig8_whole_stability_performance_curve_pce/10.1016_j.electacta.2017.07.040__Fig8__whole__stability_performance_curve_pce__MAPbI_3__Series_3.csv,x_time_day,10.1016/j.electacta.2017.07.040,Fig8,Series_3,excluded,Curve max time 188.2h < 200.0h (curve too short),32,,192.6822463271933,32,96.34112316359665,days
x_time_day/10.1016_j.electacta.2018.02.103/Fig5_A_stability_performance_curve_pce/10.1016_j.electacta.2018.02.103__Fig5__A__stability_performance_curve_pce__ZnO-based_PSCs__Series_2.csv,x_time_day,10.1016/j.electacta.2018.02.103,Fig5_A,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 88% of window)",50,,176.51619974333914,5,88.25809987166957,days
x_time_day/10.1016_j.electacta.2018.04.055/Fig4_D_stability_performance_curve_pce/10.1016_j.electacta.2018.04.055__Fig4__D__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,x_time_day,10.1016/j.electacta.2018.04.055,Fig4_D,Series_1,excluded,Curve max time 168.2h < 200.0h (curve too short),67,,170.2723497477142,67,85.1361748738571,days
x_time_day/10.1016_j.electacta.2018.07.028/Fig2_A_spectrum_2/10.1016_j.electacta.2018.07.028__Fig2__A__spectrum_2__Ref.ETL__Series_2.csv,x_time_day,10.1016/j.electacta.2018.07.028,Fig2_A,Series_2,excluded,Curve max time 118.0h < 200.0h (curve too short),55,,119.20455256554577,55,59.602276282772884,days
x_time_day/10.1016_j.electacta.2018.07.028/Fig2_A_spectrum_2/10.1016_j.electacta.2018.07.028__Fig2__A__spectrum_2__m-TiO2__Series_3.csv,x_time_day,10.1016/j.electacta.2018.07.028,Fig2_A,Series_3,excluded,Curve max time 118.2h < 200.0h (curve too short),55,,119.20455256554575,55,59.602276282772884,days
x_time_day/10.1016_j.jallcom.2019.06.161/Fig7_D_photovoltaic_parameter/10.1016_j.jallcom.2019.06.161__Fig7__D__photovoltaic_parameter__MAPbIj_ZnAc2__Series_2.csv,x_time_day,10.1016/j.jallcom.2019.06.161,Fig7_D,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",56,,167.58173345514246,6,83.79086672757123,days
x_time_day/10.1016_j.jallcom.2020.157396/Fig6_B_stability_performance_curve_pce/10.1016_j.jallcom.2020.157396__Fig6__B__stability_performance_curve_pce__No_additive__Series_2.csv,x_time_day,10.1016/j.jallcom.2020.157396,Fig6_B,Series_2,excluded,Curve max time 166.8h < 200.0h (curve too short),47,,166.22972576974558,47,83.11486288487279,days
x_time_day/10.1016_j.jallcom.2021.161455/Fig5_D_stability_performance_curve/10.1016_j.jallcom.2021.161455__Fig5__D__stability_performance_curve__Device_A__Series_2.csv,x_time_day,10.1016/j.jallcom.2021.161455,Fig5_D,Series_2,excluded,Curve max time 165.3h < 200.0h (curve too short),57,,165.1479379084644,57,82.5739689542322,days
x_time_day/10.1016_j.jcis.2021.07.122/Fig5_C_stability_performance_curve_pce/10.1016_j.jcis.2021.07.122__Fig5__C__stability_performance_curve_pce__without_Cs_PtI₆__Series_2.csv,x_time_day,10.1016/j.jcis.2021.07.122,Fig5_C,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",20,,197.37133128699665,9,98.68566564349833,days
x_time_day/10.1016_j.jcis.2021.07.122/Fig5_E_pce/10.1016_j.jcis.2021.07.122__Fig5__E__pce__without_Cs₂PdI₆__Series_2.csv,x_time_day,10.1016/j.jcis.2021.07.122,Fig5_E,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 86% of window)",42,,171.44218443553493,6,85.72109221776746,days
x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1.csv,x_time_day,10.1016/j.jechem.2020.03.082,Fig4_D,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 68% of window)",36,,136.35960093812798,3,68.17980046906399,days
x_time_day/10.1016_j.jpowsour.2019.226914/Fig6_E_jv_curve_stability_performance_pce/10.1016_j.jpowsour.2019.226914__Fig6__E__jv_curve_stability_performance_pce__w_o_PbBr2__Series_1.csv,x_time_day,10.1016/j.jpowsour.2019.226914,Fig6_E,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 96% of window)",55,,191.46046262150435,8,95.73023131075217,days
x_time_day/10.1016_j.jpowsour.2020.228648/Fig6_D_stability_performance_curve_pce/10.1016_j.jpowsour.2020.228648__Fig6__D__stability_performance_curve_pce__SnO2-HCI__Series_2.csv,x_time_day,10.1016/j.jpowsour.2020.228648,Fig6_D,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 87% of window)",74,,174.9788968868547,7,87.48944844342735,days
x_time_day/10.1016_j.jpowsour.2022.231243/Fig6_B_jv_curve_stability_performance_pce/10.1016_j.jpowsour.2022.231243__Fig6__B__jv_curve_stability_performance_pce__W_O_M-P_chloride__Series_2.csv,x_time_day,10.1016/j.jpowsour.2022.231243,Fig6_B,Series_2,excluded,Curve max time 190.1h < 200.0h (curve too short),56,,189.39422333516956,56,94.69711166758478,days
x_time_day/10.1016_j.jssc.2018.10.014/Fig9_A_stability_performance_curve_pce/10.1016_j.jssc.2018.10.014__Fig9__A__stability_performance_curve_pce__w_oKSCN__Series_1.csv,x_time_day,10.1016/j.jssc.2018.10.014,Fig9_A,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 94% of window)",49,,188.2230222530672,9,94.1115111265336,days
x_time_day/10.1016_j.matt.2019.04.001/Fig5_E_stability_performance_curve_pce/10.1016_j.matt.2019.04.001__Fig5__E__stability_performance_curve_pce__c-TiO₂__Series_2.csv,x_time_day,10.1016/j.matt.2019.04.001,Fig5_E,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 78% of window)",62,,156.54886758620626,3,78.27443379310313,days
x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnO-TiO2nanorods__Series_1.csv,x_time_day,10.1016/j.mssp.2018.10.034,Fig12,Series_1,excluded,Curve max time 167.2h < 200.0h (curve too short),72,,167.27608813843167,72,83.63804406921584,days
x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnOnanorods__Series_2.csv,x_time_day,10.1016/j.mssp.2018.10.034,Fig12,Series_2,excluded,Curve max time 119.6h < 200.0h (curve too short),52,,120.15606331070444,52,60.07803165535221,days
x_time_day/10.1016_j.mtener.2021.100853/Fig5_A_stability_performance_curve_pce/10.1016_j.mtener.2021.100853__Fig5__A__stability_performance_curve_pce__0%_GQDs__Series_1.csv,x_time_day,10.1016/j.mtener.2021.100853,Fig5_A,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 89% of window)",61,,178.92948177568326,9,89.46474088784163,days
x_time_day/10.1016_j.nanoen.2016.08.055/Fig9_A_stability_performance_curve_pce/10.1016_j.nanoen.2016.08.055__Fig9__A__stability_performance_curve_pce__Pristine__Series_1.csv,x_time_day,10.1016/j.nanoen.2016.08.055,Fig9_A,Series_1,excluded,Curve max time 189.6h < 200.0h (curve too short),48,,189.1555510082967,48,94.57777550414835,days
x_time_day/10.1016_j.nanoen.2019.104412/Fig3_A_pce/10.1016_j.nanoen.2019.104412__Fig3__A__pce__Ca-TFSI₂__Series_3.csv,x_time_day,10.1016/j.nanoen.2019.104412,Fig3_A,Series_3,excluded,"Too few unique time points (4) in [0,200]h window (data spans 95% of window)",73,,190.75527203885508,4,95.37763601942754,days
x_time_day/10.1016_j.nanoen.2019.104412/Fig3_A_pce/10.1016_j.nanoen.2019.104412__Fig3__A__pce__Li-TFSI__Series_1.csv,x_time_day,10.1016/j.nanoen.2019.104412,Fig3_A,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 95% of window)",73,,190.75527203885525,4,95.37763601942763,days
x_time_day/10.1016_j.nanoen.2019.104412/Fig3_A_pce/10.1016_j.nanoen.2019.104412__Fig3__A__pce__Mg-TFSI₂__Series_2.csv,x_time_day,10.1016/j.nanoen.2019.104412,Fig3_A,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 95% of window)",72,,190.75527203885508,4,95.37763601942754,days
x_time_day/10.1016_j.nanoen.2021.106445/Fig5_B_stability_performance_curve/10.1016_j.nanoen.2021.106445__Fig5__B__stability_performance_curve__Control__Series_2.csv,x_time_day,10.1016/j.nanoen.2021.106445,Fig5_B,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 88% of window)",66,,175.6376491062743,7,87.81882455313715,days
x_time_day/10.1016_j.optmat.2021.111214/Fig7_E_stability_performance_curve_pce/10.1016_j.optmat.2021.111214__Fig7__E__stability_performance_curve_pce__0_Vol%ofAc__Series_1.csv,x_time_day,10.1016/j.optmat.2021.111214,Fig7_E,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 94% of window)",40,,188.78681620587219,9,94.39340810293609,days
x_time_day/10.1016_j.optmat.2021.111214/Fig7_E_stability_performance_curve_pce/10.1016_j.optmat.2021.111214__Fig7__E__stability_performance_curve_pce__8Vol%of_Ac__Series_2.csv,x_time_day,10.1016/j.optmat.2021.111214,Fig7_E,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 94% of window)",40,,188.78681620587213,9,94.39340810293606,days
x_time_day/10.1016_j.orgel.2018.01.029/Fig4_D_stability_performance_curve_pce/10.1016_j.orgel.2018.01.029__Fig4__D__stability_performance_curve_pce__Anti-solvent__Series_2.csv,x_time_day,10.1016/j.orgel.2018.01.029,Fig4_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 88% of window)",36,,175.86561514263457,8,87.93280757131728,days
x_time_day/10.1016_j.orgel.2019.06.039/Fig5_A_stability_performance_curve_pce/10.1016_j.orgel.2019.06.039__Fig5__A__stability_performance_curve_pce__control__Series_1.csv,x_time_day,10.1016/j.orgel.2019.06.039,Fig5_A,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",56,,183.2365276837677,8,91.61826384188385,days
x_time_day/10.1016_j.orgel.2020.106007/Fig5_A_stability_performance_curve_pce/10.1016_j.orgel.2020.106007__Fig5__A__stability_performance_curve_pce__with__Series_2.csv,x_time_day,10.1016/j.orgel.2020.106007,Fig5_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 94% of window)",63,,188.9151975889022,6,94.4575987944511,days
x_time_day/10.1016_j.orgel.2020.106007/Fig5_A_stability_performance_curve_pce/10.1016_j.orgel.2020.106007__Fig5__A__stability_performance_curve_pce__without__Series_1.csv,x_time_day,10.1016/j.orgel.2020.106007,Fig5_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 94% of window)",64,,188.9151975889022,6,94.4575987944511,days
x_time_day/10.1016_j.solener.2016.10.005/Fig7_whole_stability/10.1016_j.solener.2016.10.005__Fig7__whole__stability__PEDOT_PSS__Series_2.csv,x_time_day,10.1016/j.solener.2016.10.005,Fig7,Series_2,excluded,Curve max time 117.4h < 200.0h (curve too short),62,,118.11498603273161,62,59.057493016365804,days
