curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0155,IFO-Hill,23.47621841,0.00727859,0.00749800,0.85915797,286,0.53766815,31.12643282,74.92568381,0.97049306,0.53650623,0.23652296,,,,,,,,,,,
SYN-0156,IFO-Valley,19.57161837,0.00319622,0.00755637,0.75216293,293,0.97971443,,,,,0.63226643,,,,,,,,32.84701776,82.35960903,0.29598365,0.78010557
SYN-0157,IFO-Hill,16.29630397,0.00723468,0.01303570,0.72519839,298,0.50288808,25.60235797,64.94108793,0.99073634,0.51266121,0.24412735,,,,,,,,,,,
SYN-0158,IFO-Bridge,11.97614805,0.00403354,0.00415176,0.90792155,291,0.64620768,,,0.98111344,,0.86566589,,,,,32.13787514,58.67397299,0.94879543,,,,
SYN-0159,IFO-Hill,13.60145938,0.00843707,0.00421224,0.91802669,292,0.50483794,25.83287408,72.70658858,0.97183651,0.40004675,0.33705332,,,,,,,,,,,
SYN-0160,IFO-Bridge,22.05252174,0.00534903,0.00806850,0.78043044,298,0.63315478,,,0.98119394,,0.76153963,,,,,24.80717362,75.04060160,0.96240366,,,,
SYN-0161,IFO-Hill,14.55065230,0.00960539,0.01233019,0.72195170,296,0.60042089,25.31618101,62.88690958,0.99547991,0.50410056,0.26884421,,,,,,,,,,,
SYN-0162,IFO-Valley,21.53185180,0.00499047,0.00659928,0.75682468,293,0.95500004,,,,,0.68181616,,,,,,,,26.27029249,82.34769368,0.37175162,0.91116765
SYN-0163,IFO-Bridge,23.99580473,0.00646779,0.00456896,0.77014028,288,0.58104609,,,0.97520198,,0.87990150,,,,,23.85109575,58.93566489,0.96927809,,,,
SYN-0164,IFO-Slope,21.22924284,0.00533557,0.00598483,0.90000803,297,0.99196605,,,,,0.34644245,0.48114659,13.20959814,168.18801292,0.17206610,,,,,,,
SYN-0165,IFO-Hill,11.34755503,0.00411163,0.00756661,0.90488664,289,0.51304254,17.94119908,57.46991056,0.97397653,0.39084184,0.24918665,,,,,,,,,,,
SYN-0166,IFO-Bridge,19.12011981,0.00973773,0.01391814,0.87269757,291,0.60031328,,,0.99115667,,0.81289747,,,,,28.52623092,79.80845371,0.97543033,,,,
SYN-0167,IFO-Slope,16.88951985,0.00949221,0.01210278,0.84189322,296,0.99187294,,,,,0.33380972,0.53772581,10.21047514,212.35831617,0.13934353,,,,,,,
SYN-0168,IFO-Valley,11.37124092,0.00590448,0.00435775,0.77829411,295,0.99128543,,,,,0.70864640,,,,,,,,33.58763418,90.28500733,0.35473353,0.83523774
SYN-0169,IFO-Valley,14.60338358,0.00446663,0.01012123,0.79556509,287,0.99948894,,,,,0.62451018,,,,,,,,27.07048608,85.97557983,0.29723092,0.79650974
SYN-0170,IFO-Valley,12.98155594,0.00487626,0.01379751,0.74164941,290,0.96506234,,,,,0.68751852,,,,,,,,28.63029680,90.20714046,0.36667308,0.84369164
SYN-0171,IFO-Slope,12.11615601,0.00666477,0.00513171,0.91533963,296,0.96203674,,,,,0.24832348,0.61852045,16.12541244,178.77099830,0.10739302,,,,,,,
SYN-0172,IFO-Valley,10.30224010,0.00673702,0.00446818,0.90169038,293,0.96810478,,,,,0.59456455,,,,,,,,38.79263674,88.91489874,0.42266208,0.89985518
SYN-0173,IFO-Hill,17.84264176,0.00963658,0.01384442,0.78705061,295,0.55778246,18.99172986,65.57070782,0.99261914,0.41993082,0.21032892,,,,,,,,,,,
SYN-0174,IFO-Slope,19.51056108,0.00333880,0.00808369,0.91213452,296,0.99188456,,,,,0.27247028,0.63119997,12.66510096,180.90119439,0.13446813,,,,,,,
SYN-0175,IFO-Hill,10.23321770,0.00819271,0.00731283,0.72481877,293,0.56889924,25.37416501,57.16982011,0.97454049,0.39944542,0.23041429,,,,,,,,,,,
SYN-0176,IFO-Hill,17.49387661,0.00783638,0.00530062,0.72242727,296,0.54117374,23.26395904,57.76420774,0.98733541,0.39883711,0.22529555,,,,,,,,,,,
SYN-0177,IFO-Hill,11.49213436,0.00502245,0.00840144,0.90606477,289,0.60575337,18.48476840,56.15364801,0.99136607,0.53662974,0.26998778,,,,,,,,,,,
SYN-0178,IFO-Hill,20.10101933,0.00879385,0.00895998,0.78474073,297,0.55535872,26.57600873,71.27059833,0.98051753,0.52093418,0.26773302,,,,,,,,,,,
SYN-0179,IFO-Valley,14.39939498,0.00820227,0.00836023,0.77176260,297,0.97554034,,,,,0.62840176,,,,,,,,36.00141078,95.12979944,0.27150551,0.90251545
SYN-0180,IFO-Hill,22.71057798,0.00410741,0.00409447,0.73292464,293,0.61237706,25.57886472,54.45032460,0.99954272,0.46470720,0.24546056,,,,,,,,,,,
SYN-0181,IFO-Bridge,15.00045705,0.00871672,0.00645691,0.86544586,285,0.55234947,,,0.99275950,,0.78737688,,,,,22.19463791,70.33364790,0.95033416,,,,
SYN-0182,IFO-Hill,16.52860848,0.00473910,0.00707021,0.83828498,291,0.51596452,24.57810650,56.67690594,0.97684524,0.45104508,0.21727856,,,,,,,,,,,
SYN-0183,IFO-Hill,20.96396663,0.00918042,0.00823992,0.90175120,291,0.53615852,22.00883739,59.19014884,0.98771110,0.44688413,0.24710733,,,,,,,,,,,
SYN-0184,IFO-Slope,14.82916395,0.00985319,0.01159677,0.79541755,290,0.99729835,,,,,0.26598400,0.52222614,14.02297079,158.33294653,0.09967944,,,,,,,
SYN-0185,IFO-Valley,23.05175311,0.00544212,0.00893544,0.74641100,293,0.96404756,,,,,0.71865436,,,,,,,,24.95481276,86.27776574,0.41730602,0.90981010
SYN-0186,IFO-Hill,8.38216056,0.00441604,0.00631626,0.78532020,287,0.46923993,19.91904853,54.10616220,0.98711653,0.42664736,0.28803253,,,,,,,,,,,
SYN-0187,IFO-Slope,19.65118611,0.00367187,0.00567167,0.89657996,297,0.97962689,,,,,0.25878974,0.53369175,19.17482097,149.81746053,0.10952341,,,,,,,
SYN-0188,IFO-Hill,21.60160556,0.00697805,0.00417125,0.87365844,290,0.46560301,24.86598972,60.17167509,0.97819224,0.53447326,0.33046147,,,,,,,,,,,
SYN-0189,IFO-Valley,19.10324073,0.00520177,0.00948529,0.73695935,294,0.95822506,,,,,0.59979033,,,,,,,,32.99998373,86.50479988,0.33538500,0.78976677
SYN-0190,IFO-Slope,13.04386476,0.00857110,0.01184174,0.88034480,288,0.98149446,,,,,0.33027749,0.50033784,16.14127719,221.43862537,0.10873043,,,,,,,
SYN-0191,IFO-Hill,16.49205090,0.00947786,0.01210884,0.91131716,294,0.54798706,30.84595736,64.73162245,0.97531119,0.50831027,0.33610158,,,,,,,,,,,
SYN-0192,IFO-Bridge,16.29756837,0.00399725,0.00592558,0.75649462,287,0.69266191,,,0.98947385,,0.81193189,,,,,26.08809123,57.60500544,0.95076353,,,,
SYN-0193,IFO-Valley,21.49999297,0.00893096,0.01366242,0.82078543,296,0.96543989,,,,,0.58131488,,,,,,,,28.07011901,96.54010290,0.41368774,0.90617222
SYN-0194,IFO-Slope,17.89026620,0.00462534,0.00600992,0.74260303,290,0.97680082,,,,,0.36717633,0.50558938,12.09700323,205.49144941,0.17648178,,,,,,,
SYN-0195,IFO-Bridge,14.49496312,0.00898634,0.00599637,0.75113601,292,0.64106973,,,0.99098297,,0.85168739,,,,,28.49910403,77.51218455,0.95898492,,,,
SYN-0196,IFO-Slope,8.07307677,0.00663369,0.00880572,0.81700848,291,0.98323867,,,,,0.26752072,0.48942045,16.17436319,159.79131770,0.08887397,,,,,,,
SYN-0197,IFO-Hill,13.03495189,0.00603384,0.01369822,0.77927037,292,0.52536074,31.06936029,55.78351624,0.97574866,0.40540243,0.22412193,,,,,,,,,,,
SYN-0198,IFO-Slope,19.08815881,0.00713202,0.00826137,0.82134402,295,0.98052675,,,,,0.31287153,0.53313488,13.39181043,166.60999411,0.15650279,,,,,,,
SYN-0199,IFO-Hill,18.48130490,0.00897654,0.00866506,0.85167063,285,0.49910682,17.07097620,54.79824122,0.98425911,0.52531218,0.30643978,,,,,,,,,,,
SYN-0200,IFO-Valley,18.51457419,0.00660419,0.00790835,0.81315669,293,0.99928293,,,,,0.67010946,,,,,,,,38.26048335,101.91999305,0.37822262,0.85581301
SYN-0201,IFO-Bridge,23.77935793,0.00740826,0.01341100,0.89435950,286,0.63858095,,,0.97123655,,0.78620954,,,,,23.55329708,59.68762110,0.95978684,,,,
SYN-0202,IFO-Slope,15.30099625,0.00383646,0.00689881,0.72154479,295,0.98590062,,,,,0.32630282,0.57912393,13.01055475,229.19745650,0.14162078,,,,,,,
SYN-0203,IFO-Valley,22.63579036,0.00409692,0.01004209,0.91714189,294,0.98203282,,,,,0.61414599,,,,,,,,30.93753940,97.47335542,0.41388501,0.85903310
SYN-0204,IFO-Slope,21.16869921,0.00496771,0.00758231,0.85534063,291,0.97679564,,,,,0.29221529,0.56857627,14.00421966,165.18114646,0.14800336,,,,,,,
SYN-0205,IFO-Hill,16.76429313,0.00887086,0.01165167,0.90367951,288,0.61421741,29.10473149,72.29064818,0.99048840,0.52322638,0.27923292,,,,,,,,,,,
SYN-0206,IFO-Valley,9.32548279,0.00765988,0.00635402,0.84837312,284,0.95108573,,,,,0.67706113,,,,,,,,30.87290658,82.85116927,0.42209662,0.86257067
SYN-0207,IFO-Slope,18.49243592,0.00891716,0.00514378,0.84267282,291,0.98280464,,,,,0.26671411,0.63394649,17.23782222,196.37460772,0.11938004,,,,,,,
SYN-0208,IFO-Slope,17.43432507,0.00966506,0.00690293,0.79185369,299,0.97396256,,,,,0.20372055,0.64096833,17.91384290,145.15053710,0.09077044,,,,,,,
SYN-0209,IFO-Valley,12.65276816,0.00848420,0.00876820,0.84337613,297,0.95138657,,,,,0.71454202,,,,,,,,32.42161858,100.97716632,0.40431242,0.88896634
SYN-0210,IFO-Bridge,13.86074648,0.00565401,0.00620121,0.73013745,297,0.61366591,,,0.99711462,,0.82447333,,,,,23.98933265,61.73225230,0.96697781,,,,
SYN-0211,IFO-Valley,22.33403671,0.00471002,0.00893979,0.79371769,294,0.95577122,,,,,0.70829056,,,,,,,,30.62091402,103.47688350,0.27797080,0.85423422
SYN-0212,IFO-Valley,23.45245640,0.00619437,0.00988139,0.85463696,297,0.97123547,,,,,0.62690483,,,,,,,,24.56745831,82.90299209,0.33675906,0.87397912
SYN-0213,IFO-Hill,13.99721493,0.00329095,0.00963343,0.73372401,287,0.56083610,26.30529813,56.72988126,0.97694143,0.53336136,0.30782563,,,,,,,,,,,
SYN-0214,IFO-Bridge,17.73751472,0.00626197,0.00956564,0.82226309,288,0.68852051,,,0.99310634,,0.83818867,,,,,27.28642174,79.84829756,0.96830372,,,,
SYN-0215,IFO-Bridge,20.00313935,0.00609743,0.00447405,0.81236791,287,0.59612591,,,0.99458963,,0.85003687,,,,,26.68825126,81.93400232,0.96167903,,,,
SYN-0216,IFO-Bridge,13.83642113,0.00939911,0.00978761,0.80851374,288,0.65277130,,,0.98880504,,0.83679482,,,,,25.49949025,78.27335125,0.94692883,,,,
SYN-0217,IFO-Hill,10.13265299,0.00591125,0.00603819,0.89678959,294,0.60712431,28.80844519,56.51871767,0.98669803,0.49504886,0.31969940,,,,,,,,,,,
SYN-0218,IFO-Bridge,8.60234273,0.00932077,0.01350410,0.79028778,294,0.59289217,,,0.96118429,,0.77492196,,,,,33.40507245,73.57323302,0.95314068,,,,
SYN-0219,IFO-Valley,13.06364280,0.00928491,0.00959345,0.74083827,297,0.98584992,,,,,0.65180679,,,,,,,,32.56392436,92.06476007,0.27264062,0.85770565
SYN-0220,IFO-Valley,14.58409256,0.00623014,0.01113228,0.84000795,295,0.96923408,,,,,0.65080363,,,,,,,,38.17626483,90.60498466,0.33464659,0.91746573
SYN-0221,IFO-Hill,20.43730339,0.00527749,0.01179674,0.90108235,296,0.53285504,21.37448119,74.91683539,0.98874431,0.51677158,0.33173046,,,,,,,,,,,
SYN-0222,IFO-Slope,12.69044958,0.00688424,0.01174248,0.76872915,295,0.96629561,,,,,0.28306295,0.62822906,10.93102228,151.14170931,0.17386193,,,,,,,
SYN-0223,IFO-Valley,18.97969195,0.00325637,0.01071053,0.85092547,295,0.96935328,,,,,0.64449266,,,,,,,,37.51770337,102.40672692,0.30963345,0.85997446
SYN-0224,IFO-Hill,18.96378817,0.00654626,0.01344033,0.91483138,291,0.48462038,30.73389515,59.43430728,0.99003722,0.42144078,0.20584101,,,,,,,,,,,
SYN-0225,IFO-Bridge,16.28231939,0.00976035,0.01368158,0.87588751,290,0.58335053,,,0.97727265,,0.83899509,,,,,18.86268825,70.57037085,0.94186630,,,,
SYN-0226,IFO-Hill,14.95322024,0.00447367,0.00695369,0.72157301,295,0.59403640,18.04068932,55.84477963,0.98832137,0.48049578,0.22268931,,,,,,,,,,,
SYN-0227,IFO-Slope,15.78343443,0.00800773,0.00968472,0.78794564,296,0.96065297,,,,,0.27967764,0.59058635,17.05463526,155.04886403,0.15410687,,,,,,,
SYN-0228,IFO-Slope,13.60743117,0.00940946,0.00960858,0.85234133,293,0.97989275,,,,,0.29257808,0.55323127,18.17559866,161.39031576,0.14524630,,,,,,,
SYN-0229,IFO-Slope,12.96633001,0.00788299,0.01069927,0.90893639,292,0.96014721,,,,,0.30165757,0.50843583,10.13036466,191.69595707,0.11072871,,,,,,,
SYN-0230,IFO-Slope,18.96806992,0.00914640,0.00692222,0.74096077,291,0.96210639,,,,,0.31676602,0.49178001,12.75607381,169.72304942,0.14521280,,,,,,,
SYN-0231,IFO-Valley,12.63311943,0.00314471,0.00907003,0.81481465,293,0.98228888,,,,,0.65253771,,,,,,,,29.27011487,97.77461032,0.42727578,0.89921834
SYN-0232,IFO-Valley,23.03067976,0.00835709,0.00927089,0.77324325,295,0.96451581,,,,,0.62695065,,,,,,,,30.92077045,93.28673917,0.33264777,0.88686346
SYN-0233,IFO-Bridge,21.92191683,0.00704681,0.00885503,0.78381778,293,0.69846029,,,0.98621002,,0.79608260,,,,,21.25426270,80.43349443,0.95409794,,,,
SYN-0234,IFO-Slope,19.66054789,0.00951285,0.00524995,0.78891543,294,0.99062362,,,,,0.28367143,0.56591851,12.63813730,186.46581446,0.11330943,,,,,,,
SYN-0235,IFO-Slope,23.79304733,0.00381551,0.01130641,0.86563486,291,0.97548233,,,,,0.25888837,0.63504839,17.22481668,190.58312326,0.11602583,,,,,,,
SYN-0236,IFO-Valley,8.90648357,0.00989870,0.01057148,0.80055776,287,0.97022404,,,,,0.64090912,,,,,,,,32.37641947,100.38529442,0.36158430,0.80902037
SYN-0237,IFO-Hill,10.43123330,0.00747148,0.01216969,0.75823698,291,0.48269198,26.53646619,58.77143901,0.99095671,0.44139014,0.29996102,,,,,,,,,,,
SYN-0238,IFO-Bridge,9.39141657,0.00517124,0.01129283,0.72210085,290,0.64034633,,,0.96392058,,0.86062291,,,,,22.90767857,76.79068864,0.95841545,,,,
SYN-0239,IFO-Valley,16.48418357,0.00388859,0.01270959,0.78980212,290,0.98772088,,,,,0.65547627,,,,,,,,30.79514651,91.19958830,0.38941200,0.90577880
SYN-0240,IFO-Valley,17.08694385,0.00616458,0.00735337,0.84116222,300,0.95521240,,,,,0.71177954,,,,,,,,32.23529226,93.38889340,0.42176522,0.87053480
SYN-0241,IFO-Slope,20.41238743,0.00836351,0.01279245,0.88719323,292,0.96794941,,,,,0.35090447,0.55762614,18.64974231,211.94943751,0.17872079,,,,,,,
SYN-0242,IFO-Slope,13.31550782,0.00675779,0.00657310,0.83108166,291,0.96672699,,,,,0.26909901,0.59588622,13.05172772,168.11618939,0.13065723,,,,,,,
SYN-0243,IFO-Bridge,18.19125345,0.00777389,0.00470763,0.79677296,295,0.59171393,,,0.96784305,,0.79773064,,,,,18.94974787,71.46106707,0.95411814,,,,
SYN-0244,IFO-Bridge,21.82799582,0.00805388,0.00639017,0.77675860,294,0.66623543,,,0.96308876,,0.84610522,,,,,32.88328967,61.94275989,0.92874915,,,,
SYN-0245,IFO-Valley,9.47589619,0.00708735,0.01185967,0.91351110,287,0.98541018,,,,,0.64780871,,,,,,,,31.40521232,99.08860386,0.33162864,0.84628277
SYN-0246,IFO-Valley,11.15578660,0.00919033,0.00898115,0.74579331,295,0.96922575,,,,,0.67963910,,,,,,,,30.94159389,93.07421961,0.37815190,0.88113230
SYN-0247,IFO-Bridge,19.48577724,0.00863895,0.00643473,0.75427471,296,0.56996450,,,0.97006772,,0.87905183,,,,,30.71292410,68.03254542,0.92885440,,,,
SYN-0248,IFO-Bridge,12.13697963,0.00897073,0.00512584,0.73613510,294,0.60538531,,,0.99564034,,0.83720265,,,,,25.88138524,79.76269943,0.95111973,,,,
SYN-0249,IFO-Bridge,21.91084586,0.00955305,0.00563105,0.84834592,290,0.67213004,,,0.99987012,,0.82123399,,,,,24.30624571,60.91636184,0.99167040,,,,
SYN-0250,IFO-Hill,19.07012404,0.00503673,0.00919513,0.80910053,286,0.45772976,23.59955748,66.00523283,0.98804994,0.53803547,0.29659386,,,,,,,,,,,
SYN-0251,IFO-Valley,16.50716414,0.00918266,0.01295108,0.79802202,291,0.96704565,,,,,0.65138147,,,,,,,,38.54908242,97.68008914,0.35105818,0.85543944
SYN-0252,IFO-Hill,16.78245004,0.00738911,0.01049516,0.81868010,297,0.50769568,20.65056201,69.69313797,0.98770243,0.43849434,0.22591615,,,,,,,,,,,
SYN-0253,IFO-Slope,16.57774411,0.00410659,0.00717099,0.72917163,297,0.96847282,,,,,0.28834407,0.61838505,19.01600107,213.92221963,0.12931418,,,,,,,
SYN-0254,IFO-Hill,14.26613825,0.00721590,0.01229694,0.77892876,292,0.49088243,28.78126505,62.35833554,0.97099426,0.53836979,0.21100337,,,,,,,,,,,
SYN-0255,IFO-Hill,11.74760070,0.00655452,0.00538848,0.78758663,291,0.61081439,21.38585082,72.46403382,0.99619646,0.50295334,0.24182245,,,,,,,,,,,
SYN-0256,IFO-Valley,15.27901264,0.00400216,0.00434747,0.79488756,292,0.98220879,,,,,0.60958185,,,,,,,,40.89650882,83.44968008,0.34585331,0.78060605
SYN-0257,IFO-Bridge,15.52374211,0.00398135,0.01060609,0.86850778,289,0.65427836,,,0.99681260,,0.84106147,,,,,30.62075461,79.79939873,0.96529446,,,,
SYN-0258,IFO-Hill,10.53922074,0.00830138,0.01346781,0.80187184,289,0.51939235,27.36942965,59.73423612,0.97322082,0.47048506,0.30895751,,,,,,,,,,,
SYN-0259,IFO-Hill,19.57540317,0.00652344,0.01129321,0.88241981,291,0.49846607,20.52713181,72.71461534,0.97804619,0.49369063,0.30321252,,,,,,,,,,,
SYN-0260,IFO-Bridge,20.84354674,0.00984115,0.01221291,0.78751061,295,0.56280208,,,0.97205006,,0.77494810,,,,,18.88395751,60.85636432,0.96547876,,,,
SYN-0261,IFO-Slope,18.99533627,0.00955375,0.00618752,0.81976594,293,0.98527939,,,,,0.26010099,0.60767213,11.44320393,169.04474908,0.12038385,,,,,,,
SYN-0262,IFO-Hill,18.57646485,0.00531947,0.00451670,0.87810499,293,0.49504838,23.93358477,67.87016551,0.97164690,0.43987968,0.26286315,,,,,,,,,,,
SYN-0263,IFO-Hill,12.84886488,0.00388733,0.00648839,0.76389188,297,0.57451015,27.76072236,59.90480686,0.98510666,0.47263018,0.27173221,,,,,,,,,,,
SYN-0264,IFO-Valley,15.91717464,0.00969326,0.00904085,0.80171251,285,0.97168474,,,,,0.70359370,,,,,,,,35.25157765,79.40931531,0.37847118,0.91021302
SYN-0265,IFO-Valley,23.28139326,0.00526540,0.01194332,0.90959552,296,0.99073946,,,,,0.58582227,,,,,,,,39.82111433,100.16745366,0.40999540,0.90956652
SYN-0266,IFO-Valley,19.47844927,0.00535378,0.01395659,0.83221798,295,0.99400352,,,,,0.68417049,,,,,,,,36.67354785,80.09027317,0.28676694,0.88547443
SYN-0267,IFO-Slope,19.12690925,0.00597295,0.00768847,0.72268664,283,0.98195892,,,,,0.24194663,0.63670597,19.16843616,154.12189482,0.12394846,,,,,,,
SYN-0268,IFO-Slope,19.75858626,0.00952277,0.01234401,0.81585628,291,0.97402208,,,,,0.25024276,0.55100517,13.88376013,145.93241438,0.11171608,,,,,,,
SYN-0269,IFO-Bridge,15.36379429,0.00826200,0.00837693,0.78876265,291,0.56795457,,,0.96240350,,0.83362588,,,,,26.71490811,65.08223368,0.95301584,,,,
SYN-0270,IFO-Bridge,15.71835620,0.00799553,0.00528924,0.89229599,292,0.64510744,,,0.97037473,,0.86952726,,,,,27.92565928,59.63103837,0.94864404,,,,
SYN-0271,IFO-Slope,18.73077593,0.00329229,0.00667752,0.72764858,298,0.99370492,,,,,0.24920632,0.63922652,16.46866469,148.42495927,0.13658901,,,,,,,
SYN-0272,IFO-Bridge,22.26609576,0.00794923,0.00686474,0.74032760,284,0.67899143,,,0.98489848,,0.79586655,,,,,26.98928441,58.27772797,0.96828198,,,,
SYN-0273,IFO-Bridge,22.83143707,0.00855087,0.00553535,0.82041426,298,0.67453900,,,0.97730256,,0.85056485,,,,,20.97584983,61.74806586,0.93560184,,,,
SYN-0274,IFO-Hill,23.45050500,0.00315359,0.01340936,0.89760659,292,0.56546345,18.84731559,72.23646618,0.99647312,0.48682350,0.33285798,,,,,,,,,,,
SYN-0275,IFO-Slope,17.61039447,0.00300704,0.01329384,0.91524942,292,0.97036364,,,,,0.28523674,0.51809468,12.85160088,182.88242488,0.10068312,,,,,,,
SYN-0276,IFO-Hill,12.76900606,0.00311657,0.00644235,0.79931371,294,0.57795083,29.76329959,70.56552074,0.98875535,0.40409583,0.22465201,,,,,,,,,,,
SYN-0277,IFO-Bridge,12.44608069,0.00874662,0.00647483,0.79072697,295,0.65737573,,,0.97698539,,0.82354193,,,,,23.28182361,59.65227640,0.96528149,,,,
SYN-0278,IFO-Slope,12.57130203,0.00453032,0.00496585,0.76318208,292,0.97386463,,,,,0.33991138,0.52048856,11.51745763,199.18897704,0.15499858,,,,,,,
SYN-0279,IFO-Bridge,23.06729026,0.00638135,0.00739401,0.87377616,287,0.59273964,,,0.97066730,,0.84168955,,,,,31.77811382,70.89420727,0.95729157,,,,
SYN-0280,IFO-Slope,15.54132529,0.00841263,0.01104003,0.73892120,293,0.96118397,,,,,0.36174755,0.48886700,18.82485471,209.42739054,0.16203984,,,,,,,
SYN-0281,IFO-Hill,20.34530993,0.00510495,0.01010638,0.89166245,291,0.51816929,17.84025735,63.74387873,0.97519165,0.48965894,0.29616033,,,,,,,,,,,
SYN-0282,IFO-Valley,13.50054206,0.00314337,0.00552377,0.73615954,296,0.97249472,,,,,0.69643100,,,,,,,,30.29171746,80.77229075,0.27730665,0.89891937
SYN-0283,IFO-Hill,18.13934194,0.00612854,0.01029092,0.76005065,295,0.48672383,21.66291328,70.08975366,0.99989200,0.49974982,0.31445506,,,,,,,,,,,
SYN-0284,IFO-Bridge,12.26360091,0.00556635,0.00741723,0.83742504,297,0.60632618,,,0.99779341,,0.84517488,,,,,31.13467899,61.19641051,0.97845164,,,,
SYN-0285,IFO-Valley,17.81008609,0.00872877,0.00994162,0.74333509,298,0.95321611,,,,,0.61698613,,,,,,,,31.25998572,95.51331179,0.31378679,0.91724112
SYN-0286,IFO-Valley,17.72845032,0.00398379,0.00434049,0.86245103,296,0.99520341,,,,,0.65783088,,,,,,,,37.93351140,92.16479925,0.40225389,0.87476769
SYN-0287,IFO-Hill,21.66542272,0.00640024,0.01391015,0.85098542,295,0.49138642,22.81478004,64.46022825,0.98202924,0.48204062,0.26647870,,,,,,,,,,,
SYN-0288,IFO-Valley,21.21662453,0.00816975,0.01282242,0.90962057,294,0.99100870,,,,,0.60646470,,,,,,,,38.94274825,101.97400278,0.27764052,0.81389657
SYN-0289,IFO-Slope,13.58114722,0.00914154,0.01242094,0.90971347,289,0.97549565,,,,,0.23134426,0.62137486,18.35409696,171.11217378,0.09196280,,,,,,,
SYN-0290,IFO-Valley,17.29213743,0.00739239,0.00505073,0.83272565,286,0.97441991,,,,,0.64118714,,,,,,,,31.51462589,102.28096764,0.39138703,0.78668663
SYN-0291,IFO-Bridge,14.60670457,0.00992378,0.00546311,0.89143614,292,0.63730665,,,0.99481736,,0.82924457,,,,,29.48587309,65.13147175,0.96455888,,,,
SYN-0292,IFO-Bridge,20.23773284,0.00416747,0.00674258,0.88082825,284,0.66016146,,,0.98948067,,0.87504905,,,,,18.71026739,55.20109311,0.96586784,,,,
SYN-0293,IFO-Hill,21.60410932,0.00422912,0.00755753,0.78551576,290,0.53709856,30.23551685,60.52143704,0.99468659,0.46062982,0.26412526,,,,,,,,,,,
SYN-0294,IFO-Hill,13.79649584,0.00898923,0.00566576,0.83111263,296,0.54719382,29.01172703,54.00497719,0.99826494,0.42342213,0.31413482,,,,,,,,,,,
SYN-0295,IFO-Slope,16.28906018,0.00742722,0.00596979,0.85515674,291,0.97338200,,,,,0.31300071,0.54265190,19.47829015,209.97758797,0.12224423,,,,,,,
SYN-0296,IFO-Bridge,10.16204644,0.00813841,0.00476541,0.90827619,286,0.58236894,,,0.97731400,,0.77684190,,,,,28.42567055,71.23096495,0.96409841,,,,
SYN-0297,IFO-Slope,22.33735556,0.00771319,0.00801107,0.81076406,287,0.96704373,,,,,0.30488938,0.56592972,19.43609890,213.94647752,0.12292681,,,,,,,
SYN-0298,IFO-Slope,16.86920253,0.00527816,0.01119985,0.84776498,291,0.96026486,,,,,0.34576090,0.50629835,19.02321755,195.16882121,0.16313015,,,,,,,
SYN-0299,IFO-Valley,14.35270160,0.00729003,0.00806534,0.91036587,294,0.99562665,,,,,0.69098266,,,,,,,,31.21845443,95.41876236,0.37608591,0.83315953
SYN-0300,IFO-Bridge,10.42387165,0.00662822,0.00654809,0.81434338,294,0.69598493,,,0.99513537,,0.79843118,,,,,22.52748159,55.82855485,0.96274676,,,,
SYN-0301,IFO-Hill,9.80643838,0.00888922,0.01210575,0.79627028,291,0.48532787,31.95614759,66.10295069,0.98918995,0.43480590,0.34727022,,,,,,,,,,,
SYN-0302,IFO-Hill,15.82140254,0.00529520,0.00711798,0.73123834,288,0.50737754,24.85425958,62.35675011,0.97181779,0.50592502,0.24405730,,,,,,,,,,,
SYN-0303,IFO-Bridge,23.15796611,0.00999172,0.00611762,0.81574445,291,0.64073742,,,0.96130800,,0.85428307,,,,,22.19476746,60.00378420,0.93073173,,,,
SYN-0304,IFO-Bridge,18.72392230,0.00418442,0.00605896,0.75738603,291,0.55483802,,,0.97351699,,0.76904890,,,,,22.08215079,64.99397075,0.95131053,,,,
SYN-0305,IFO-Hill,9.27413675,0.00797735,0.00650699,0.81480878,299,0.53751849,30.83799966,72.06103543,0.97847913,0.43924577,0.23428577,,,,,,,,,,,
SYN-0306,IFO-Valley,13.11882653,0.00806342,0.00400996,0.81852693,294,0.98041179,,,,,0.69458531,,,,,,,,40.50864051,79.37652799,0.29078985,0.83650647
SYN-0307,IFO-Valley,15.98042103,0.00848086,0.00837626,0.80692318,285,0.96729213,,,,,0.71337396,,,,,,,,27.79207518,100.26367927,0.28998113,0.83112122
SYN-0308,IFO-Slope,9.03261177,0.00634262,0.01370844,0.74000714,289,0.96621231,,,,,0.27659029,0.51255887,10.88225503,186.36905497,0.08438641,,,,,,,
SYN-0309,IFO-Valley,21.70615054,0.00525628,0.00974418,0.82724272,295,0.98591965,,,,,0.59766117,,,,,,,,24.72964296,82.50984891,0.37222001,0.88802959
SYN-0310,IFO-Bridge,19.61774221,0.00735981,0.00459023,0.89061842,291,0.69050321,,,0.99232372,,0.78751962,,,,,28.20965202,69.67613064,0.98664169,,,,
