source,source_query,source_rank,openalex_id,doi,title,abstract,publication_year,publication_date,document_type,journal,publisher,authors,cited_by_count,landing_page_url,pdf_url,is_oa,metadata_sources,query_hits,best_source_rank,screen_status,screen_score,abstract_available,frontier_2024_2026,review_title_flag,perovskite_hits,pv_hits,stability_hits,curve_evidence_hits,nonmonotonic_recovery_hits,nonmonotonic_recovery_flag
Crossref,cr_reversible,38,,10.1002/solr.202400923,Investigation of Potential‐Induced Degradation in Perovskite Solar Cells under Inert Conditions,"Perovskite solar cells (PSCs) have emerged as a promising photovoltaic technology due to their remarkable efficiency advancements. However, their commercialization is hindered by stability challenges, including sensitivity to environmental conditions and a critical degradation mechanism known as potential‐induced degradation (PID). PID can significantly impair PSC performance within hours under operational conditions. This study investigates PID in 48 triple‐cation p‐i‐n PSCs over 313 h in an inert environment, excluding additional stressors like moisture and oxygen. The PID‐stressed devices degraded to 79% of their initial efficiency, primarily driven by losses in short‐circuit current density. Time‐of‐flight secondary ion mass spectroscopy revealed sodium ion migration from soda‐lime glass substrates into the perovskite layer. Interestingly, photoluminescence and X‐ray diffraction analyses detected no measurable differences between PID‐stressed and reference devices, contradicting prior literature that associates PID with perovskite segregation and decomposition. These findings challenge the conventional understanding of PID, suggesting that environmental factors such as oxygen and moisture might exacerbate degradation effects. This work provides critical insights into the intrinsic mechanisms of PID under controlled conditions and highlights the need for further research into the interplay between PID and environmental stressors to guide the development of more stable PSC technologies.",2025,2025-04,journal-article,Solar RRL,Wiley,Robbe Breugelmans; Stijn Lammar; Aranzazu Aguirre; Tom Aernouts; Bart Vermang; Michaël Daenen,2,https://doi.org/10.1002/solr.202400923,,,Crossref,cr_reversible,38,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic,stabilit;degrad;operational,"\bhours?\b|\bhrs?\b;\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_light_soaking,193,,10.37256/jeee.4220256923,Evaluation of Perovskite Solar Cell Development,"Perovskite solar cells (PSCs) are solar cells with the light-absorbing layers made of perovskite materials. Perovskite materials are a class of materials that possess a distinct crystal structure that resembles that of mineral perovskite. PSCs have received significant attention in recent years due to their remarkable power conversion efficiency, uncomplicated manufacturing process, cost-effectiveness, and potential for large-scale production. However, PSCs face challenges, particularly in terms of stability and durability. Perovskite materials are known for their sensitivity to moisture and oxygen. This can lead to reduction in their performance over time. Researchers are actively engaged in enhancing the stability of perovskite solar cells via various approaches, including interface manipulation and the incorporation of stabilizing agents. Endeavors are underway to surmount obstacles such as trap-assisted nonradiative recombination and inadequate ambient stability. Through further progress in formulation, composition, and interfacial optimization, PSCs hold promise in nearing their theoretical efficiency threshold of 31% and emerging as a feasible candidate for commercial and industrial applications. The power conversion efficiency (PCE) of perovskite solar cells have been steadily increasing over the years while the stability has not advanced much. Currently, the PCE and stability of single-junction perovskite solar cells have reached 27.0% and 10,000 h, respectively. Perovskite Tandem and Hybrid Tandem solar cells have achieved higher efficiencies of 30.1% and 36.1%, respectively. Efforts are still ongoing to explore different approaches to further increase the efficiency, improve stability under real working conditions, and employ lead-free perovskite materials.",2025,2025-07-17,journal-article,Journal of Electronics and Electrical Engineering,Universal Wiser Publisher Pte. Ltd,Anthony Chibuike Ohajianya,2,https://doi.org/10.37256/jeee.4220256923,,,Crossref,cr_light_soaking;cr_reversible,187,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;durab,"\b\d[\d,\.]*\s*h\b;time[- ]dependent|temporal evolution|over time",,False
Crossref,cr_reversible,20,,10.1002/solr.202500524,Outdoor Performance and Thermally Accelerated Degradation of Inverted Perovskite Solar Cells,"In this article, the long‐term outdoor performance of inverted perovskite solar cells (PSCs) with glass–glass encapsulation is investigated over a 3‐year period. Despite achieving initial power conversion efficiencies of >20%, the devices show significant degradation during summer months, particularly when surface temperatures exceed 50°C, with their internal cell temperatures increasing to ~90°C. Optical and scanning electron microscopy imaging reveal the formation of a high‐resistance phase within the perovskite layer, particularly near the NiO x interface, as the major degradation pathway. Indoor accelerated tests, conducted under heat and light conditions, replicate these effects, indicating the occurrence of thermally induced phase transitions. The measurement methodology also influences the degradation; devices measured with maximum power point tracking show slightly less deterioration than do those assessed via current–voltage curve tracing. Additionally, UV‐cut filters show minimal benefits, likely owing to the inherent UV blocking feature of NiO x . These findings underscore the critical role of thermal management and operational conditions in ensuring the stability of PSCs. Further improving the material design, encapsulation, and measurement protocols is essential for enhancing the outdoor reliability and commercial viability of PSCs.",2025,2025-11,journal-article,Solar RRL,Wiley,Ryousuke Ishikawa; Hayato Okawa; Masatoshi Yanagida; Yasuhiro Shirai; Makoto Konagai,1,https://doi.org/10.1002/solr.202500524,,,Crossref,cr_reversible,20,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit;degrad;ageing|aging;operational,maximum power point|\bmpp(?:t)?\b;tracking,,False
OpenAlex,oa_mppt,2,https://openalex.org/W4394728226,10.1126/science.adm9474,Improved charge extraction in inverted perovskite solar cells with dual-site-binding ligands,"Inverted (pin) perovskite solar cells (PSCs) afford improved operating stability in comparison to their nip counterparts but have lagged in power conversion efficiency (PCE). The energetic losses responsible for this PCE deficit in pin PSCs occur primarily at the interfaces between the perovskite and the charge-transport layers. Additive and surface treatments that use passivating ligands usually bind to a single active binding site: This dense packing of electrically resistive passivants perpendicular to the surface may limit the fill factor in pin PSCs. We identified ligands that bind two neighboring lead(II) ion (Pb 2+ ) defect sites in a planar ligand orientation on the perovskite. We fabricated pin PSCs and report a certified quasi–steady state PCE of 26.15 and 24.74% for 0.05– and 1.04–square centimeter illuminated areas, respectively. The devices retain 95% of their initial PCE after 1200 hours of continuous 1 sun maximum power point operation at 65°C.",2024,2024-04-11,article,Science,American Association for the Advancement of Science,Hao Chen; Cheng Liu; Jian Xu; Aidan Maxwell; Wei Zhou; Yi Yang; Qi‐Lin Zhou; Abdulaziz S. R. Bati; Haoyue Wan; Zaiwei Wang; Lewei Zeng; Junke Wang; Peter Serles; Yuan Liu; Sam Teale; Yanjiang Liu; Makhsud I. Saidaminov; Muzhi Li; Nicholas Rolston; Sjoerd Hoogland; Tobin Filleter; Mercouri G. Kanatzidis; Bin Chen; Zhijun Ning; Edward H. Sargent,1362,https://doi.org/10.1126/science.adm9474,https://utoronto.scholaris.ca/bitstreams/4aaf4125-1290-4e5c-bf07-9b53ed6c035f/download,True,OpenAlex,oa_mppt,2,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit,maximum power point|\bmpp(?:t)?\b;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_operational_stability,21,https://openalex.org/W4392382108,10.1038/s41586-024-07228-z,Dopant-additive synergism enhances perovskite solar modules,"Abstract Perovskite solar cells (PSCs) are among the most promising photovoltaic technologies owing to their exceptional optoelectronic properties 1,2 . However, the lower efficiency, poor stability and reproducibility issues of large-area PSCs compared with laboratory-scale PSCs are notable drawbacks that hinder their commercialization 3 . Here we report a synergistic dopant-additive combination strategy using methylammonium chloride (MACl) as the dopant and a Lewis-basic ionic-liquid additive, 1,3-bis(cyanomethyl)imidazolium chloride ([Bcmim]Cl). This strategy effectively inhibits the degradation of the perovskite precursor solution (PPS), suppresses the aggregation of MACl and results in phase-homogeneous and stable perovskite films with high crystallinity and fewer defects. This approach enabled the fabrication of perovskite solar modules (PSMs) that achieved a certified efficiency of 23.30% and ultimately stabilized at 22.97% over a 27.22-cm 2 aperture area, marking the highest certified PSM performance. Furthermore, the PSMs showed long-term operational stability, maintaining 94.66% of the initial efficiency after 1,000 h under continuous one-sun illumination at room temperature. The interaction between [Bcmim]Cl and MACl was extensively studied to unravel the mechanism leading to an enhancement of device properties. Our approach holds substantial promise for bridging the benchtop-to-rooftop gap and advancing the production and commercialization of large-area perovskite photovoltaics.",2024,2024-03-04,article,Nature,Nature Portfolio,Bin Ding; Yong Ding; Jun Peng; Jan Romano‐deGea; Lindsey E. K. Frederiksen; Hiroyuki Kanda; Olga A. Syzgantseva; Maria A. Syzgantseva; Jean‐Nicolas Audinot; Jérôme Bour; Song Zhang; Tom Wirtz; Zhaofu Fei; Patrick Dörflinger; Naoyuki Shibayama; Yunjuan Niu; Sixia Hu; Shunlin Zhang; Farzaneh Fadaei‐Tirani; Yan Liu; Guan‐Jun Yang; Keith G. Brooks; Linhua Hu; Sachin Kinge; Vladimir Dyakonov; Xiaohong Zhang; Songyuan Dai; Paul J. Dyson; Mohammad Khaja Nazeeruddin,302,https://doi.org/10.1038/s41586-024-07228-z,https://www.nature.com/articles/s41586-024-07228-z.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,21,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic,stabilit;degrad;operational,"\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_operational_stability,23,https://openalex.org/W4399394697,10.1126/science.adi4531,Strong-bonding hole-transport layers reduce ultraviolet degradation of perovskite solar cells,"The light-emitting diodes (LEDs) used in indoor testing of perovskite solar cells do not expose them to the levels of ultraviolet (UV) radiation that they would receive in actual outdoor use. We report degradation mechanisms of p-i-n-structured perovskite solar cells under unfiltered sunlight and with LEDs. Weak chemical bonding between perovskites and polymer hole-transporting materials (HTMs) and transparent conducting oxides (TCOs) dominate the accelerated A-site cation migration, rather than direct degradation of HTMs. An aromatic phosphonic acid, [2-(9-ethyl-9H-carbazol-3-yl)ethyl]phosphonic acid (EtCz3EPA), enhanced bonding at the perovskite/HTM/TCO region with a phosphonic acid group bonded to TCOs and a nitrogen group interacting with lead in perovskites. A hybrid HTM of EtCz3EPA with strong hole-extraction polymers retained high efficiency and improved the UV stability of perovskite devices, and a champion perovskite minimodule-independently measured by the Perovskite PV Accelerator for Commercializing Technologies (PACT) center-retained operational efficiency of >16% after 29 weeks of outdoor testing.",2024,2024-06-06,article,Science,American Association for the Advancement of Science,Chengbin Fei; Anastasia Kuvayskaya; Xiaoqiang Shi; Mengru Wang; Zhifang Shi; Haoyang Jiao; Timothy J. Silverman; Michael Owen‐Bellini; Yifan Dong; Yeming Xian; Rebecca A. Scheidt; Xiaoming Wang; Guang Yang; Hangyu Gu; Nengxu Li; Connor J. Dolan; Zhewen J. D. Deng; Deniz N. Cakan; David P. Fenning; Yanfa Yan; Matthew C. Beard; Laura T. Schelhas; Alan Sellinger; Jinsong Huang,270,https://doi.org/10.1126/science.adi4531,https://www.osti.gov/biblio/2376851,True,OpenAlex,oa_operational_stability,23,A_curve_likely_original,16,True,True,False,\bperovskit,solar cell,stabilit;degrad;operational,"\b\d[\d,\.]*\s*h\b;outdoor test|outdoor operation",,False
OpenAlex,oa_operational_stability,8,https://openalex.org/W4393410786,10.1021/acsenergylett.4c00510,"Connecting Interfacial Mechanical Adhesion, Efficiency, and Operational Stability in High Performance Inverted Perovskite Solar Cells","Carbazole-based self-assembled monolayers (SAMs) at the interface between the metal-halide perovskite (MHP) and the transparent conducting oxide (TCO) serve the function of hole-transport layers in p-i-n “inverted” perovskite solar cells (PSCs). Here we show that the use of an iodine-terminated carbazole-based SAM increases the interfacial mechanical adhesion dramatically (2.6-fold) and that this is responsible for substantial improvements in the interfacial morphology, photocarrier transport, and operational stability. While the improved morphology and optoelectronic properties impart high efficiency (up to 25.39%) to the PSCs, the enhanced adhesion suppresses nucleation and propagation of pores/cracks during PSC operation, resulting in the retention of 96% of the initial efficiency after 1000 h of continuous-illumination testing at the maximum power-point. This demonstrates the strong connection between judicious interfacial adhesion toughening and simultaneous enhancement in the efficiency and operational stability of p-i-n PSCs, with broader implications for the reliability and durability of perovskite photovoltaics before they can be commercialized.",2024,2024-04-02,article,ACS Energy Letters,American Chemical Society,Zhenghong Dai; Shuai You; Dwaipayan Chakraborty; Shunran Li; Yadong Zhang; Anush Ranka; Stephen Barlow; Joseph J. Berry; Seth R. Marder; Peijun Guo; Yue Qi; Kai Zhu; Nitin P. Padture,102,https://doi.org/10.1021/acsenergylett.4c00510,https://www.osti.gov/biblio/2341264,True,OpenAlex,oa_operational_stability,8,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b;metal[- ]halide,solar cell;photovoltaic,stabilit;durab;operational;retention,"\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_mppt,181,https://openalex.org/W4405881149,10.1002/anie.202423827,Reinforcing Coverage of Self‐assembled Monomolecular Layers for Inverted Perovskite Solar Cells with Efficiency of 25.70 %,"Self-assembled monolayers (SAM) as hole transport layers have been widely used in high-efficiency inverted perovskite solar cells (PSCs) exceeded 26 %. However, the poor coverage and non-uniform distribution on the substrate of SAM further restrict the improvement of device performance. Herein, we utilize the mixed SAM strategy via the MeO-2PACz along with perfluorotripropylamine (FC-3283) to improve the SAM coverage, aiming to accelerate the carrier transport, promote the perovskite growth, regulate the surface energy levels and suppress the nonradiative recombination. The champion device with the mixed-SAM achieves an efficiency of 25.70 % (certified efficiency of 25.6 %) with long-term stability (maintained the initial efficiency of 90 % after 1000 h and 180 h under ISOS-L-1 and ISOS-L-2).",2024,2024-12-29,article,Angewandte Chemie International Edition,Wiley,Xiwen Zhang; Yang Wang; Kun Zhang; Mingquan Tao; Haodan Guo; Lutong Guo; Zhaofei Song; Jinxu Wen; Yongrui Yang; Yuqing Hou; Yanlin Song,99,https://doi.org/10.1002/anie.202423827,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202423827,True,OpenAlex,oa_mppt,181,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit,"\b\d[\d,\.]*\s*h\b;ISOS[- ]L",,False
OpenAlex,oa_mppt,169,https://openalex.org/W4402430669,10.1038/s41467-024-52199-4,Superoxide radical derived metal-free spiro-OMeTAD for highly stable perovskite solar cells,"Lithium salt-doped spiro-OMeTAD is widely used as a hole-transport layer (HTL) for high-efficiency n-i-p perovskite solar cells (PSCs), but unfortunately facing awkward instability for commercialization arising from the intrinsic Li+ migration and hygroscopicity. We herein demonstrate a superoxide radicals (•O2−) derived HTL of metal-free spiro-OMeTAD with remarkable capability of avoiding the conventional tedious oxidation treatment in air for highly stable PSCs. Present work explores the employing of variant-valence Eu(TFSI)2 salts that could generate •O2− for facile and adequate pre-oxidation of spiro-OMeTAD, resulting in the HTL with dramatically increased conductivity and work function. Comparing to devices adopting HTL with LiTFSI doping, the •O2−-derived spiro-OMeTAD increases the PSCs efficiency up to 25.45% and 20.76% for 0.05 cm2 active area and 6 × 6 cm2 module, respectively. State-of-art PSCs employing such metal-free HTLs are also demonstrated to show much-improved environmental stability even under harsh conditions, e.g., maintaining over 90% of their initial efficiency after 1000 h of operation at the maximum power point and after 80 light-thermal cycles under simulated low earth orbit conditions, respectively, indicating the potentials of developing metal-free spiro-OMeTAD for low-cost and shortened processing of perovskite photovoltaics. The migration and hygroscopicity of lithium salt in doped spiro-OMeTAD hampers the device efficiency of perovskite solar cells. Here, the authors employ Eu(TFSI)2 salts to generate superoxide radical for facile pre-oxidation, achieving enhanced efficiency and stability of solar cells and modules.",2024,2024-09-10,article,Nature Communications,Nature Portfolio,Linfeng Ye; Jiahao Wu; Sergio Catalán‐Gómez; Yuan Li; Riming Sun; Ruihao Chen; Zhe Liu; J. M. Ulloa; A. Hierro; Pengfei Guo; Yuanyuan Zhou; Hongqiang Wang,91,https://doi.org/10.1038/s41467-024-52199-4,https://www.nature.com/articles/s41467-024-52199-4.pdf,True,OpenAlex,oa_mppt,169,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic;device efficien,stabilit,"maximum power point|\bmpp(?:t)?\b;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,153,https://openalex.org/W4391717632,10.1002/anie.202316898,Multifunctional Trifluoroborate Additive for Simultaneous Carrier Dynamics Governance and Defects Passivation to Boost Efficiency and Stability of Inverted Perovskite Solar Cells,"Abstract The main obstacles to promoting the commercialization of perovskite solar cells (PSCs) include their record power conversion efficiency (PCE), which still remains below the Shockley–Queisser limit, and poor long‐term stability, attributable to crystallographic defects in perovskite films and open‐circuit voltage ( V oc ) loss in devices. In this study, potassium (4‐tert‐butoxycarbonylpiperazin‐1‐yl) methyl trifluoroborate (PTFBK) was employed as a multifunctional additive to target and modulate bulk perovskite defects and carrier dynamics of PSCs. Apart from simultaneously passivating anionic and cationic defects, PTFBK could also optimize the energy‐level alignment of devices and weaken the interaction between carriers and longitudinal optical phonons, resulting in a carrier lifetime of greater than 3 μs. Furthermore, it inhibited non‐radiative recombination and improved the crystallization capacity in the target perovskite film. Hence, the target rigid and flexible p‐i‐n PSCs yielded champion PCEs of 24.99 % and 23.48 %, respectively. More importantly, due to hydrogen bonding between formamidinium and fluorine, the target devices exhibited remarkable thermal, humidity, and operational tracking at maximum power point stabilities. The reduced Young's modulus and residual stress in the perovskite layer also provided excellent bending stability for flexible target devices.",2024,2024-02-10,article,Angewandte Chemie International Edition,Wiley,Jun Li; Lisha Xie; Guanhao Liu; Zhenwei Pu; Xinyu Tong; Shuncheng Yang; Mengjin Yang; Jian Liu; Jiujiang Chen; Yuanyuan Meng; Ying Wang; Tao Wang; Ziyi Ge,85,https://doi.org/10.1002/anie.202316898,,False,OpenAlex,oa_mppt;oa_operational_stability,66,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;lifetime;operational,maximum power point|\bmpp(?:t)?\b;tracking,,False
OpenAlex,oa_operational_stability,110,https://openalex.org/W4391883431,10.1002/adma.202312237,Enhancing Stability and Efficiency of Inverted Inorganic Perovskite Solar Cells with In‐Situ Interfacial Cross‐Linked Modifier,"Abstract Inverted inorganic perovskite solar cells (PSCs) is potential as the top cells in tandem configurations, owing to the ideal bandgap, good thermal and light stability of inorganic perovskites. However, challenges such as mismatch of energy levels between charge transport layer and perovskite, significant non‐radiative recombination caused by surface defects, and poor water stability have led to the urgent need for further improvement in the performance of inverted inorganic PSCs. Herein, the fabrication of efficient and stable CsPbI 3−x Br x PSCs through surface treatment of (3‐mercaptopropyl) trimethoxysilane (MPTS), is reported. The silane groups in MPTS can in situ crosslink in the presence of moisture to build a 3‐dimensional (3D) network by Si‐O‐Si bonds, which forms a hydrophobic layer on perovskite surface to inhibit water invasion. Additionally, ‐SH can strongly interact with the undercoordinated Pb 2+ at the perovskite surface, effectively minimizing interfacial charge recombination. Consequently, the efficiency of the inverted inorganic PSCs improves dramatically from 19.0% to 21.0% under 100 mW cm −2 illumination with MPTS treatment. Remarkably, perovskite films with crosslinked MPTS exhibit superior stability when soaking in water. The optimized PSC maintains 91% of its initial efficiency after aging 1000 h in ambient atmosphere, and 86% in 800 h of operational stability testing.",2024,2024-02-16,article,Advanced Materials,,Tianfei Xu; Wanchun Xiang; Xiaoning Ru; Zezhang Wang; Yali Liu; Nan Li; Haojie Xu; Shengzhong Liu,83,https://doi.org/10.1002/adma.202312237,,False,OpenAlex,oa_operational_stability,110,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;ageing|aging;operational,"\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_mppt,136,https://openalex.org/W4390753270,10.1021/acsenergylett.3c02018,Electrochemical Impedance Spectroscopy of All-Perovskite Tandem Solar Cells,"This work explores electrochemical impedance spectroscopy to study recombination and ionic processes in all-perovskite tandem solar cells. We exploit selective excitation of each subcell to enhance or suppress the impedance signal from each subcell, allowing study of individual tandem subcells. We use this selective excitation methodology to show that the recombination resistance and ionic time constants of the wide gap subcell are increased with passivation. Furthermore, we investigate subcell-dependent degradation during maximum power point tracking and find an increase in recombination resistance and a decrease in capacitance for both subcells. Complementary optical and external quantum efficiency measurements indicate that the main driver for performance loss is the reduced capacity of the recombination layer to facilitate recombination due to the formation of a charge extraction barrier. This methodology highlights electrochemical impedance spectroscopy as a powerful tool to provide critical feedback to unlock the full potential of perovskite tandem solar cells.",2024,2024-01-11,article,ACS Energy Letters,American Chemical Society,Bart Roose; Krishanu Dey; Melissa R. Fitzsimmons; Yu‐Hsien Chiang; Petra J. Cameron; Samuel D. Stranks,76,https://doi.org/10.1021/acsenergylett.3c02018,https://doi.org/10.1021/acsenergylett.3c02018,True,OpenAlex,oa_mppt,136,A_curve_likely_original,16,True,True,False,\bperovskit,solar cell,degrad,maximum power point|\bmpp(?:t)?\b;tracking,,False
OpenAlex,oa_operational_stability,150,https://openalex.org/W4399879470,10.1002/aenm.202402171,Bimolecular Crystallization Modulation Boosts the Efficiency and Stability of Methylammonium‐Free Tin–Lead Perovskite and All‐Perovskite Tandem Solar Cells,"Abstract The elimination of methylammonium (MA) cation from mixed tin–lead (Sn–Pb) narrow‐bandgap (NBG) perovskites is an effective approach to enhance the operational stability of all‐perovskite tandem solar cells (TSCs). Unfortunately, the uncontrolled nucleation and crystallization processes of MA‐free Sn–Pb perovskites usually lead to inferior film quality and device performance. Herein, a bimolecular crystallization modulation strategy is reported by using guanidine thiocyanate (GuaSCN) and aminoacetamide hydrochloride (AHC) together as additives to improve the film quality of MA‐free Sn–Pb perovskites. It is demonstrated that the use of bimolecular additives can effectively improve the crystallinity, increase the grain size, and induce a preferred (100) orientation for the corresponding films, leading to high‐quality absorber with considerably reduced defect density and suppressed non‐radiative recombination. In addition, the bimolecular additives can reduce the self‐p‐doping hole concentration within the perovskite films and enhance the charge extraction at the perovskite/electron transport layer interface. The modified NBG perovskite solar cells deliver a power conversion efficiency (PCE) of 22.14%. Coupled with the wide‐bandgap (WBG) subcell, the all‐perovskite TSCs give a champion certified PCE of 27.15%, which is the highest certified PCE for MA‐free all‐perovskite TSCs. Encapsulated tandem devices maintain 90% of the initial PCE after 473 h operation.",2024,2024-06-21,article,Advanced Energy Materials,Wiley,Jianan Wang; Yongyan Pan; Zheng Zhou; Qisen Zhou; Sanwan Liu; Jiaqi Zhang; Chenyang Shi; Rui Chen; Zhengjing Zhao; Zihe Cai; Xiaojun Qin; Zhiguo Zhao; Zhichun Yang; Zonghao Liu; Wei Chen,59,https://doi.org/10.1002/aenm.202402171,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202402171,True,OpenAlex,oa_operational_stability,150,A_curve_likely_original,16,True,True,False,\bperovskit,solar cell;power conversion efficien;\bpce\b,stabilit;operational,"\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_operational_stability,197,https://openalex.org/W4404135392,10.1038/s41467-024-53162-z,Device deficiency and degradation diagnosis model of Perovskite solar cells through hysteresis analysis,"While operational stability has evolved to be the primary issue for the practical applications of perovskite solar cells (PSCs), the understanding of the origins of device degradation is still limited. Hysteresis is known as a unique and significant feature of PSCs. The hysteresis behavior of the current density-voltage (J–V) curves, governed by the interaction between the evolving ion-induced electric field and the carrier transport/recombination, offers rich and important information about the physical properties of the device. Herein, we propose to establish hysteresis as a diagnostic key to unveil and remedy degradation issues with device physics. With a custom-made ion-incorporated drift-diffusion simulator, we comprehensively investigate the relations between characteristic J–V hysteresis features and critical device issues such as bulk and surface defects, and low mobility of each layer in the PSCs. Ultimately, we derive a fundamental understanding and unveil the origins of the device degradation during the continuous operation of PSCs. This work therefore offers a new way to address and optimize PSC operational stability. The understanding of the origins of device degradation of perovskite solar cells remains limited. Here, the authors establish hysteresis as a diagnostic key to unveil and remedy degradation issues and investigate the relations between characteristic J-V hysteresis features and device deficiencies.",2024,2024-11-07,article,Nature Communications,Nature Portfolio,Zi Shuai Wang; Youcai An; Xingang Ren; Hong Zhang; Zhanfeng Huang; Hin‐Lap Yip; Zhixiang Huang; Wallace C. H. Choy,55,https://doi.org/10.1038/s41467-024-53162-z,https://doi.org/10.1038/s41467-024-53162-z,True,OpenAlex,oa_operational_stability,197,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;degrad;operational,continuous (?:illumination|operation);operational stabilit,,False
OpenAlex,oa_operational_stability,135,https://openalex.org/W4404883379,10.1002/adma.202415627,Sn‐Pb Perovskite with Strong Light and Oxygen Stability for All‐Perovskite Tandem Solar Cells,"Abstract Research on mixed Sn‐Pb perovskite solar cells (PSCs) is gaining significant attention due to their potential for high efficiency in all‐perovskite tandem solar cells. However, Sn 2+ in Sn‐Pb perovskite is susceptible to oxidation, leading to a high defect density. The oxidation primarily occurs through two pathways: one involving a reaction with oxygen, and the other related to iodine defects, which generate I 2 and further accelerate the oxidation of Sn 2 ⁺, greatly reducing stability. First, to tackle the photo‐stability issues caused by iodine defects, amber acid (AA) is screened as the additive. The Carboxyl group on AA can strongly coordinate with Sn 2+ , reinforcing the Sn─I bond and electrostatically interacting with negatively charged defects. This interaction inhibits the photoinduced formation of I 2 and the subsequent oxidation of Sn 2+ , thereby enhancing the stability of Sn─Pb PSCs under continuous illumination. Building on the foundation of AA, a reductive sulfhydryl group is introduced to synthesize thiomalic acid (TA). It inhibits the formation of Sn 4+ in both the perovskite precursor and the perovskite film, thereby improving air stability while maintaining strong photostability. Consequently, single PSCs achieved a champion efficiency of 22.7%. The best‐performing two‐terminal all‐perovskite tandem solar cell achieved a power conversion efficiency of 28.6% with improved operational stability.",2024,2024-11-30,article,Advanced Materials,,Ming Yang; Yang Bai; Yuanyuan Meng; Ruijia Tian; Kexuan Sun; Xiaoyi Lü; Haibin Pan; Jingnan Wang; Shujing Zhou; Jing Zhang; Zhenhua Song; Yaohua Wang; Chang Liu; Ziyi Ge,51,https://doi.org/10.1002/adma.202415627,,False,OpenAlex,oa_operational_stability,135,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit;operational,continuous (?:illumination|operation);operational stabilit,,False
Crossref,cr_operational_stability,51,,10.1002/solr.202300960,Charge Carrier Dynamics at Carbon/Perovskite Interface: Implications on Carbon‐Based HTM‐Free Solar Cell Stability,"Carbon‐based hole transport material (HTM)‐free perovskite solar cells (CPSCs) are an innovative device architecture that mitigates inherent challenges associated with record‐breaking perovskite solar cells (PSCs), which rely on metal/HTMs, including instability, manufacturing intricacy, and elevated costs. The photovoltaic efficiency and stability of CPSCs are profoundly influenced by the charge carrier dynamics at the interfaces. Herein, the charge carrier dynamics at the carbon(C)–perovskite interface in CPSCs and its implications on photovoltaic performances and stability, an aspect that has received limited exploration thus far are probed, are investigated using transient surface photovoltage (Tr‐SPV) and transient photoluminescence measurements. The study reveals that the C‐electrode effectively acts as a selective barrier, impeding electrons while facilitating the extraction of holes at the C–perovskite interface. This selective blocking mechanism holds significant implications for improving the performance and stability of CPSCs over HTM‐free PSCs with gold(Au) electrodes. The stability of CPSCs is evaluated by measuring shelf life, maximum power point tracking, Tr‐SPV, and X‐Ray diffraction measurements. By delving into these pivotal aspects, this work aims to contribute to the advancement and understanding of CPSCs for sustainable and efficient energy conversion.",2024,2024-02,journal-article,Solar RRL,Wiley,Reshma Dileep K.; Igal Levine; Orestis Karalis; Hannes Hempel; Reshma Dileep Koliyot Easwaramoorthi; Sudhanshu Mallick; Tata Narasinga Rao; Eva Unger; Ganapathy Veerappan,2,https://doi.org/10.1002/solr.202300960,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours,38,A_curve_likely_original,16,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic,stabilit,maximum power point|\bmpp(?:t)?\b;tracking,,False
