curve_id,true_class,som_x,som_y,som_node,posthoc_predicted_class,is_correct
SYN-0442,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0443,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0444,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0445,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0446,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0447,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0448,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0449,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0450,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0451,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0452,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0453,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0454,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0455,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0456,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0457,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0458,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0459,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0460,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0461,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0462,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0463,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0464,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0465,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0466,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0467,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0468,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0469,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0470,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0471,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0472,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0473,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0474,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0475,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0476,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0477,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0478,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0479,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0480,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0481,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0482,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0483,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0484,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0485,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0486,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0487,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0488,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0489,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0490,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0491,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0492,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0493,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0494,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0495,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0496,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0497,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0498,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0499,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0500,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0501,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0502,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0503,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0504,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0505,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0506,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0507,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0508,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0509,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0510,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0511,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0512,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0513,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0514,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0515,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0516,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0517,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0518,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0519,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0520,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0521,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0522,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0523,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0524,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0525,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0526,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0527,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0528,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0529,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0530,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0531,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0532,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0533,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0534,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0535,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0536,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0537,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0538,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0539,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0540,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0541,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0542,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0543,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0544,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0545,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0546,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0547,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0548,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0549,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0550,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0551,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0552,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0553,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0554,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0555,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0556,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0557,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0558,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0559,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0560,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0561,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0562,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0563,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0564,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0565,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0566,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0567,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0568,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0569,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0570,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0571,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0572,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0573,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0574,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0575,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0576,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0577,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0578,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0579,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0580,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0581,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0582,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0583,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0584,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0585,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0586,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0587,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0588,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0589,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0590,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0591,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0592,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0593,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0594,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0595,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0596,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0597,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0598,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0599,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0600,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0601,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0602,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0603,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0604,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0605,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0606,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0607,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0608,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0609,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0610,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0611,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0612,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0613,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0614,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0615,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0616,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0617,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0618,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0619,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0620,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0621,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0622,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0623,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0624,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0625,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0626,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0627,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0628,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0629,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0630,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0631,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0632,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0633,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0634,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0635,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0636,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0637,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0638,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0639,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0640,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0641,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0642,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0643,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0644,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0645,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0646,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0647,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0648,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0649,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0650,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0651,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0652,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0653,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0654,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0655,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0656,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0657,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0658,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0659,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0660,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0661,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0662,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0663,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0664,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0665,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0666,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0667,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0668,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0669,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0670,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0671,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0672,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0673,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0674,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0675,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0676,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0677,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0678,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0679,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0680,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0681,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0682,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0683,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0684,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0685,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0686,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0687,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0688,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0689,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0690,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0691,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0692,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0693,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0694,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0695,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0696,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0697,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0698,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0699,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0700,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0701,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0702,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0703,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0704,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0705,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0706,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0707,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0708,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0709,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0710,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0711,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0712,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0713,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0714,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0715,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0716,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0717,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0718,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0719,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0720,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0721,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0722,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0723,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0724,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0725,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0726,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0727,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0728,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0729,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0730,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0731,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0732,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0733,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0734,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0735,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0736,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0737,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0738,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0739,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0740,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0741,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0742,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0743,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0744,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0745,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0746,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0747,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0748,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0749,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0750,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0751,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0752,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0753,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0754,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0755,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0756,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0757,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0758,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0759,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0760,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0761,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0762,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0763,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0764,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0765,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0766,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0767,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0768,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0769,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0770,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0771,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0772,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0773,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0774,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0775,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0776,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0777,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0778,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0779,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0780,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0781,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0782,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0783,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0784,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0785,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0786,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0787,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0788,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0789,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0790,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0791,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0792,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0793,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0794,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0795,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0796,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0797,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0798,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0799,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0800,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0801,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0802,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0803,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0804,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0805,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0806,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0807,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0808,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0809,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0810,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0811,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0812,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0813,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0814,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0815,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0816,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0817,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0818,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0819,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0820,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0821,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0822,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0823,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0824,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0825,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0826,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0827,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0828,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0829,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0830,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0831,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0832,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0833,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0834,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0835,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0836,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0837,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0838,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0839,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0840,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0841,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0842,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0843,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0844,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0845,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0846,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0847,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0848,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0849,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0850,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0851,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0852,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0853,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0854,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0855,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0856,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0857,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0858,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0859,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0860,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0861,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0862,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0863,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0864,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0865,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0866,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0867,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0868,IFO-Valley,1,1,3,IFO-Valley,True
SYN-0869,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0870,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0871,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0872,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0873,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0874,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0875,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0876,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0877,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0878,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0879,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0880,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0881,IFO-Hill,0,0,0,IFO-Hill,True
SYN-0882,IFO-Bridge,0,1,1,IFO-Bridge,True
SYN-0883,IFO-Slope,1,0,2,IFO-Slope,True
SYN-0884,IFO-Hill,0,0,0,IFO-Hill,True
