time_hours,node_0_mean,node_0_weight,node_1_mean,node_1_weight,node_2_mean,node_2_weight,node_3_mean,node_3_weight
43.5,0.761113993,0.755447985,0.970573753,0.9680678,0.454616583,0.450564202,0.409291209,0.398551253
43.6666667,0.75798514,0.752211367,0.970469331,0.968017816,0.45403811,0.449969225,0.410542016,0.399796411
43.8333333,0.754855934,0.748967159,0.970384532,0.968019164,0.45347048,0.449391189,0.411809561,0.401053036
44,0.75172899,0.745712918,0.970318143,0.968049919,0.452906466,0.44880438,0.413079147,0.402303603
44.1666667,0.748598867,0.742435837,0.970253511,0.968066351,0.452338232,0.448188124,0.414362653,0.403546386
44.3333333,0.745472151,0.73914116,0.97018112,0.968051879,0.451774358,0.447563816,0.415664496,0.404791426
44.5,0.742349158,0.735838013,0.97010176,0.968026526,0.45122398,0.446958703,0.416986694,0.40605263
44.6666667,0.73921298,0.73253051,0.970019582,0.968001894,0.450686078,0.446363299,0.418335015,0.407343479
44.8333333,0.736063247,0.729228599,0.969938235,0.967987397,0.450155427,0.445753633,0.419716393,0.40867919
45,0.732909814,0.725932927,0.969858479,0.967994807,0.449623436,0.445112485,0.421125784,0.410051288
45.1666667,0.729753045,0.722643783,0.969784086,0.968016678,0.44908314,0.444458721,0.422553399,0.411439299
45.3333333,0.72660422,0.719379914,0.969717182,0.968042153,0.448535241,0.443817541,0.423991756,0.412843015
45.5,0.723471065,0.716144918,0.969653434,0.968058017,0.447989129,0.443196419,0.425437812,0.414263627
45.6666667,0.720339572,0.712919091,0.969594156,0.968058925,0.447456471,0.442593582,0.426898417,0.415693715
45.8333333,0.717220175,0.70969173,0.969542623,0.968044203,0.446939484,0.442016261,0.428374657,0.417129136
46,0.714123297,0.706476568,0.969486779,0.968000841,0.446434728,0.441469869,0.429865437,0.418568535
46.1666667,0.711032766,0.703276862,0.969411898,0.96792692,0.445944197,0.440945499,0.431375018,0.420017693
46.3333333,0.707946654,0.70010149,0.969326532,0.967837251,0.445462738,0.440439654,0.43290112,0.42149357
46.5,0.704868553,0.696956402,0.969243254,0.967742269,0.44497661,0.439950534,0.434441119,0.422998872
46.6666667,0.701795778,0.693832241,0.969169488,0.967650973,0.444479674,0.439473771,0.435994724,0.424510899
46.8333333,0.698730824,0.690731768,0.969102228,0.967573438,0.44397492,0.439004356,0.437560906,0.42602289
47,0.695674767,0.687650248,0.96902565,0.967500353,0.443476792,0.438549671,0.439139702,0.427540597
47.1666667,0.692615956,0.684565675,0.968932039,0.967418933,0.442995071,0.438110208,0.440724708,0.429051978
47.3333333,0.689551226,0.681471776,0.968826331,0.967329206,0.442531979,0.437671689,0.442303222,0.430558382
47.5,0.686488753,0.678392289,0.968719553,0.967236576,0.442083364,0.437247111,0.443878703,0.432071026
47.6666667,0.683430639,0.675342654,0.968620063,0.967137075,0.441636734,0.436841671,0.445472232,0.433611093
47.8333333,0.680381723,0.672315124,0.968530504,0.967042959,0.441193471,0.436442218,0.447092744,0.435176637
48,0.677343172,0.669303085,0.968444143,0.966954142,0.440758917,0.436043758,0.448737418,0.436751225
48.1666667,0.674313785,0.666303994,0.96835002,0.966854023,0.440330135,0.435626596,0.450407159,0.438346829
48.3333333,0.671307826,0.663321776,0.968252618,0.966759569,0.439905509,0.435199082,0.452094892,0.439964875
48.5,0.668330977,0.660361662,0.968158336,0.966678089,0.439483339,0.434786569,0.453793899,0.441605946
48.6666667,0.66536439,0.657404195,0.968065412,0.966580259,0.439059634,0.434384556,0.455503448,0.443266744
48.8333333,0.662401479,0.654435683,0.967971697,0.966445723,0.438625095,0.433985116,0.45722206,0.44494993
49,0.659447418,0.651455756,0.967870171,0.966290662,0.438176915,0.43358246,0.458949346,0.446655773
49.1666667,0.656503878,0.648459202,0.967754723,0.966135635,0.437724389,0.433172778,0.4606891,0.448373279
49.3333333,0.653573201,0.645456652,0.967628918,0.965993936,0.437269167,0.432748291,0.462432539,0.450080937
49.5,0.650656763,0.642465259,0.967498092,0.965858583,0.436811229,0.432309947,0.46417312,0.451773469
49.6666667,0.647750245,0.639506136,0.967367172,0.965715663,0.436352479,0.431864078,0.465922384,0.453476175
49.8333333,0.644863313,0.636605184,0.967234693,0.965554364,0.435893226,0.431419588,0.467671019,0.455188625
50,0.641998912,0.633741733,0.967097171,0.965383289,0.43543957,0.430978055,0.469415971,0.456896997
50.1666667,0.639148722,0.630873926,0.966953217,0.965229848,0.434993009,0.430529221,0.471175984,0.45859953
50.3333333,0.63631623,0.628009766,0.966801798,0.965095541,0.434555249,0.430073313,0.472950094,0.460295847
50.5,0.633505192,0.625179414,0.966644115,0.964963769,0.43412669,0.429614793,0.47472973,0.461986921
50.6666667,0.630710157,0.62238461,0.966490673,0.964826282,0.433706648,0.42915699,0.476521564,0.463688809
50.8333333,0.627935137,0.619617226,0.966347156,0.96469455,0.433297909,0.428713628,0.478324327,0.465417621
51,0.625189268,0.616872357,0.966207637,0.964574001,0.432888074,0.428274939,0.480138929,0.467177656
51.1666667,0.622467847,0.614139867,0.96606689,0.964442675,0.432451305,0.427815784,0.481983686,0.468956962
51.3333333,0.619772522,0.611425954,0.965927622,0.964293551,0.431983533,0.427335243,0.483851274,0.470731127
51.5,0.617108304,0.608738428,0.965793241,0.964145707,0.431506323,0.426844177,0.485724429,0.47249728
51.6666667,0.614474542,0.606070936,0.965660516,0.964015176,0.431043539,0.426357741,0.487603555,0.474278366
51.8333333,0.611867766,0.60341579,0.965528864,0.963917882,0.430601281,0.425879881,0.489479401,0.476067115
52,0.609277998,0.600761004,0.965397304,0.963850407,0.430168933,0.425404947,0.49135326,0.477855176
52.1666667,0.606696648,0.598104152,0.965267903,0.963781395,0.429736953,0.424938976,0.493236104,0.479628294
52.3333333,0.604121003,0.595455035,0.965140507,0.963682468,0.429308065,0.424494935,0.495128928,0.481376151
52.5,0.601558448,0.592821286,0.965016937,0.963577867,0.428885444,0.424071521,0.497032292,0.483115986
52.6666667,0.599017982,0.590195056,0.964905927,0.963501605,0.428466416,0.423662718,0.498955176,0.484872098
52.8333333,0.596507235,0.587578652,0.964810217,0.963445273,0.428043376,0.423247052,0.500896451,0.486663068
53,0.594022797,0.584980866,0.964722,0.963396464,0.427618862,0.422823039,0.502848081,0.48848152
53.1666667,0.591551735,0.582389374,0.964624442,0.963348016,0.427204781,0.422411639,0.504807318,0.490316718
53.3333333,0.589098497,0.579811272,0.964513153,0.963301278,0.426801179,0.422006014,0.506767147,0.492163912
53.5,0.586675116,0.577267444,0.964401017,0.963259488,0.42639931,0.421597744,0.508731359,0.494025553
53.6666667,0.584280179,0.574753642,0.964298493,0.963225688,0.425989374,0.42118039,0.510707055,0.495897178
53.8333333,0.58191481,0.572271206,0.964197895,0.963200382,0.42557174,0.420757446,0.512684872,0.497772338
54,0.579579674,0.569818694,0.964087215,0.963164348,0.425153834,0.420335716,0.514662317,0.49965997
54.1666667,0.577265609,0.56738136,0.963968895,0.963106058,0.424741233,0.419932609,0.516654836,0.501584022
54.3333333,0.574963405,0.56495099,0.963847572,0.963032644,0.424337948,0.419565551,0.518653623,0.503527561
54.5,0.572671563,0.562529082,0.963724688,0.962954614,0.423938669,0.419223471,0.520654835,0.505469673
54.6666667,0.570397056,0.560131322,0.963600667,0.962887173,0.42352631,0.418866327,0.522678349,0.507423268
54.8333333,0.568151981,0.557774851,0.963478327,0.962838205,0.423097071,0.418466144,0.524733583,0.509403191
55,0.56593622,0.555457608,0.963359238,0.962806628,0.422669355,0.418052175,0.526809714,0.511401788
55.1666667,0.563734442,0.553158354,0.963248409,0.962782083,0.422259329,0.4176523,0.528891489,0.513384344
55.3333333,0.561548174,0.550877681,0.963156864,0.962764122,0.421867456,0.417268934,0.530963819,0.515325453
55.5,0.559388119,0.548630656,0.96308337,0.962750044,0.421478238,0.416890753,0.533025777,0.517239194
55.6666667,0.557251229,0.546421899,0.963010161,0.962727045,0.421084438,0.416505236,0.535100081,0.519177054
55.8333333,0.55513532,0.544247186,0.962927023,0.962688461,0.420696049,0.416123583,0.537186466,0.521159035
56,0.553043628,0.542103998,0.962835053,0.962635325,0.420321994,0.415753372,0.539278054,0.523180474
56.1666667,0.550974847,0.539987445,0.962742289,0.962573087,0.41995614,0.415378799,0.541385318,0.525236581
56.3333333,0.548932284,0.537906621,0.962658848,0.962519112,0.419593756,0.414998995,0.543506709,0.527321813
56.5,0.546920081,0.535864671,0.962584211,0.962469923,0.41923504,0.414626439,0.545632779,0.529422317
56.6666667,0.544933102,0.533857238,0.962506316,0.962407322,0.418880324,0.414277909,0.547750673,0.531505161
56.8333333,0.542975665,0.531899912,0.962413325,0.962314318,0.418530656,0.413976568,0.549858223,0.533554758
57,0.541054094,0.529995226,0.962305064,0.962193661,0.418184509,0.413713928,0.551966813,0.535600318
57.1666667,0.539166111,0.52812512,0.962189736,0.962061839,0.417844697,0.413470396,0.554088877,0.537667795
57.3333333,0.537314007,0.526281248,0.96207903,0.961938431,0.41751088,0.413235212,0.556230098,0.539772372
57.5,0.53549612,0.524466174,0.961969719,0.961832955,0.417172128,0.412992424,0.558377177,0.541912186
57.6666667,0.533693863,0.522693907,0.961847855,0.961734726,0.416825256,0.41273196,0.560522854,0.544067272
57.8333333,0.531902888,0.520960402,0.961720241,0.961638573,0.416469901,0.41245033,0.562662663,0.546224468
58,0.53013161,0.519250443,0.961598164,0.961538337,0.416105138,0.412152825,0.564794703,0.548391493
58.1666667,0.528381166,0.517553889,0.961470523,0.961413131,0.415737235,0.411843028,0.566929967,0.550569997
58.3333333,0.526655989,0.515873098,0.961325047,0.961262165,0.415369602,0.411513966,0.569069143,0.552748354
58.5,0.524956024,0.514216657,0.961161923,0.961099517,0.415001432,0.411169563,0.571209824,0.554933269
58.6666667,0.52327652,0.512580231,0.9609955,0.960940257,0.414636291,0.410827692,0.573357026,0.557133597
58.8333333,0.521621076,0.510967554,0.960836274,0.960787813,0.414276132,0.410487299,0.575508652,0.559348594
59,0.519991184,0.509381068,0.960684104,0.960644334,0.413920594,0.41014155,0.577663051,0.561578581
59.1666667,0.518386743,0.50782787,0.960534758,0.960515889,0.413574461,0.409816106,0.579831045,0.563824398
59.3333333,0.516810311,0.506311801,0.960384102,0.960399305,0.413244753,0.40952191,0.582009621,0.566090805
59.5,0.515260717,0.504820245,0.960227424,0.96029408,0.412928776,0.409239146,0.584190311,0.568381022
59.6666667,0.513730707,0.503349414,0.960062151,0.960181861,0.412605175,0.408950056,0.586372668,0.570695447
59.8333333,0.512220092,0.501904719,0.959895906,0.96006236,0.412263068,0.408639764,0.588550802,0.57301076
60,0.510727778,0.500480286,0.959733602,0.959943913,0.411906842,0.408312032,0.590719748,0.57529732
60.1666667,0.509245188,0.499066188,0.959567252,0.959801478,0.411539291,0.407976544,0.592877023,0.577556825
60.3333333,0.507774162,0.497663924,0.959398054,0.959637715,0.411160172,0.407637768,0.59501495,0.579780136
60.5,0.506324186,0.496281831,0.95923119,0.959469315,0.410778391,0.407299782,0.597133764,0.581973226
60.6666667,0.50489468,0.494918339,0.959067354,0.959314322,0.410411499,0.406966904,0.59925259,0.584152849
60.8333333,0.503487212,0.493575065,0.958901111,0.959171588,0.410065275,0.40665813,0.601382237,0.586319233
61,0.502102493,0.492259703,0.95873287,0.959024163,0.409734065,0.406372177,0.603520701,0.588484269
61.1666667,0.500733634,0.490977268,0.958562163,0.958851289,0.409412454,0.406093375,0.605671243,0.59066613
61.3333333,0.499380222,0.489733544,0.958381962,0.958651705,0.409087804,0.405810989,0.607827468,0.592864167
61.5,0.498043676,0.488519507,0.958196331,0.958451088,0.408756209,0.405513702,0.609977624,0.595066469
61.6666667,0.496715206,0.487302514,0.958017901,0.958277897,0.40842717,0.405207718,0.612132945,0.597272992
61.8333333,0.49539729,0.486083142,0.957851489,0.958129872,0.408115573,0.404903892,0.614296514,0.599475522
62,0.494100474,0.484883016,0.957692213,0.957983825,0.407814038,0.404602659,0.616457549,0.601676689
62.1666667,0.492820798,0.483701757,0.95753848,0.957842326,0.407503319,0.404297497,0.618621192,0.603893395
62.3333333,0.49155183,0.482536413,0.957392611,0.957716016,0.407180454,0.403995331,0.620790179,0.606126663
62.5,0.490297097,0.481391304,0.957250198,0.957601423,0.406849469,0.403705018,0.622958352,0.60836411
62.6666667,0.489059683,0.480271106,0.957106872,0.957480427,0.40651162,0.403413436,0.62512832,0.610593939
62.8333333,0.487841175,0.479178082,0.956968748,0.957349403,0.406170664,0.403108334,0.627289257,0.612795068
63,0.486639108,0.478104881,0.956837899,0.957212972,0.40583875,0.402801051,0.629433692,0.614968593
63.1666667,0.485442414,0.477039821,0.956708915,0.957074727,0.405521256,0.402492121,0.631576577,0.617143264
63.3333333,0.484244829,0.475973762,0.956578345,0.956937331,0.405208383,0.402159963,0.6337179,0.619319972
63.5,0.48304874,0.47489992,0.956449161,0.956802693,0.404888708,0.401806226,0.635853722,0.621486109
63.6666667,0.481867972,0.473830845,0.956323438,0.956661577,0.404561566,0.401445915,0.637995417,0.623656418
63.8333333,0.480717834,0.472789209,0.956203298,0.956504105,0.404232921,0.401096343,0.64014297,0.625833746
64,0.479592985,0.471776805,0.95609117,0.956337491,0.403908802,0.400764327,0.642283584,0.628001973
64.1666667,0.478484578,0.470776624,0.955985029,0.956178221,0.40358327,0.400426051,0.644414261,0.630164671
64.3333333,0.477396718,0.46978564,0.95588017,0.956022587,0.403247337,0.400073753,0.646534746,0.632333568
64.5,0.476322972,0.468797181,0.955769106,0.955851309,0.402905778,0.399715818,0.648647927,0.634509009
64.6666667,0.475249529,0.467808687,0.955652661,0.955667812,0.402572849,0.399365354,0.650767201,0.636679546
64.8333333,0.474180594,0.466836273,0.955540795,0.955484793,0.402244049,0.399008362,0.6528882,0.638837947
65,0.47312933,0.465896954,0.955435988,0.955298388,0.401907463,0.398629675,0.654997372,0.640983294
65.1666667,0.472096583,0.464987653,0.955334524,0.955092222,0.401561906,0.398248653,0.657101961,0.643123832
65.3333333,0.471078722,0.464094464,0.955233944,0.954851709,0.401210988,0.397885656,0.659205779,0.645266142
65.5,0.470076089,0.463216632,0.955132194,0.954593582,0.400863494,0.397554489,0.661304627,0.647409888
65.6666667,0.469087063,0.462346664,0.955030895,0.954336669,0.40052771,0.397257667,0.663403996,0.649556356
65.8333333,0.468107023,0.461467089,0.954930671,0.954091868,0.400205054,0.396987372,0.665499203,0.651690624
66,0.467134629,0.460587676,0.954829393,0.953867581,0.399889149,0.396727625,0.667585623,0.653803646
66.1666667,0.466170637,0.459730493,0.954721556,0.953654044,0.39957449,0.396451016,0.669677309,0.655913553
66.3333333,0.465220552,0.458908754,0.954608091,0.953451172,0.39926478,0.396146174,0.671772837,0.65802124
66.5,0.464284635,0.458108428,0.954499027,0.953261635,0.398963334,0.395828434,0.673860186,0.660116879
66.6666667,0.463357365,0.457312679,0.954398817,0.953079768,0.398674536,0.395533666,0.675937646,0.662202577
66.8333333,0.46244555,0.45652376,0.954306009,0.952901066,0.398398888,0.395275828,0.678008703,0.664292111
67,0.461553026,0.455743571,0.954212985,0.952728734,0.398125755,0.39502928,0.680076681,0.666398786
67.1666667,0.460674235,0.454969633,0.954103514,0.952555386,0.397842363,0.394772224,0.682144226,0.668532857
67.3333333,0.459808609,0.454203728,0.953972298,0.952369444,0.397545925,0.394491747,0.684205049,0.670685603
67.5,0.458961287,0.453451087,0.9538287,0.952178331,0.39724398,0.394199985,0.686254258,0.672828928
67.6666667,0.458135697,0.45271951,0.953682577,0.95199522,0.39694039,0.393915205,0.688311511,0.674958782
67.8333333,0.457320858,0.452016932,0.95353411,0.951822918,0.396630811,0.393630434,0.690385027,0.677083115
68,0.456508308,0.451334668,0.953381576,0.951663921,0.396311499,0.393339771,0.692461249,0.679197935
68.1666667,0.45569856,0.450648596,0.953224571,0.951505125,0.395982084,0.393037806,0.694528959,0.681287548
68.3333333,0.454902396,0.449961826,0.953064144,0.951352072,0.395648685,0.392720599,0.69657303,0.683345635
68.5,0.454128228,0.449281097,0.952908668,0.951212225,0.395317663,0.392395782,0.698597838,0.685392876
68.6666667,0.45337034,0.448597546,0.952763244,0.951082078,0.394992669,0.392058463,0.700622374,0.687455164
68.8333333,0.452626093,0.447919496,0.952624803,0.950964886,0.394680049,0.391709006,0.702655126,0.689527236
69,0.451892898,0.447253818,0.952483063,0.950847369,0.394378721,0.391354418,0.704693033,0.691589227
69.1666667,0.451164362,0.446596045,0.952325866,0.950702184,0.394079626,0.390990583,0.706719753,0.693612188
69.3333333,0.450439748,0.445946719,0.952157558,0.950522922,0.393781669,0.390618129,0.70872829,0.695572491
69.5,0.449722553,0.445302535,0.951986513,0.950325224,0.393486512,0.390248241,0.710724379,0.69749334
69.6666667,0.449011366,0.444656954,0.951810161,0.950122911,0.393193561,0.389897236,0.71272189,0.699416023
69.8333333,0.448311743,0.444020221,0.951628742,0.949930283,0.392905191,0.3895723,0.71472269,0.701342525
70,0.447624855,0.443391633,0.951446798,0.9497608,0.39262363,0.389271592,0.716719027,0.703252268
70.1666667,0.446941029,0.442763554,0.951274903,0.94961366,0.392350945,0.388987502,0.718713148,0.705142242
70.3333333,0.44625728,0.442149213,0.951121041,0.949484753,0.392089668,0.388705623,0.720706015,0.707022346
70.5,0.445574516,0.441550811,0.950975314,0.949354195,0.391839118,0.388422138,0.722692619,0.70890208
70.6666667,0.444885048,0.440949135,0.950829267,0.949216752,0.391595905,0.388148576,0.724669082,0.710783712
70.8333333,0.444190932,0.440322785,0.950685469,0.949091383,0.391354211,0.387879998,0.726627521,0.712650013
71,0.443499067,0.439671341,0.950547951,0.948980846,0.391105419,0.387602101,0.728567397,0.714495631
71.1666667,0.442808041,0.439002533,0.950415818,0.948878979,0.390837743,0.387306698,0.730499164,0.716325709
71.3333333,0.442118451,0.438332953,0.950280706,0.948781735,0.390552322,0.386993777,0.732414965,0.718130112
71.5,0.441434631,0.437683469,0.95014229,0.948690279,0.390264716,0.38667355,0.73430803,0.719907089
71.6666667,0.440753648,0.437047446,0.950005477,0.948612322,0.389980742,0.386357994,0.736185367,0.721674511
71.8333333,0.440069724,0.436413167,0.949875579,0.948563959,0.389692299,0.386049435,0.738044403,0.72344593
72,0.439382471,0.435784953,0.949755982,0.948556529,0.389399037,0.385741663,0.73989485,0.725227701
72.1666667,0.438698569,0.435170113,0.949635695,0.948562088,0.389110885,0.385434924,0.741755315,0.72703524
72.3333333,0.438026039,0.434572938,0.949501362,0.948542587,0.388831668,0.38512707,0.743618715,0.728854613
72.5,0.437362636,0.433997646,0.949354069,0.948489092,0.388559223,0.384821672,0.745467049,0.730663498
72.6666667,0.43669252,0.433434933,0.949211126,0.948422719,0.388286162,0.384502805,0.747298131,0.732476179
72.8333333,0.436012388,0.432877163,0.949079475,0.948368169,0.388003366,0.384152378,0.749114458,0.734305208
73,0.435330608,0.432323115,0.948950331,0.948326939,0.387710509,0.383794628,0.750919729,0.736145717
73.1666667,0.43465179,0.431773695,0.948820316,0.948284845,0.387419185,0.383457831,0.752719229,0.73798072
73.3333333,0.433972312,0.431207369,0.948694843,0.948241172,0.387137226,0.383153004,0.754516843,0.739796518
73.5,0.433293429,0.430629475,0.948572195,0.948197712,0.386860114,0.382867991,0.756307614,0.741590313
73.6666667,0.432616497,0.430058214,0.948446985,0.948152094,0.386572222,0.382582555,0.758086547,0.74337983
73.8333333,0.431935939,0.429481992,0.948320946,0.948101789,0.386278712,0.382297569,0.759858157,0.74519134
74,0.431254238,0.428898271,0.94819792,0.948041066,0.385993264,0.382011539,0.761617637,0.747007926
74.1666667,0.430580735,0.428317609,0.948077815,0.947963648,0.385711183,0.381702815,0.763354569,0.748793548
74.3333333,0.429920032,0.427746732,0.947960453,0.947874043,0.385422431,0.381363921,0.765064598,0.750523824
74.5,0.429265134,0.427184925,0.947847933,0.947779975,0.385125167,0.380999745,0.766752314,0.752215824
74.6666667,0.428610938,0.426620571,0.947737929,0.947682941,0.384827398,0.380618401,0.768432637,0.753903813
74.8333333,0.42795625,0.426043349,0.947626355,0.947588295,0.384532082,0.380224049,0.770099929,0.755579204
75,0.42730478,0.425453831,0.947510396,0.94749362,0.38423723,0.379817797,0.77174446,0.757231289
75.1666667,0.426663743,0.424862603,0.947387142,0.947386755,0.383943293,0.379422564,0.773373604,0.758868627
75.3333333,0.426030258,0.424272545,0.94725925,0.947267938,0.383650994,0.379045545,0.774989655,0.760492212
75.5,0.425393171,0.423674385,0.947126411,0.947132892,0.383358132,0.378677065,0.776588668,0.762100969
75.6666667,0.424745584,0.423060425,0.946984093,0.946974188,0.383064212,0.378310034,0.778166788,0.763697734
75.8333333,0.424096988,0.422428448,0.946835735,0.946803698,0.382775329,0.377941499,0.779725805,0.76528435
76,0.423457575,0.421789611,0.946687515,0.946634098,0.382492969,0.377577493,0.781270548,0.766858998
76.1666667,0.422817048,0.421158342,0.946542415,0.94646389,0.382216548,0.377214031,0.782807258,0.768415674
76.3333333,0.422170888,0.420547286,0.946408916,0.946297484,0.381938734,0.3768504,0.784336909,0.769954698
76.5,0.421523949,0.419953055,0.946280669,0.946135843,0.381651342,0.37649382,0.785851884,0.771484171
76.6666667,0.420877982,0.419354884,0.946136335,0.945962144,0.381361483,0.376163069,0.787351336,0.773012806
76.8333333,0.420237824,0.418747253,0.945976786,0.945781608,0.381080428,0.375869488,0.788832104,0.774538005
77,0.419604537,0.418134463,0.945809434,0.945602706,0.380812442,0.375606673,0.790293435,0.776063311
77.1666667,0.418978058,0.417521592,0.945635521,0.945437388,0.380555591,0.375352771,0.791740829,0.777585531
77.3333333,0.418358628,0.416899371,0.945454895,0.945287259,0.380306102,0.375084154,0.793175633,0.779090613
77.5,0.417741103,0.416255047,0.945268231,0.945140984,0.380054284,0.374791533,0.79460109,0.780576926
77.6666667,0.417124945,0.415608683,0.945075177,0.94499673,0.379794822,0.374482318,0.796023725,0.782062595
77.8333333,0.416513049,0.414981798,0.944876032,0.944849157,0.379529584,0.37415627,0.797440835,0.783549976
78,0.41590693,0.414362171,0.944677522,0.944708798,0.379256989,0.373817943,0.798848032,0.78503424
78.1666667,0.415302758,0.413724609,0.944484647,0.944583107,0.378979965,0.373485663,0.80024586,0.786506904
78.3333333,0.414696419,0.413064392,0.944294217,0.944462999,0.378703461,0.373170714,0.801628077,0.787955564
78.5,0.414086769,0.412391641,0.944098145,0.94434466,0.378422941,0.372865653,0.802987173,0.789374508
78.6666667,0.413470508,0.411718538,0.943888943,0.94422714,0.378131223,0.372548009,0.804322948,0.790753415
78.8333333,0.412855079,0.411049543,0.943668343,0.944102976,0.377830786,0.372210421,0.805638965,0.792089919
79,0.412245964,0.410386147,0.943443822,0.943972673,0.377534158,0.371869787,0.806939879,0.793394733
79.1666667,0.411635751,0.409727311,0.943223776,0.943851114,0.377253046,0.371556908,0.808229263,0.794683263
79.3333333,0.41102366,0.409080902,0.943007573,0.94373625,0.376987375,0.371275533,0.809506181,0.79596012
79.5,0.410409156,0.408446751,0.942795793,0.94362285,0.376731383,0.370998121,0.810760686,0.797220669
79.6666667,0.409796417,0.407793175,0.942599096,0.943516673,0.376488524,0.370717284,0.811985596,0.798454991
79.8333333,0.409193862,0.407114429,0.942416131,0.943417524,0.376256749,0.37042861,0.813177946,0.799646264
80,0.408601867,0.40643644,0.942236212,0.943318238,0.376033404,0.370133795,0.81434653,0.800801165
80.1666667,0.408009519,0.405770106,0.942051412,0.943202496,0.375817937,0.369854428,0.815518323,0.801943886
80.3333333,0.407415382,0.405116739,0.941858832,0.943076358,0.375611425,0.36959776,0.816700822,0.803090709
80.5,0.406823481,0.404476923,0.941668869,0.942955536,0.375406428,0.369351819,0.817878525,0.804238043
80.6666667,0.406232433,0.403843191,0.941486277,0.942824552,0.375194599,0.369123191,0.819035914,0.805367019
80.8333333,0.405641392,0.403210999,0.941302631,0.942677999,0.374975551,0.36891505,0.820164492,0.806456087
81,0.405049668,0.402587263,0.941117356,0.942535461,0.374749854,0.368714977,0.821273529,0.807516168
81.1666667,0.404456485,0.401970315,0.940930394,0.942409132,0.374516767,0.36851956,0.822376809,0.808589415
81.3333333,0.403861279,0.401360038,0.940741075,0.942300435,0.374281971,0.368327709,0.823474829,0.809682033
81.5,0.40326462,0.400760316,0.940551551,0.942207784,0.374049626,0.368125548,0.824561939,0.810767507
81.6666667,0.402658509,0.400146825,0.940363297,0.942122144,0.373811439,0.367890049,0.825638555,0.811830186
81.8333333,0.402038461,0.399510665,0.940175013,0.942022329,0.373567354,0.367597983,0.82669895,0.812871481
82,0.401410404,0.398859302,0.939987726,0.941912634,0.373324268,0.367271526,0.827738745,0.813904758
82.1666667,0.400779758,0.398189055,0.939802137,0.941816222,0.373079837,0.366957761,0.828757188,0.814934554
82.3333333,0.400147897,0.397504416,0.939619492,0.941745482,0.372827647,0.366673597,0.82975201,0.815950256
82.5,0.399520751,0.396822964,0.939439246,0.941701927,0.372569704,0.366405478,0.830728422,0.816950139
82.6666667,0.398901578,0.396175419,0.93925486,0.941665225,0.372310832,0.366143126,0.831698524,0.817953558
82.8333333,0.398290218,0.395572957,0.93905972,0.94163153,0.372057073,0.365883249,0.832658833,0.818962783
83,0.397681451,0.394998987,0.938854279,0.941602276,0.371807884,0.365616987,0.833602072,0.819973725
83.1666667,0.397071067,0.394444679,0.938651398,0.941567494,0.371553707,0.36533797,0.834537033,0.820999389
83.3333333,0.396462039,0.39391581,0.938451854,0.941515982,0.371293182,0.365043713,0.835463815,0.822037832
83.5,0.395858274,0.393411798,0.938246479,0.941432157,0.371034401,0.36475233,0.836374726,0.823074391
83.6666667,0.395263685,0.392925223,0.938029762,0.941304605,0.370790624,0.364487603,0.837278319,0.824100316
83.8333333,0.394671873,0.392438487,0.937804383,0.941138747,0.37056251,0.364250179,0.838179711,0.825117295
84,0.394073887,0.391939361,0.937579922,0.940952225,0.370340895,0.364028066,0.839073619,0.826117843
84.1666667,0.393466114,0.391433265,0.937364821,0.940772388,0.370119771,0.363814757,0.839961477,0.827108382
84.3333333,0.392855983,0.390925461,0.937157521,0.940609261,0.369893441,0.36359779,0.840839928,0.828090332
84.5,0.392256818,0.390431258,0.93694977,0.940446744,0.369661864,0.363368226,0.841701261,0.829047548
84.6666667,0.391667657,0.389956134,0.936731499,0.94025914,0.369433042,0.363143162,0.842545018,0.829967977
84.8333333,0.391089466,0.389489789,0.936504669,0.940035014,0.369209928,0.36292999,0.843376876,0.830857114
85,0.39052153,0.389023873,0.936281463,0.939801687,0.368990074,0.362723817,0.844196678,0.831722575
85.1666667,0.389964439,0.388578285,0.93606407,0.93958347,0.368769732,0.362525952,0.844995127,0.832563327
85.3333333,0.389415612,0.388146698,0.935854546,0.939378157,0.368558086,0.362348546,0.845774973,0.833397457
85.5,0.388869829,0.387710735,0.935653018,0.939185458,0.368354746,0.362186123,0.846542148,0.834233464
85.6666667,0.388332899,0.387289701,0.93545742,0.939002903,0.368141787,0.361998092,0.847284967,0.835036006
85.8333333,0.387807007,0.386885057,0.935266607,0.93882164,0.367908747,0.361757559,0.847995125,0.835789697
86,0.387287126,0.386483592,0.935079196,0.938635825,0.367664998,0.36149303,0.848682611,0.836516005
86.1666667,0.386764799,0.386079522,0.934893191,0.938439937,0.367429336,0.361243918,0.849358425,0.837235134
86.3333333,0.386238307,0.385669993,0.934701822,0.938239301,0.367206498,0.361024783,0.850020069,0.837932608
86.5,0.385709416,0.385254284,0.934498453,0.938033681,0.366987121,0.360836582,0.850665501,0.838597428
86.6666667,0.385182618,0.384847041,0.934286807,0.937807604,0.366762758,0.360663837,0.851305138,0.839258147
86.8333333,0.38465568,0.384445372,0.934076766,0.937549337,0.366539904,0.360498039,0.851943165,0.839920866
87,0.384128438,0.384040521,0.93387603,0.937276945,0.366322343,0.360333591,0.852574341,0.840575661
87.1666667,0.383611568,0.383647864,0.933683667,0.937013542,0.366108313,0.360172192,0.853190762,0.841217614
